id,joint_position,ball_loc
3911,[14.2704284  3.2174113  2.596468   0.3420857  0.7936429 -0.862798  -0.3490149],[ 1.158749 -0.036422  0.405069]
3912,[14.2581064  3.2173732  2.5963797  0.3421309  0.7936311 -0.8628041 -0.3490368],[ 1.160405 -0.037584  0.405016]
3913,[14.2552077  3.2174192  2.5963933  0.3421233  0.7936196 -0.862763  -0.349022 ],[ 1.160735 -0.037832  0.405041]
3914,[14.2431518  3.2174185  2.5964391  0.3420426  0.7935461 -0.8627638 -0.3490444],[ 1.162323 -0.038949  0.405041]
3915,[14.2400705  3.2173908  2.5963936  0.3420769  0.7936141 -0.8627717 -0.3490303],[ 1.162654 -0.039228  0.405136]
3916,[14.2281734  3.2173966  2.5964429  0.3421152  0.7935801 -0.8627435 -0.3490247],[ 1.164177 -0.040339  0.405092]
3917,[14.225239   3.2173751  2.5964107  0.3421657  0.7936038 -0.8628338 -0.3490231],[ 1.164491 -0.040571  0.405138]
3918,[14.2131788  3.2174261  2.5963688  0.3420777  0.7935718 -0.8627755 -0.3490455],[ 1.166072 -0.041808  0.405198]
3919,[14.2100264  3.2174335  2.5964441  0.3420811  0.7935968 -0.8627651 -0.349042 ],[ 1.166398 -0.042043  0.40515 ]
3920,[14.1978361  3.2174495  2.5964608  0.3420612  0.7935916 -0.862801  -0.3490317],[ 1.167946 -0.043284  0.405169]
3921,[14.1949598  3.2173327  2.5964296  0.3421367  0.7935273 -0.8627993 -0.3490146],[ 1.168247 -0.043527  0.405169]
3922,[14.1830999  3.2174187  2.596513   0.3421319  0.7936098 -0.8627528 -0.349051 ],[ 1.169731 -0.044753  0.405219]
3923,[14.1800882  3.2174657  2.5964525  0.3421482  0.7935694 -0.8627642 -0.3490449],[ 1.170042 -0.044984  0.405212]
3924,[14.1685392  3.2174247  2.5964138  0.3421011  0.7935761 -0.8627948 -0.3490147],[ 1.171474 -0.046185  0.405238]
3925,[14.1656148  3.217383   2.5964243  0.3421316  0.7935937 -0.8627439 -0.3490311],[ 1.171785 -0.046473  0.405289]
3926,[14.1534774  3.2174225  2.5964692  0.3420813  0.7936164 -0.86276   -0.3490429],[ 1.173241 -0.047767  0.40531 ]
3927,[14.1503651  3.2174304  2.5964408  0.3421082  0.7935879 -0.8627763 -0.3490498],[ 1.173541 -0.048041  0.405341]
3928,[14.1381943  3.2174438  2.5964091  0.3421243  0.7936087 -0.8627788 -0.3490275],[ 1.175037 -0.049352  0.405373]
3929,[14.1352031  3.2174659  2.5964551  0.3421178  0.7935647 -0.8628144 -0.3490629],[ 1.175295 -0.049596  0.405335]
3930,[14.1231491  3.2174085  2.5964298  0.3420711  0.7936019 -0.8628033 -0.3490123],[ 1.176727 -0.050902  0.405359]
3931,[14.1201336  3.2173956  2.5964084  0.3421152  0.7935671 -0.8628148 -0.3490433],[ 1.177006 -0.051175  0.405387]
3932,[14.1080958  3.2174161  2.5964057  0.3420506  0.7935896 -0.8627587 -0.3489838],[ 1.178437 -0.052553  0.405458]
3933,[14.1050956  3.2174357  2.5964217  0.3420728  0.7936303 -0.8627728 -0.3489757],[ 1.178717 -0.052842  0.405486]
3934,[14.0932018  3.2174004  2.5964124  0.3421281  0.7935453 -0.8627192 -0.3490268],[ 1.180071 -0.054178  0.405521]
3935,[14.0901629  3.2174557  2.596463   0.3421077  0.79353   -0.8627676 -0.3490473],[ 1.180329 -0.054437  0.405501]
3936,[14.0783655  3.2174237  2.5964298  0.3420967  0.7936054 -0.8627423 -0.34899  ],[ 1.181682 -0.055804  0.405548]
3937,[14.0753781  3.2174452  2.5964062  0.3420613  0.7935896 -0.8627416 -0.3490001],[ 1.181951 -0.05607   0.40555 ]
3938,[14.0636355  3.2173765  2.5964379  0.3421432  0.7936033 -0.862726  -0.3489543],[ 1.183261 -0.057431  0.405566]
3939,[14.0607597  3.2173756  2.5964348  0.3420989  0.7935892 -0.8627588 -0.3489779],[ 1.183524 -0.057711  0.405574]
3940,[14.0489332  3.2174066  2.596369   0.3421135  0.7935948 -0.8628149 -0.3489826],[ 1.184803 -0.05907   0.405595]
3941,[14.0461242  3.2174233  2.5963807  0.3421616  0.7935821 -0.8627975 -0.3490307],[ 1.185069 -0.059385  0.405635]
3942,[14.0339748  3.2174416  2.5964968  0.3421344  0.7936069 -0.8627848 -0.34899  ],[ 1.186361 -0.060793  0.405674]
3943,[14.0307881  3.2174135  2.5964332  0.3420938  0.7935329 -0.8627544 -0.3490789],[ 1.186632 -0.061107  0.405667]
3944,[14.0183718  3.2174061  2.5964143  0.3421038  0.7935839 -0.8627904 -0.3490662],[ 1.187957 -0.062603  0.405688]
3945,[14.0153348  3.2174686  2.5964539  0.3421569  0.7935799 -0.862747  -0.3490219],[ 1.188228 -0.062902  0.405699]
3946,[14.003112   3.2173646  2.5964219  0.3420964  0.7935699 -0.8628074 -0.3490547],[ 1.189524 -0.064357  0.40564 ]
3947,[14.0001761  3.2174159  2.5964634  0.3421202  0.7935814 -0.8628312 -0.349002 ],[ 1.189745 -0.064703  0.405739]
3948,[13.9881665  3.2174368  2.596441   0.3421018  0.7935853 -0.8628174 -0.3490624],[ 1.190976 -0.066207  0.405778]
3949,[13.9852716  3.2174342  2.5964527  0.3421093  0.7935886 -0.8627983 -0.3490401],[ 1.191225 -0.066516  0.405835]
3950,[13.9735119  3.2174202  2.5963986  0.3421263  0.7935434 -0.8627436 -0.3490259],[ 1.192425 -0.068007  0.405822]
3951,[13.9703686  3.2173927  2.596406   0.3420936  0.7935197 -0.8627507 -0.34908  ],[ 1.192654 -0.068317  0.405823]
3952,[13.9582521  3.2174414  2.5964484  0.342138   0.7935993 -0.8627556 -0.3490562],[ 1.193841 -0.069854  0.405878]
3953,[13.9552214  3.2174206  2.596436   0.3421311  0.7936092 -0.8627686 -0.3490596],[ 1.194083 -0.07016   0.405891]
3954,[13.9429395  3.2174159  2.5963807  0.3421178  0.7936304 -0.8628001 -0.3490203],[ 1.195297 -0.071758  0.40589 ]
3955,[13.9397842  3.2174206  2.596415   0.3421438  0.793566  -0.8628064 -0.349037 ],[ 1.195531 -0.072089  0.405928]
3956,[13.9278838  3.2174585  2.5964022  0.3421723  0.7935744 -0.8627493 -0.3490292],[ 1.19669  -0.073685  0.405989]
3957,[13.9249861  3.2174242  2.5963936  0.3420796  0.7936112 -0.8627823 -0.3490239],[ 1.196914 -0.07401   0.40601 ]
3958,[13.9128897  3.2173551  2.5964837  0.3420856  0.7935609 -0.862793  -0.3490303],[ 1.198054 -0.075617  0.406033]
3959,[13.9098822  3.2174454  2.5963948  0.3421566  0.7936028 -0.8627685 -0.3489944],[ 1.198287 -0.075936  0.406024]
3960,[13.8976104  3.2174955  2.5964291  0.3420903  0.793536  -0.8628142 -0.349023 ],[ 1.199487 -0.077566  0.405963]
3961,[13.8946287  3.217398   2.596426   0.3421327  0.7935993 -0.8627974 -0.349043 ],[ 1.199712 -0.077915  0.406002]
3962,[13.8827545  3.2174092  2.5964069  0.3421161  0.7935846 -0.8627984 -0.3490785],[ 1.200805 -0.079563  0.406051]
3963,[13.8798997  3.2174068  2.59642    0.3421124  0.7936155 -0.8628163 -0.3489982],[ 1.201008 -0.079885  0.406041]
3964,[13.8680918  3.2174697  2.596425   0.3421111  0.7935986 -0.8627744 -0.3490319],[ 1.202051 -0.081503  0.406074]
3965,[13.8651654  3.2174111  2.5964608  0.3421065  0.7935513 -0.8627734 -0.3490498],[ 1.202261 -0.081867  0.406114]
3966,[13.8531339  3.2174242  2.5964322  0.3420879  0.7936152 -0.8627879 -0.3490322],[ 1.203313 -0.083556  0.406165]
3967,[13.8500268  3.2174214  2.5964043  0.3421452  0.793583  -0.8627801 -0.3490383],[ 1.203527 -0.083886  0.40616 ]
3968,[13.8377797  3.2174185  2.5964165  0.3420598  0.7935411 -0.862821  -0.349025 ],[ 1.204552 -0.085617  0.406198]
3969,[13.8347961  3.2174435  2.596426   0.3420479  0.7935108 -0.8627139 -0.3490337],[ 1.204758 -0.085951  0.406188]
3970,[13.8228104  3.2174428  2.596375   0.3421332  0.7935906 -0.862787  -0.3490462],[ 1.205786 -0.08769   0.406202]
3971,[13.8197691  3.2174275  2.5964544  0.3421166  0.7935949 -0.8627873 -0.3489883],[ 1.205992 -0.088025  0.40618 ]
3972,[13.8078739  3.2174152  2.5965052  0.3420923  0.7936119 -0.86281   -0.349017 ],[ 1.206939 -0.089812  0.406366]
3973,[13.7928421  3.2174304  2.5964501  0.3421373  0.7935559 -0.8627997 -0.3490901],[ 1.208064 -0.091876  0.406347]
3974,[13.7898957  3.2174211  2.5963647  0.3421511  0.7936235 -0.8627313 -0.3489985],[ 1.208273 -0.092202  0.406338]
3975,[13.7774469  3.2174032  2.5964515  0.3421241  0.7935701 -0.8627856 -0.3490165],[ 1.209029 -0.093669  0.406343]
3976,[13.7742164  3.2174323  2.5964386  0.3421345  0.7935461 -0.8627836 -0.3490559],[ 1.20941  -0.094428  0.406399]
3977,[13.7618291  3.2174314  2.5964112  0.3421542  0.7935874 -0.8627265 -0.3490294],[ 1.210329 -0.096268  0.40641 ]
3978,[13.7588417  3.2174326  2.5964346  0.3421226  0.7936064 -0.8627741 -0.349026 ],[ 1.210493 -0.096643  0.406437]
3979,[13.7472121  3.2174965  2.5964422  0.3421242  0.7935286 -0.8627707 -0.3490309],[ 1.211355 -0.098441  0.406495]
3980,[13.7442161  3.2173906  2.5963919  0.3421362  0.7935489 -0.8627755 -0.349026 ],[ 1.211542 -0.098736  0.406456]
3981,[13.7327616  3.2173992  2.5964293  0.34208    0.7935547 -0.8627689 -0.3490615],[ 1.212322 -0.100507  0.40654 ]
3982,[13.7299721  3.2174309  2.5963669  0.3420657  0.7936097 -0.862788  -0.3490782],[ 1.212469 -0.10083   0.406529]
3983,[13.7182285  3.2174433  2.5964467  0.342109   0.7935691 -0.8627578 -0.3490406],[ 1.213268 -0.102645  0.406627]
3984,[13.7151944  3.2174547  2.5964365  0.3421216  0.7935734 -0.8627079 -0.3490395],[ 1.213423 -0.103002  0.406605]
3985,[13.703027   3.2174376  2.5964517  0.3420692  0.7935793 -0.8627422 -0.3490318],[ 1.214203 -0.104812  0.406602]
3986,[13.7000663  3.2174092  2.5964405  0.3420859  0.793588  -0.8627761 -0.3489849],[ 1.214354 -0.105181  0.406605]
3987,[13.6877753  3.2174299  2.5964165  0.3421079  0.7935687 -0.8627658 -0.3490467],[ 1.21514  -0.107128  0.406675]
3988,[13.6846792  3.2174054  2.5963936  0.3421518  0.7935828 -0.8627792 -0.3490236],[ 1.215293 -0.107513  0.406671]
3989,[13.6724822  3.2174323  2.596478   0.3421601  0.7935295 -0.862775  -0.3490705],[ 1.215993 -0.109436  0.406771]
3990,[13.6695473  3.217444   2.596447   0.3421357  0.7935902 -0.8628209 -0.3490002],[ 1.216138 -0.109784  0.406769]
3991,[13.6576445  3.2174428  2.5964212  0.342092   0.7935931 -0.8627485 -0.3490034],[ 1.216864 -0.111656  0.406784]
3992,[13.6545917  3.2174171  2.5964086  0.3421153  0.7936066 -0.8627906 -0.3490358],[ 1.216999 -0.112005  0.406744]
3993,[13.6428587  3.2174192  2.5964444  0.342104   0.7935758 -0.8628169 -0.3490697],[ 1.217526 -0.113517  0.406787]
3994,[13.6399795  3.2173768  2.596477   0.3421316  0.7936147 -0.8627778 -0.3490513],[ 1.217776 -0.114329  0.40688 ]
3995,[13.628431   3.2174371  2.5964017  0.342157   0.793587  -0.8627153 -0.349078 ],[ 1.218391 -0.116151  0.406888]
3996,[13.625426   3.217387   2.5964174  0.3421048  0.7935578 -0.8627878 -0.3490101],[ 1.218504 -0.116504  0.406885]
3997,[13.6134669  3.2175022  2.5964436  0.3421983  0.793592  -0.8627828 -0.3490047],[ 1.21913  -0.118378  0.406903]
3998,[13.5980904  3.2174225  2.5963921  0.3421711  0.7935652 -0.8627594 -0.3490598],[ 1.21984  -0.120749  0.40697 ]
3999,[13.5949847  3.2174686  2.5964517  0.342069   0.7935352 -0.862799  -0.3490095],[ 1.219942 -0.121172  0.407028]
4000,[13.58274    3.2174497  2.5964577  0.3420803  0.7935614 -0.8627616 -0.3490456],[ 1.220523 -0.123168  0.407044]
4001,[13.5796577  3.2174135  2.596421   0.3421225  0.7936339 -0.8627969 -0.3490547],[ 1.220628 -0.123551  0.407051]
4002,[13.5677411  3.2174383  2.5964801  0.3420678  0.7936068 -0.8627733 -0.3490618],[ 1.22112  -0.125461  0.407066]
4003,[13.5648271  3.2174442  2.5963929  0.342106   0.7935672 -0.8627487 -0.3490689],[ 1.221223 -0.125882  0.40713 ]
4004,[13.5532524  3.2174008  2.5964494  0.3421546  0.793565  -0.8628225 -0.3491036],[ 1.221694 -0.12775   0.407164]
4005,[13.5504529  3.2173906  2.5964408  0.3421568  0.7936    -0.8627291 -0.349041 ],[ 1.221785 -0.128141  0.407189]
4006,[13.5387298  3.2174175  2.5964332  0.3421522  0.7935719 -0.8627966 -0.3490497],[ 1.222234 -0.130005  0.407186]
4007,[13.5356261  3.2174073  2.5964641  0.3421064  0.7935853 -0.862755  -0.3490604],[ 1.222334 -0.130416  0.407195]
4008,[13.5234053  3.2174283  2.5963964  0.342152   0.793617  -0.8627811 -0.3490087],[ 1.222765 -0.132425  0.407254]
4009,[13.5203859  3.2174771  2.5964005  0.3421135  0.7935721 -0.8628167 -0.3490343],[ 1.22283  -0.132824  0.407291]
4010,[13.5084473  3.2174726  2.5963426  0.3421161  0.7935465 -0.8628288 -0.3490035],[ 1.223221 -0.134765  0.407319]
4011,[13.5055777  3.2174275  2.596427   0.3421593  0.793583  -0.8627383 -0.3490572],[ 1.223311 -0.135171  0.407314]
4012,[13.4937374  3.2174521  2.5964024  0.342134   0.7935651 -0.8627394 -0.3491027],[ 1.223683 -0.137108  0.407369]
4013,[13.4906856  3.2174168  2.5964258  0.3421129  0.7935424 -0.8627308 -0.3490446],[ 1.22375  -0.137466  0.407364]
4014,[13.4785931  3.2174202  2.5964718  0.3421022  0.7936011 -0.862785  -0.3490083],[ 1.224098 -0.139477  0.407411]
4015,[13.4664814  3.2173761  2.5964522  0.3421367  0.793647  -0.8627774 -0.3490514],[ 1.224409 -0.141457  0.407444]
4016,[13.4635279  3.2173968  2.5964303  0.3421596  0.7935676 -0.8627929 -0.3490332],[ 1.224463 -0.141842  0.407453]
4017,[13.4604918  3.2173446  2.5964091  0.3421409  0.793612  -0.8627626 -0.3490071],[ 1.224521 -0.142237  0.40744 ]
4018,[13.4482977  3.2174819  2.5964503  0.3421295  0.7936098 -0.8628116 -0.3490508],[ 1.224828 -0.144216  0.407454]
4019,[13.4328992  3.2174538  2.5964351  0.3421323  0.7935978 -0.8627521 -0.3490661],[ 1.225126 -0.146646  0.407515]
4020,[13.4298498  3.2173858  2.5964305  0.3421199  0.7935647 -0.8627664 -0.3490037],[ 1.225174 -0.147054  0.407549]
4021,[13.4174864  3.2174659  2.5963664  0.3421112  0.7935938 -0.8627471 -0.3490657],[ 1.225375 -0.14906   0.407599]
4022,[13.4145152  3.21745    2.5964703  0.3420739  0.793538  -0.8627336 -0.3490973],[ 1.225435 -0.149472  0.407581]
4023,[13.4025542  3.2173677  2.596457   0.3420423  0.7935582 -0.8627671 -0.3490418],[ 1.225613 -0.151461  0.407651]
4024,[13.3994486  3.2173682  2.5964191  0.3421238  0.7935636 -0.862771  -0.3489948],[ 1.225637 -0.15185   0.40766 ]
4025,[13.3876874  3.2174028  2.5964258  0.3421028  0.7935698 -0.8627935 -0.3490068],[ 1.225793 -0.153778  0.407708]
4026,[13.3848426  3.2174106  2.5964527  0.3420843  0.7935613 -0.8627711 -0.349056 ],[ 1.225835 -0.15415   0.407682]
4027,[13.3728763  3.2174497  2.5964546  0.3421295  0.7935286 -0.8627919 -0.3490435],[ 1.225952 -0.156068  0.407738]
4028,[13.3697779  3.2174402  2.5963914  0.3421243  0.7935984 -0.8628203 -0.3490444],[ 1.225976 -0.156433  0.407698]
4029,[13.3574168  3.2173699  2.5964494  0.3421018  0.793591  -0.8627391 -0.3490511],[ 1.226097 -0.1585    0.407772]
4030,[13.354295   3.2174793  2.5964489  0.3421279  0.7936613 -0.8627236 -0.3490103],[ 1.226095 -0.158904  0.407766]
4031,[13.341653   3.2173856  2.5964272  0.3421663  0.79353   -0.8628058 -0.3490632],[ 1.226164 -0.160927  0.407797]
4032,[13.338545   3.2174085  2.5964594  0.3420986  0.7935967 -0.8627374 -0.3490185],[ 1.22616  -0.161362  0.407853]
4033,[13.3265111  3.217486   2.5964703  0.3421008  0.7935378 -0.8627795 -0.349024 ],[ 1.226211 -0.163332  0.407869]
4034,[13.323528   3.2173706  2.5963592  0.3421268  0.793644  -0.8627668 -0.3490658],[ 1.226211 -0.163332  0.407869]
4035,[13.3119733  3.2174037  2.596431   0.3421372  0.7936331 -0.8628048 -0.3490176],[ 1.226224 -0.16556   0.407895]
4036,[13.3092048  3.2173923  2.5964229  0.3420877  0.7935175 -0.8627463 -0.3490683],[ 1.226228 -0.165937  0.407905]
4037,[13.2974812  3.2174585  2.5964167  0.3420994  0.7935813 -0.8628194 -0.3490027],[ 1.226227 -0.167856  0.407937]
4038,[13.2943389  3.2174051  2.5964308  0.3421764  0.7935731 -0.8627628 -0.3490469],[ 1.226211 -0.168225  0.407956]
4039,[13.2820432  3.2174678  2.5964816  0.3420932  0.7935767 -0.8627582 -0.3490774],[ 1.226162 -0.170187  0.407983]
4040,[13.2789285  3.2174018  2.5964501  0.3421006  0.7935279 -0.8628053 -0.3490079],[ 1.226144 -0.170567  0.407986]
4041,[13.2667066  3.2173858  2.5964174  0.3421208  0.7935768 -0.8628369 -0.3490724],[ 1.226063 -0.172567  0.408018]
4042,[13.2636601  3.2174128  2.5964131  0.3421257  0.7935239 -0.8628103 -0.349011 ],[ 1.226027 -0.172959  0.408038]
4043,[13.2517578  3.2173925  2.596447   0.3421006  0.7935637 -0.8627496 -0.349053 ],[ 1.225932 -0.174907  0.408083]
4044,[13.2488319  3.2174295  2.5964477  0.3421303  0.7935906 -0.862745  -0.3490615],[ 1.225925 -0.175297  0.408099]
4045,[13.2367865  3.2173958  2.5964382  0.3421107  0.7934953 -0.8627868 -0.3489905],[ 1.225781 -0.17723   0.408132]
4046,[13.2336985  3.2174426  2.5963814  0.3421329  0.7935635 -0.8627686 -0.3490038],[ 1.22577  -0.1776    0.408108]
4047,[13.2214543  3.2174192  2.5964088  0.3421458  0.7935975 -0.862764  -0.3490655],[ 1.225606 -0.179579  0.408152]
4048,[13.2184731  3.2174011  2.5964672  0.3421248  0.7935557 -0.8627405 -0.3490289],[ 1.225558 -0.179949  0.408125]
4049,[13.206422   3.2174101  2.5964649  0.3421152  0.7935376 -0.8627758 -0.3490396],[ 1.225368 -0.181903  0.408183]
4050,[13.2033383  3.2174392  2.5964534  0.3421084  0.7935303 -0.8627961 -0.3490031],[ 1.225326 -0.182281  0.408205]
4051,[13.1911961  3.2173942  2.5963941  0.3420899  0.7935692 -0.8627915 -0.3490442],[ 1.225103 -0.184268  0.408211]
4052,[13.1881878  3.217419   2.5964229  0.3421235  0.7935672 -0.862762  -0.349062 ],[ 1.225054 -0.184652  0.408244]
4053,[13.1760904  3.2174407  2.5963683  0.3421128  0.7935332 -0.8627578 -0.3490042],[ 1.224804 -0.186597  0.40827 ]
4054,[13.1729886  3.2174197  2.5963821  0.3421027  0.7935592 -0.8627347 -0.3490208],[ 1.224742 -0.187005  0.408278]
4055,[13.1608707  3.2173822  2.596426   0.3420944  0.7935738 -0.8627589 -0.3490301],[ 1.224468 -0.188968  0.408314]
4056,[13.1578843  3.2174323  2.5964572  0.3420626  0.7936134 -0.8627829 -0.3490436],[ 1.224411 -0.189341  0.408315]
4057,[13.1459224  3.2174748  2.5964227  0.3421404  0.7935554 -0.8628573 -0.3490285],[ 1.224105 -0.191275  0.408327]
4058,[13.1429655  3.2174755  2.5964816  0.3420954  0.7935908 -0.8627857 -0.3490254],[ 1.224031 -0.191651  0.408361]
4059,[13.1342356  3.2173677  2.5963881  0.3421866  0.7935205 -0.8627873 -0.3490377],[ 1.223765 -0.193178  0.40839 ]
4060,[13.1312811  3.2174929  2.5964179  0.3420455  0.7935664 -0.8627494 -0.349058 ],[ 1.223699 -0.193531  0.408381]
4061,[13.1284263  3.2174481  2.596431   0.3421368  0.7935802 -0.8628114 -0.3490275],[ 1.223648 -0.1939    0.40837 ]
4062,[13.1164238  3.2174802  2.5963714  0.3421044  0.7935473 -0.8627364 -0.3490035],[ 1.223242 -0.195737  0.408223]
4063,[13.1133043  3.2174438  2.5963926  0.3420894  0.7935706 -0.8627545 -0.3490707],[ 1.22324  -0.196154  0.408408]
4064,[13.1010143  3.217474   2.5963972  0.3420874  0.7935864 -0.8627468 -0.349006 ],[ 1.222796 -0.198169  0.408459]
4065,[13.0978748  3.2174433  2.5964365  0.3421073  0.7935785 -0.8627543 -0.3490516],[ 1.222713 -0.198546  0.408483]
4066,[13.085664   3.2174864  2.5964095  0.3421052  0.7935406 -0.8627683 -0.3490271],[ 1.222278 -0.200483  0.408493]
4067,[13.0826985  3.217413   2.5963802  0.3421766  0.7935795 -0.8628251 -0.3490184],[ 1.222196 -0.200884  0.408519]
4068,[13.0708553  3.2174519  2.596483   0.3421082  0.7935403 -0.8627643 -0.3490191],[ 1.221757 -0.202771  0.408557]
4069,[13.0679199  3.2174068  2.5963654  0.342111   0.7935898 -0.8628141 -0.3490229],[ 1.221681 -0.203137  0.408539]
4070,[13.0561077  3.2174342  2.5964529  0.342118   0.7935711 -0.862801  -0.3490571],[ 1.221205 -0.205021  0.408556]
4071,[13.0532996  3.2174509  2.5964143  0.3421274  0.7935774 -0.8628112 -0.3490061],[ 1.221115 -0.205392  0.40857 ]
4072,[13.0413153  3.2173989  2.5964758  0.3421262  0.7936079 -0.8627669 -0.3490638],[ 1.220615 -0.207294  0.408585]
4073,[13.0380952  3.2173889  2.5964074  0.3421335  0.7935976 -0.8628062 -0.3490142],[ 1.220492 -0.207673  0.408613]
4074,[13.0257327  3.2174264  2.5964577  0.3420717  0.7935492 -0.8627566 -0.34909  ],[ 1.22005  -0.209219  0.408602]
4075,[13.0227134  3.2174516  2.596456   0.3421216  0.7935412 -0.8627422 -0.3490262],[ 1.219838 -0.210013  0.40861 ]
4076,[13.0105759  3.2174848  2.5963542  0.3421563  0.7936061 -0.8627396 -0.3490289],[ 1.219264 -0.211948  0.408671]
4077,[13.0074088  3.2173875  2.5963795  0.3421184  0.7935635 -0.8628141 -0.3489975],[ 1.219121 -0.212311  0.408675]
4078,[12.9953901  3.2174519  2.5964394  0.3421087  0.7935996 -0.8627311 -0.3490714],[ 1.218567 -0.214223  0.408685]
4079,[12.9924337  3.2174259  2.5964034  0.3420576  0.7935674 -0.8627726 -0.3490856],[ 1.218417 -0.214613  0.408713]
4080,[12.9802029  3.2173827  2.5964513  0.3420904  0.7935735 -0.8627739 -0.3490146],[ 1.217799 -0.216486  0.408718]
4081,[12.977122   3.2174287  2.5963654  0.3421194  0.7935713 -0.8627818 -0.3490762],[ 1.217644 -0.216864  0.408734]
4082,[12.9650547  3.2173913  2.5964022  0.342159   0.7935655 -0.8627622 -0.3490444],[ 1.217008 -0.218787  0.408747]
4083,[12.9622194  3.2174688  2.5964217  0.3421317  0.7935611 -0.8628338 -0.349012 ],[ 1.216876 -0.219142  0.408765]
4084,[12.9505174  3.2173966  2.5964243  0.3420998  0.7935939 -0.862784  -0.3490541],[ 1.2162   -0.220938  0.408783]
4085,[12.9474861  3.2174597  2.5964186  0.3421031  0.7935234 -0.8627471 -0.3490219],[ 1.216077 -0.221295  0.408791]
4086,[12.9357545  3.217377   2.5964038  0.3421646  0.7935499 -0.8627183 -0.3490385],[ 1.215364 -0.22316   0.408827]
4087,[12.9327595  3.2173732  2.5964479  0.3421056  0.7935898 -0.8628222 -0.3490305],[ 1.215235 -0.223523  0.408778]
4088,[12.9207088  3.2174178  2.5963974  0.3421096  0.7935729 -0.8627482 -0.3490137],[ 1.214487 -0.225378  0.408828]
4089,[12.9176361  3.2174032  2.5963905  0.342109   0.7935684 -0.8627971 -0.3490511],[ 1.214352 -0.225715  0.408803]
4090,[12.9084503  3.2174113  2.596411   0.3421307  0.793631  -0.8627629 -0.349063 ],[ 1.21373  -0.227246  0.408857]
4091,[12.905399   3.2173787  2.5964401  0.3420528  0.7935505 -0.8628079 -0.3489976],[ 1.213561 -0.2276    0.408823]
4092,[12.9023229  3.2173856  2.5963921  0.3421512  0.7936069 -0.8627927 -0.3490198],[ 1.213382 -0.228008  0.408852]
4093,[12.8903081  3.2173927  2.5964148  0.3421459  0.7935533 -0.8627868 -0.3490193],[ 1.212596 -0.229827  0.408878]
4094,[12.8874065  3.2174433  2.5963607  0.3421248  0.7935808 -0.8627361 -0.3490216],[ 1.212417 -0.2302    0.4089  ]
4095,[12.8786942  3.217455   2.5964615  0.342145   0.7936002 -0.8627689 -0.3490315],[ 1.211796 -0.231618  0.408907]
4096,[12.8757035  3.2174266  2.596432   0.3420522  0.7935509 -0.8628011 -0.3490265],[ 1.211618 -0.23196   0.4089  ]
4097,[12.8727581  3.2174612  2.5963714  0.3420873  0.7935975 -0.862777  -0.3490142],[ 1.211488 -0.232321  0.408892]
4098,[12.8608462  3.217367   2.5964317  0.3421467  0.793583  -0.8627593 -0.3490285],[ 1.210638 -0.234078  0.40889 ]
4099,[12.8577992  3.2174779  2.5964572  0.342052   0.7935647 -0.8627836 -0.3490028],[ 1.21047  -0.23448   0.408886]
4100,[12.8457023  3.2174979  2.5964432  0.3421141  0.7936233 -0.86278   -0.3490399],[ 1.209573 -0.236313  0.408917]
4101,[12.8426382  3.2174113  2.596431   0.3421434  0.7935986 -0.8627466 -0.349034 ],[ 1.209398 -0.236651  0.408934]
4102,[12.8308684  3.2174049  2.5964401  0.3421375  0.7935787 -0.8627629 -0.348997 ],[ 1.208515 -0.238408  0.408937]
4103,[12.8279631  3.2173553  2.5963983  0.3421269  0.7936063 -0.862835  -0.3490946],[ 1.208322 -0.238761  0.40893 ]
4104,[12.8162329  3.2174159  2.5963795  0.3421502  0.793596  -0.8627994 -0.3490072],[ 1.207423 -0.240477  0.408951]
4105,[12.8133475  3.2174192  2.5963964  0.3420936  0.7936029 -0.8627327 -0.3490476],[ 1.207233 -0.24082   0.408986]
4106,[12.8014399  3.2174407  2.5964892  0.342089   0.7936205 -0.862786  -0.3490246],[ 1.20636  -0.242564  0.409007]
4107,[12.7984206  3.2173858  2.5963595  0.3420964  0.7935642 -0.8627705 -0.3490365],[ 1.206167 -0.242921  0.408999]
4108,[12.7862374  3.217407   2.5964537  0.3420813  0.7935897 -0.8628378 -0.3490849],[ 1.205158 -0.244639  0.409012]
4109,[12.7832949  3.2173908  2.5964017  0.3420902  0.7935772 -0.8627527 -0.3490313],[ 1.204964 -0.245008  0.409015]
4110,[12.7711031  3.2174225  2.596411   0.3421062  0.7935625 -0.8627282 -0.3490088],[ 1.203944 -0.246779  0.409033]
4111,[12.7680332  3.2174433  2.5964553  0.342151   0.7935391 -0.8628129 -0.3489978],[ 1.203736 -0.2471    0.409043]
4112,[12.7561085  3.2174051  2.5964048  0.3421315  0.7935656 -0.8627763 -0.3490481],[ 1.20272  -0.24879   0.409045]
4113,[12.7531826  3.2174295  2.5964265  0.3420271  0.793553  -0.8627474 -0.3489802],[ 1.202503 -0.249135  0.409073]
4114,[12.7413189  3.2174306  2.5964742  0.342104   0.7935894 -0.8627994 -0.3490263],[ 1.201477 -0.250834  0.40908 ]
4115,[12.7382175  3.2174292  2.5964031  0.3421224  0.7935957 -0.8627224 -0.3490666],[ 1.201286 -0.251164  0.409075]
4116,[12.7261822  3.2174657  2.5963428  0.3420568  0.7936127 -0.8627389 -0.3489837],[ 1.200178 -0.252834  0.409101]
