id,joint_position,ball_loc
28,[-1.8153623  1.7075962  1.8289168  0.6349941  1.8434366 -0.0834979 -0.3152622],[ 0.692263 -0.542375  0.289425]
29,[-1.8153523  1.7075977  1.8289025  0.6349269  1.843444  -0.0834647 -0.3152022],[ 0.692286 -0.542395  0.289406]
30,[-1.8153713  1.7076257  1.8289112  0.6349699  1.8435075 -0.0834918 -0.3151954],[ 0.692284 -0.542396  0.289408]
31,[-1.8153637  1.707617   1.828948   0.6349952  1.8434685 -0.0834591 -0.3152241],[ 0.692286 -0.542401  0.289406]
32,[-1.8153771  1.7075675  1.8289146  0.6349162  1.843375  -0.083531  -0.3152735],[ 0.692285 -0.542399  0.289409]
33,[-1.815368   1.707613   1.8289729  0.6349437  1.8434216 -0.0835049 -0.315206 ],[ 0.692286 -0.542398  0.289407]
34,[-1.8153651  1.7076281  1.8289189  0.6349292  1.8434039 -0.0834971 -0.3152305],[ 0.69228  -0.542396  0.289408]
35,[-1.8153804  1.7075765  1.8289171  0.6349938  1.8434106 -0.0834908 -0.3152056],[ 0.692275 -0.542404  0.289412]
36,[-1.8153856  1.7076045  1.8288556  0.6349962  1.8433678 -0.0834656 -0.3152384],[ 0.692273 -0.542404  0.289414]
37,[-1.8153489  1.7076083  1.8289027  0.6349587  1.8433826 -0.0834625 -0.3152109],[ 0.692289 -0.542411  0.289415]
38,[-1.8153446  1.7075987  1.8289155  0.6349449  1.8433847 -0.0834801 -0.3152099],[ 0.692296 -0.542415  0.289414]
39,[-1.8153456  1.7075933  1.8288946  0.6349416  1.8433557 -0.0834567 -0.3151852],[ 0.692296 -0.542422  0.289409]
40,[-1.8153566  1.7075821  1.8288969  0.6349185  1.8433585 -0.0834379 -0.3152498],[ 0.692295 -0.542431  0.289417]
41,[-1.8152731  1.7071402  1.8288374  0.6343549  1.8404516  0.1498795 -0.3122261],[ 0.70651  -0.564481  0.268086]
42,[-1.8152755  1.7070845  1.8288819  0.6344245  1.8404677  0.1499651 -0.3122434],[ 0.706513 -0.564484  0.268085]
43,[-1.8153027  1.7071251  1.8288871  0.6343679  1.8404597  0.1499894 -0.3122449],[ 0.706515 -0.56448   0.268086]
44,[-1.8152569  1.7071345  1.8288811  0.6343471  1.8404771  0.1499619 -0.3122296],[ 0.706519 -0.564483  0.268081]
45,[-1.8152183  1.7071313  1.82889    0.634426   1.8404955  0.1500231 -0.3122369],[ 0.706517 -0.564477  0.268086]
46,[-1.8152869  1.7071218  1.8288722  0.6343967  1.8405125  0.1498939 -0.3122255],[ 0.706514 -0.564474  0.268081]
47,[-1.8152764  1.7070788  1.8288871  0.6343629  1.8404679  0.1499429 -0.3122349],[ 0.706514 -0.564474  0.268083]
48,[-1.8152412  1.7071048  1.8288389  0.6343706  1.8405021  0.1499768 -0.3122445],[ 0.706512 -0.564481  0.268088]
49,[-1.8152359  1.7071441  1.8288636  0.6343659  1.8405004  0.14996   -0.3122881],[ 0.706509 -0.564484  0.268089]
50,[-1.8152393  1.7071298  1.8288926  0.6343969  1.840535   0.149946  -0.3122475],[ 0.706502 -0.564479  0.268087]
51,[-1.8152717  1.7071285  1.8287967  0.6343379  1.8405215  0.1499778 -0.3122976],[ 0.706503 -0.564481  0.268087]
52,[-1.8152602  1.7071196  1.82883    0.6343931  1.8404971  0.1499639 -0.3122303],[ 0.706506 -0.564479  0.268083]
53,[-1.815285   1.70707    1.8289051  0.6343787  1.8404654  0.1499368 -0.3122529],[ 0.706507 -0.56448   0.268082]
54,[-1.815234   1.7071413  1.8288654  0.6343368  1.8404874  0.1499986 -0.3122421],[ 0.706515 -0.564486  0.268082]
55,[-1.8153079  1.7071269  1.8288558  0.6344153  1.8404889  0.1499593 -0.3121945],[ 0.706519 -0.564486  0.268079]
56,[-1.8152168  1.7071159  1.8289012  0.6343477  1.8404869  0.1500044 -0.3122354],[ 0.706517 -0.564483  0.268081]
57,[-1.8152478  1.7070688  1.8289168  0.6343408  1.8404849  0.149985  -0.3122047],[ 0.706516 -0.564478  0.268078]
58,[-1.8152764  1.7071204  1.8288945  0.6344104  1.8404747  0.1499464 -0.3122694],[ 0.706517 -0.564475  0.268078]
59,[-1.8152707  1.7071439  1.828845   0.6343865  1.840461   0.1499657 -0.3121961],[ 0.706512 -0.564471  0.268085]
60,[-1.8152364  1.7071378  1.8288844  0.634403   1.8405185  0.1500147 -0.3122163],[ 0.706511 -0.564475  0.268088]
61,[-1.8152612  1.7071065  1.8288386  0.6344478  1.8405007  0.1499651 -0.3122434],[ 0.706511 -0.564479  0.268087]
62,[-1.8152331  1.7070993  1.8288752  0.634331   1.8404686  0.1499682 -0.3122448],[ 0.70651  -0.564479  0.268078]
63,[-1.8152631  1.7071221  1.8289144  0.6343776  1.8404613  0.1499703 -0.3122415],[ 0.70651  -0.564482  0.268081]
64,[-1.815296   1.7070986  1.8288226  0.6343052  1.8404932  0.1499757 -0.3122442],[ 0.706505 -0.564473  0.268085]
65,[-1.8152974  1.7071089  1.8289305  0.6343639  1.8404832  0.1500092 -0.3122042],[ 0.706502 -0.564478  0.268085]
66,[-1.8153098  1.7071066  1.8289391  0.6343811  1.8404869  0.1499822 -0.3122291],[ 0.706509 -0.564477  0.268077]
67,[-1.8152278  1.706954   1.828932   0.6341329  1.8399541  0.587474  -0.3121249],[ 0.747018 -0.604701  0.243141]
68,[-1.8152126  1.7069538  1.8288854  0.6341377  1.8399477  0.5874809 -0.3121121],[ 0.747024 -0.604695  0.243148]
69,[-1.8152483  1.7069705  1.8288593  0.6340991  1.8399611  0.5874661 -0.3120748],[ 0.747028 -0.604699  0.243146]
70,[-1.8152245  1.7069337  1.8289207  0.6341373  1.8400114  0.5874457 -0.3120055],[ 0.747036 -0.604704  0.243147]
71,[-1.815265   1.706991   1.8288586  0.634122   1.8399564  0.587448  -0.3120943],[ 0.747039 -0.604703  0.243128]
72,[-1.8153027  1.7070017  1.8289129  0.6340846  1.8399801  0.5874056 -0.3120852],[ 0.747037 -0.604699  0.243125]
73,[-1.8152779  1.7070032  1.8289021  0.6341063  1.8399671  0.5874763 -0.3121384],[ 0.747037 -0.6047    0.243134]
74,[-1.8152846  1.7070041  1.8288941  0.6341319  1.8400264  0.5874439 -0.3120661],[ 0.747037 -0.604697  0.243136]
75,[-1.8152602  1.7069359  1.8288622  0.6341457  1.8399822  0.5874498 -0.3120982],[ 0.747027 -0.604699  0.243147]
76,[-1.8152064  1.7070017  1.8289262  0.6341538  1.8399649  0.587481  -0.3120742],[ 0.747017 -0.604699  0.243145]
77,[-1.8152526  1.7069557  1.8288876  0.6341578  1.8400066  0.5874531 -0.3120829],[ 0.74702  -0.604696  0.243146]
78,[-1.8152617  1.7070171  1.8289555  0.6340796  1.8400067  0.5874993 -0.3120824],[ 0.747015 -0.604697  0.243135]
79,[-1.8152078  1.7069666  1.8289549  0.6341066  1.8399692  0.5875158 -0.3121027],[ 0.74702  -0.604704  0.243142]
80,[-1.8152126  1.7069712  1.828878   0.6341078  1.8399534  0.5874541 -0.3120745],[ 0.747027 -0.604704  0.243146]
81,[-1.8152531  1.7069968  1.8288584  0.634097   1.8400103  0.5874308 -0.3120895],[ 0.747032 -0.604706  0.243149]
82,[-1.8152898  1.7070074  1.828961   0.6340891  1.839951   0.5874604 -0.3120563],[ 0.747034 -0.604707  0.243142]
83,[-1.8153012  1.7069056  1.8289058  0.6341749  1.839933   0.5874836 -0.3121285],[ 0.747033 -0.604704  0.24313 ]
84,[-1.8152817  1.7069279  1.8288711  0.6340979  1.8399436  0.5874482 -0.3121229],[ 0.747034 -0.604695  0.24314 ]
85,[-1.8152235  1.7069581  1.8288831  0.634084   1.8400021  0.5874875 -0.3120805],[ 0.747039 -0.604698  0.243133]
86,[-1.8151997  1.7069805  1.8289099  0.6341529  1.8400178  0.5874286 -0.3121338],[ 0.747038 -0.604698  0.243136]
87,[-1.8152402  1.7070222  1.8289152  0.6340774  1.8399886  0.5874655 -0.3120666],[ 0.747036 -0.604704  0.243145]
88,[-1.8152378  1.7069387  1.828899   0.6341274  1.8399991  0.5874512 -0.3120649],[ 0.747035 -0.604702  0.243144]
89,[-1.815297   1.7068855  1.8289025  0.6341175  1.8399693  0.5874346 -0.3121034],[ 0.74702  -0.604697  0.243143]
90,[-1.8152755  1.706956   1.8289398  0.6341828  1.8399487  0.5875028 -0.3120922],[ 0.747014 -0.604702  0.243148]
91,[-1.815266   1.7069932  1.8288792  0.634126   1.8399767  0.5874835 -0.3120799],[ 0.747013 -0.6047    0.243153]
92,[-1.815265   1.7069829  1.8288871  0.6341205  1.8400089  0.5874472 -0.3120662],[ 0.747018 -0.604705  0.243137]
93,[-1.8152569  1.706942   1.8288839  0.6340994  1.8399489  0.5874742 -0.3120941],[ 0.747018 -0.604692  0.243139]
94,[-1.8153165  1.7069459  1.8289285  0.6341276  1.8400005  0.5874803 -0.3120823],[ 0.747023 -0.604697  0.243133]
95,[-1.8152207  1.7069774  1.8288735  0.6341222  1.8400062  0.5874603 -0.3120705],[ 0.747034 -0.604701  0.243132]
96,[-1.815235   1.7069091  1.8289322  0.6339697  1.8408277 -0.0348364 -0.312016 ],[ 0.694914 -0.547257  0.284253]
97,[-1.8152159  1.7068281  1.8289011  0.6339316  1.8408914 -0.0348377 -0.3120587],[ 0.694913 -0.547256  0.284251]
98,[-1.8152574  1.7069247  1.8289092  0.6339852  1.8408571 -0.0349094 -0.3120129],[ 0.694914 -0.547257  0.284253]
99,[-1.815286   1.7069011  1.828954   0.6340072  1.8408366 -0.034892  -0.3120995],[ 0.694915 -0.547252  0.284246]
100,[-1.8152068  1.7069302  1.8289466  0.6340258  1.8408459 -0.0348565 -0.3120302],[ 0.694914 -0.547251  0.28425 ]
101,[-1.8152531  1.7069381  1.8289987  0.6339638  1.8408448 -0.0348184 -0.3120067],[ 0.694912 -0.547252  0.284255]
102,[-1.8151949  1.7069335  1.8289232  0.6339772  1.8409309 -0.0348411 -0.3120301],[ 0.694914 -0.547252  0.284253]
103,[-1.8152102  1.7068216  1.8289447  0.6339976  1.8408663 -0.034905  -0.3120475],[ 0.694911 -0.547259  0.284253]
104,[-1.8151811  1.7068373  1.8289651  0.6339774  1.8408855 -0.0348677 -0.3120515],[ 0.694912 -0.54725   0.284249]
105,[-1.8152373  1.7068937  1.8289551  0.6339899  1.8408719 -0.0348328 -0.3120403],[ 0.69491  -0.547252  0.284247]
106,[-1.8152259  1.7068934  1.8289317  0.6340013  1.8409142 -0.0348498 -0.3120321],[ 0.694911 -0.547251  0.284246]
107,[-1.8152593  1.706951   1.8289375  0.6340052  1.8408492 -0.0348896 -0.3120562],[ 0.694915 -0.547258  0.284252]
108,[-1.8152164  1.7069201  1.8288842  0.6339902  1.8408784 -0.0348896 -0.3119969],[ 0.694918 -0.547256  0.284249]
109,[-1.8152126  1.7068423  1.8288999  0.6339843  1.8408829 -0.0348589 -0.3120751],[ 0.694915 -0.547256  0.28425 ]
110,[-1.8152555  1.7068821  1.8289033  0.6339855  1.8409075 -0.034869  -0.3120078],[ 0.694913 -0.547253  0.284251]
111,[-1.8152102  1.7068734  1.8289462  0.6340014  1.8408985 -0.0348538 -0.3120721],[ 0.694914 -0.547251  0.28425 ]
112,[-1.8152311  1.7068487  1.8289461  0.6340264  1.8408681 -0.0348322 -0.312062 ],[ 0.694913 -0.547251  0.284249]
113,[-1.8152812  1.7069403  1.8289436  0.6339833  1.8408667 -0.0349099 -0.3119875],[ 0.69491  -0.54725   0.284249]
114,[-1.8152412  1.7068795  1.8289673  0.6339885  1.840891  -0.034829  -0.3119987],[ 0.694914 -0.547256  0.284253]
115,[-1.8152497  1.7068729  1.828894   0.6339706  1.8408583 -0.0349115 -0.3119902],[ 0.694914 -0.547255  0.284252]
116,[-1.8152335  1.7068745  1.8288891  0.6339242  1.8408542 -0.034806  -0.3120301],[ 0.694911 -0.547255  0.28425 ]
117,[-1.8151773  1.7068249  1.8289407  0.633999   1.8407927 -0.0349452 -0.3119931],[ 0.694912 -0.547253  0.28425 ]
118,[-1.8152164  1.7068617  1.8289535  0.6340067  1.8408844 -0.0347711 -0.3120207],[ 0.694913 -0.547252  0.28425 ]
119,[-1.8152159  1.7068435  1.8289568  0.6340038  1.8408726 -0.0348506 -0.3120393],[ 0.694911 -0.547253  0.284246]
120,[-1.8152822  1.7068554  1.8289343  0.6339511  1.8408355 -0.0348534 -0.3120198],[ 0.694915 -0.547251  0.284246]
121,[-1.8152655  1.7068707  1.8289586  0.6339446  1.8408604 -0.034826  -0.3120188],[ 0.694916 -0.547252  0.284248]
122,[-1.8152249  1.7069323  1.828882   0.633987   1.8408618 -0.0348088 -0.3119808],[ 0.694916 -0.547255  0.284254]
123,[-1.8152955  1.7069098  1.8289287  0.6339826  1.8408846 -0.0348358 -0.3119605],[ 0.694917 -0.547253  0.28425 ]
124,[-1.8152621  1.7068579  1.8289607  0.6339819  1.8408561 -0.0348321 -0.3120196],[ 0.69492  -0.547247  0.284247]
125,[-1.8152512  1.7069108  1.8288821  0.6339733  1.8409083 -0.0348987 -0.3120219],[ 0.694915 -0.547253  0.284248]
126,[-1.8151954  1.7069203  1.8289047  0.6339961  1.8408604 -0.0348465 -0.3120092],[ 0.694912 -0.547256  0.284252]
127,[-1.8152183  1.7068433  1.8288746  0.6339964  1.8408959 -0.0348909 -0.3120358],[ 0.694913 -0.547251  0.28425 ]
128,[-1.8151997  1.7069051  1.8288873  0.6339492  1.8409189 -0.0348662 -0.3120424],[ 0.694916 -0.547251  0.284246]
129,[-1.8152574  1.70691    1.8290031  0.6340347  1.8408793 -0.0348148 -0.3120379],[ 0.694916 -0.54725   0.284253]
130,[-1.8152402  1.7068882  1.8289175  0.6339724  1.8408731 -0.0348497 -0.3120299],[ 0.694914 -0.547252  0.284255]
131,[-1.8152121  1.7068255  1.8288751  0.6342368  1.8424672 -0.6476686 -0.3120447],[ 0.685602 -0.498284  0.355628]
132,[-1.8152121  1.7069179  1.8288429  0.6341864  1.8425187 -0.6476472 -0.3120195],[ 0.685592 -0.498272  0.355643]
133,[-1.8152354  1.7069528  1.8288819  0.6342388  1.8425202 -0.6476477 -0.3120296],[ 0.685603 -0.498283  0.355631]
134,[-1.8151801  1.7069156  1.8289124  0.6342426  1.8425353 -0.6477046 -0.3119466],[ 0.685597 -0.498284  0.355636]
135,[-1.8152192  1.7068721  1.8288938  0.6342231  1.8425088 -0.6476308 -0.3120107],[ 0.685596 -0.498283  0.355632]
136,[-1.8152474  1.7068917  1.8289138  0.6342271  1.8425114 -0.6476673 -0.3120085],[ 0.685595 -0.498285  0.355629]
137,[-1.8152183  1.7069168  1.8289816  0.6342646  1.8424681 -0.6476463 -0.3119935],[ 0.685587 -0.498267  0.355643]
138,[-1.815213   1.7068493  1.8288672  0.6342004  1.8425187 -0.6476352 -0.3120029],[ 0.685596 -0.498277  0.355628]
139,[-1.8152598  1.7068913  1.8288394  0.6342469  1.8425593 -0.6476383 -0.3120289],[ 0.685586 -0.498267  0.355649]
140,[-1.8152674  1.7068899  1.8288879  0.6342375  1.8425319 -0.6476383 -0.3120144],[ 0.685597 -0.498287  0.355632]
141,[-1.8151758  1.7068558  1.82888    0.6342066  1.8425567 -0.6476533 -0.3120182],[ 0.685598 -0.498286  0.355633]
142,[-1.8152459  1.706918   1.8289063  0.6342276  1.8424858 -0.6476591 -0.3120092],[ 0.685597 -0.498285  0.355632]
143,[-1.815244   1.7069163  1.8288726  0.6342003  1.8425198 -0.6476589 -0.3119636],[ 0.685589 -0.49827   0.355649]
144,[-1.8152583  1.7069087  1.8288913  0.6341974  1.8425282 -0.6476382 -0.3120387],[ 0.685597 -0.498279  0.355632]
145,[-1.8152173  1.7068706  1.8289256  0.6342463  1.8425106 -0.647672  -0.3120212],[ 0.685592 -0.498269  0.355647]
146,[-1.8152345  1.7068598  1.8288596  0.63424    1.8425381 -0.6476653 -0.3120254],[ 0.685604 -0.498279  0.355632]
147,[-1.8152531  1.7069005  1.8288677  0.6341984  1.8425286 -0.6476284 -0.3120448],[ 0.685603 -0.498281  0.355634]
148,[-1.8152264  1.706875   1.8288978  0.6342301  1.8425453 -0.6476273 -0.3120086],[ 0.6856   -0.498276  0.355646]
149,[-1.8152517  1.7068654  1.8288983  0.6342436  1.8425    -0.6476765 -0.3119962],[ 0.685601 -0.498274  0.355649]
150,[-1.8152188  1.7069056  1.8288776  0.6342071  1.8425293 -0.6476271 -0.3119947],[ 0.685604 -0.498282  0.355636]
151,[-1.8152407  1.7068481  1.8288842  0.6342378  1.8424842 -0.6476457 -0.3119992],[ 0.685594 -0.498269  0.355653]
152,[-1.8151754  1.7068697  1.8289368  0.634233   1.8424983 -0.6476619 -0.3120124],[ 0.685594 -0.498269  0.355643]
153,[-1.8152569  1.7069147  1.8289168  0.6342678  1.8425666 -0.6476675 -0.3120078],[ 0.685601 -0.498277  0.355629]
154,[-1.8152784  1.7068806  1.8289059  0.6342189  1.8425399 -0.6476104 -0.3119983],[ 0.685602 -0.498282  0.355635]
155,[-1.8152826  1.7068849  1.8289027  0.6342127  1.8425061 -0.6476466 -0.3120897],[ 0.685594 -0.498274  0.355647]
156,[-1.8152669  1.7068566  1.8289003  0.6342154  1.8425177 -0.6477084 -0.3119755],[ 0.685605 -0.498288  0.355632]
157,[-1.8152302  1.7069315  1.8288752  0.6342158  1.8424883 -0.6476785 -0.3119788],[ 0.685601 -0.498283  0.355634]
158,[-1.8152517  1.7068619  1.828948   0.6342023  1.8425128 -0.6476995 -0.311985 ],[ 0.685593 -0.498275  0.355637]
159,[-1.8152831  1.7068856  1.8289154  0.6342577  1.8425547 -0.6476737 -0.311978 ],[ 0.685585 -0.498264  0.355652]
160,[-1.8152617  1.7069337  1.8289087  0.6341767  1.8425239 -0.6476502 -0.3119464],[ 0.685598 -0.498271  0.355632]
161,[-1.815245   1.7069132  1.8288445  0.6342156  1.8425561 -0.6476656 -0.3119987],[ 0.685597 -0.498274  0.355634]
162,[-1.8152393  1.7068968  1.8289083  0.6342045  1.8425379 -0.6476474 -0.3120615],[ 0.685599 -0.498277  0.355632]
163,[-1.8152154  1.7069126  1.828902   0.6342288  1.8426086 -0.6476573 -0.3120287],[ 0.685602 -0.498288  0.355628]
164,[-1.8152216  1.706918   1.8288646  0.6342528  1.842536  -0.64767   -0.311975 ],[ 0.685596 -0.498276  0.355643]
165,[-1.815224   1.7047936  1.8288169  0.6350214  1.8438063 -1.2557198 -0.311962 ],[ 0.720576 -0.47587   0.429767]
166,[-1.8152631  1.7047143  1.8287867  0.6351002  1.8438518 -1.2558001 -0.3120387],[ 0.720574 -0.475874  0.429753]
167,[-1.815204   1.7047721  1.8287822  0.6349837  1.8438325 -1.2558029 -0.3119875],[ 0.720576 -0.47587   0.429754]
168,[-1.8152726  1.704757   1.8287692  0.6350614  1.8438752 -1.2558153 -0.3119985],[ 0.720567 -0.475859  0.429761]
169,[-1.8152607  1.7047958  1.8287845  0.6350271  1.8438619 -1.2558061 -0.3119663],[ 0.720565 -0.475856  0.429763]
170,[-1.8151954  1.7048507  1.8287215  0.6350189  1.8438375 -1.2557902 -0.3119869],[ 0.720578 -0.475864  0.429759]
171,[-1.8152364  1.7048405  1.8287381  0.6350756  1.8438672 -1.2557852 -0.3120063],[ 0.720571 -0.475858  0.429762]
172,[-1.8152669  1.7047533  1.8288105  0.6350048  1.8438307 -1.2558117 -0.3120467],[ 0.720591 -0.475881  0.429746]
173,[-1.8152474  1.7047093  1.8287288  0.6350724  1.8438413 -1.2558148 -0.3119894],[ 0.720575 -0.475864  0.429762]
174,[-1.8152536  1.7047452  1.8287652  0.6350108  1.8438148 -1.2558199 -0.3120234],[ 0.720569 -0.47586   0.429761]
175,[-1.8152669  1.7048054  1.828818   0.6349948  1.8437945 -1.2557588 -0.311994 ],[ 0.720576 -0.475861  0.42976 ]
176,[-1.8153093  1.7047044  1.8287704  0.6350531  1.8437827 -1.2557781 -0.312023 ],[ 0.720568 -0.475856  0.429761]
177,[-1.8151858  1.7047558  1.828764   0.6350681  1.8438209 -1.2557546 -0.311966 ],[ 0.720568 -0.475858  0.429754]
178,[-1.8152354  1.7047764  1.8287559  0.6349738  1.8438109 -1.2557616 -0.3120039],[ 0.720575 -0.475871  0.429756]
179,[-1.8152345  1.7047814  1.8288262  0.6350484  1.8438853 -1.2558036 -0.3119489],[ 0.720571 -0.475866  0.42976 ]
180,[-1.8152655  1.7047633  1.8288255  0.635021   1.8438002 -1.2558492 -0.3119998],[ 0.720571 -0.47587   0.429756]
181,[-1.8152712  1.7047313  1.8288428  0.634958   1.8438427 -1.2557684 -0.3119927],[ 0.720567 -0.475861  0.429763]
182,[-1.8152393  1.7047553  1.8287659  0.6350307  1.8438294 -1.25578   -0.3119839],[ 0.720568 -0.475858  0.42976 ]
183,[-1.8152745  1.7047262  1.8287982  0.6350306  1.8438101 -1.2557688 -0.3119605],[ 0.720574 -0.475858  0.429757]
184,[-1.8152626  1.704749   1.828804   0.6350344  1.8438174 -1.2558135 -0.311985 ],[ 0.720581 -0.475858  0.429764]
185,[-1.8152931  1.704793   1.828781   0.634979   1.8438432 -1.2557312 -0.3119307],[ 0.720577 -0.47586   0.429761]
186,[-1.8152583  1.7047273  1.8288143  0.6350299  1.8438298 -1.2557107 -0.3120179],[ 0.720576 -0.475859  0.429762]
187,[-1.8152311  1.7048349  1.8287951  0.6350582  1.8438258 -1.2557873 -0.3119844],[ 0.720577 -0.475868  0.429753]
188,[-1.8152197  1.7048212  1.8287354  0.6349961  1.843834  -1.2557839 -0.3119926],[ 0.720567 -0.475864  0.429755]
189,[-1.8152321  1.7047575  1.8287809  0.6349815  1.8438406 -1.2558234 -0.3119387],[ 0.720575 -0.475873  0.429755]
190,[-1.815204   1.7047833  1.8287935  0.634976   1.843798  -1.2557899 -0.3120843],[ 0.720571 -0.475866  0.42976 ]
191,[-1.815224   1.7047542  1.828794   0.6349609  1.8438632 -1.2557893 -0.3120287],[ 0.720569 -0.475863  0.429758]
192,[-1.815285   1.7048     1.8286973  0.6350664  1.843796  -1.2557526 -0.312017 ],[ 0.720567 -0.475851  0.42976 ]
193,[-1.8152884  1.7047281  1.8287698  0.6350312  1.8437769 -1.255816  -0.3119351],[ 0.720571 -0.475848  0.429766]
194,[-1.8152464  1.7047766  1.8287134  0.6350238  1.8438307 -1.2557732 -0.3119968],[ 0.720578 -0.475866  0.429748]
195,[-1.8152683  1.7048067  1.82877    0.6350402  1.8438401 -1.2558081 -0.3119903],[ 0.720568 -0.475856  0.429756]
196,[-1.8152483  1.7047859  1.8287364  0.6349949  1.84378   -1.2558155 -0.3119253],[ 0.720572 -0.47586   0.429759]
197,[-1.8152912  1.704769   1.8287704  0.6350285  1.8438493 -1.2557431 -0.3119575],[ 0.720573 -0.475862  0.429762]
198,[-1.8152641  1.7047812  1.8288064  0.6349985  1.8437996 -1.2557833 -0.3119907],[ 0.720573 -0.475865  0.429758]
199,[-1.8152183  1.7044803  1.8288524  0.6345243  1.8435086 -0.7359743 -0.3120482],[ 0.687922 -0.493488  0.365856]
200,[-1.8152459  1.7045383  1.8289244  0.634517   1.8435127 -0.735961  -0.3119553],[ 0.687922 -0.493487  0.365857]
201,[-1.8152059  1.704519   1.8288804  0.6345114  1.8435252 -0.735991  -0.3119892],[ 0.687921 -0.493491  0.365852]
202,[-1.8152145  1.7045169  1.8288822  0.6345106  1.8434751 -0.7359017 -0.3120371],[ 0.687928 -0.493486  0.365847]
203,[-1.8152517  1.7045175  1.8288743  0.6345152  1.8435247 -0.7359827 -0.3120154],[ 0.687927 -0.493486  0.365844]
204,[-1.8152412  1.7044932  1.8288876  0.6344628  1.8434955 -0.7359684 -0.3120371],[ 0.687932 -0.493489  0.365854]
205,[-1.8152645  1.7045059  1.8288395  0.6345366  1.8434713 -0.7359624 -0.3119864],[ 0.687932 -0.49349   0.365854]
206,[-1.8152574  1.7045195  1.8288857  0.6345297  1.8434821 -0.7359773 -0.3120097],[ 0.687927 -0.493484  0.365846]
