id,joint_position,ball_loc
765,[ 5.6919591  2.8147381  2.8393823  3.4338627  1.1896188  0.039667  -0.1618174],[ 0.807202 -0.190084  0.360309]
766,[ 5.6948755  2.8148132  2.8394145  3.4339206  1.1895845  0.0396975 -0.1618581],[ 0.807173 -0.190761  0.360249]
767,[ 5.7036855  2.8146899  2.8394118  3.4338901  1.1895772  0.0396443 -0.1618081],[ 0.807361 -0.193374  0.360318]
768,[ 5.7066676  2.8147283  2.839434   3.4339232  1.1895679  0.0396184 -0.1618405],[ 0.807535 -0.193901  0.360436]
769,[ 5.7097432  2.8147123  2.8394233  3.4339256  1.1895997  0.0396368 -0.1618526],[ 0.807496 -0.194681  0.360276]
770,[ 5.7189009  2.81476    2.839429   3.4339585  1.1896387  0.0396935 -0.1618359],[ 0.807867 -0.197179  0.360403]
771,[ 5.7219202  2.8147111  2.8395425  3.4339394  1.1896086  0.0396911 -0.1618241],[ 0.807838 -0.197974  0.360361]
772,[ 5.7250135  2.8147533  2.8394481  3.4339392  1.1896211  0.0397033 -0.1618136],[ 0.807985 -0.198587  0.36048 ]
773,[ 5.7341625  2.8148203  2.8394495  3.4339313  1.189574   0.0396898 -0.1618412],[ 0.808323 -0.201278  0.36035 ]
774,[ 5.7371833  2.8146778  2.8394617  3.4339373  1.1896107  0.0396589 -0.1618172],[ 0.80836  -0.201968  0.360422]
775,[ 5.7401669  2.8147808  2.8394221  3.4339094  1.1896019  0.0397103 -0.1618672],[ 0.80843  -0.202612  0.360471]
776,[ 5.7540915  2.8147674  2.8394238  3.4339852  1.1896027  0.0397044 -0.1618141],[ 0.808992 -0.206434  0.360553]
777,[ 5.7569086  2.8147309  2.8394328  3.4338994  1.1895887  0.0396366 -0.1618116],[ 0.809095 -0.207037  0.360568]
778,[ 5.7678635  2.8147855  2.8393789  3.4339389  1.1895934  0.0396981 -0.1618925],[ 0.809504 -0.209942  0.360513]
779,[ 5.7707503  2.8147607  2.8394505  3.434021   1.1895567  0.0396524 -0.1618505],[ 0.809652 -0.210493  0.360539]
780,[ 5.7831866  2.8147872  2.8394123  3.434005   1.1895801  0.0397049 -0.16184  ],[ 0.810151 -0.213871  0.360551]
781,[ 5.7863371  2.8147209  2.8394548  3.4340148  1.1895608  0.0397204 -0.1618324],[ 0.810335 -0.214511  0.360518]
782,[ 5.7993915  2.8147409  2.8394426  3.4340124  1.1895699  0.0396779 -0.1618456],[ 0.811033 -0.218004  0.360805]
783,[ 5.8026612  2.8148067  2.83945    3.4339838  1.1896678  0.0396682 -0.1618823],[ 0.811082 -0.21872   0.360714]
784,[ 5.8144581  2.8147505  2.8394765  3.4339502  1.1896556  0.0396544 -0.161927 ],[ 0.81179  -0.221961  0.360862]
785,[ 5.817383   2.8147667  2.8394562  3.4339084  1.1896107  0.0396669 -0.1618038],[ 0.811895 -0.222586  0.360818]
786,[ 5.8288457  2.8147562  2.8394781  3.433954   1.1895512  0.0397115 -0.1618242],[ 0.812593 -0.225671  0.360876]
787,[ 5.8318894  2.8147676  2.8394009  3.4339566  1.1895281  0.0396474 -0.1618577],[ 0.812711 -0.22632   0.360902]
788,[ 5.8435752  2.8147772  2.8394178  3.4339816  1.1896237  0.0397011 -0.1618893],[ 0.813435 -0.229421  0.361012]
789,[ 5.8464787  2.8147793  2.8394145  3.4340186  1.189564   0.0397168 -0.1618624],[ 0.81359  -0.230098  0.360944]
790,[ 5.8585222  2.814698   2.8395327  3.4339909  1.189577   0.0396733 -0.1618597],[ 0.814423 -0.233225  0.361092]
791,[ 5.8614876  2.8147843  2.8394395  3.4339673  1.1895665  0.0397047 -0.161806 ],[ 0.814529 -0.23391   0.361076]
792,[ 5.8736355  2.8147028  2.839445   3.4339993  1.1896179  0.0396765 -0.1618416],[ 0.815406 -0.237194  0.360998]
793,[ 5.8766815  2.8147428  2.8394188  3.4339807  1.1895678  0.0396688 -0.1618607],[ 0.815603 -0.237732  0.361122]
794,[ 5.8887317  2.8147433  2.839456   3.4338851  1.1896452  0.0396767 -0.1618207],[ 0.816473 -0.241014  0.361188]
795,[ 5.8917076  2.8147495  2.8394371  3.4340119  1.1895524  0.0397279 -0.1618417],[ 0.816693 -0.241578  0.3612  ]
796,[ 5.9038613  2.8147903  2.8394209  3.4339344  1.189592   0.039673  -0.1618587],[ 0.817633 -0.244765  0.361267]
797,[ 5.906841   2.814776   2.8394397  3.4339575  1.1895727  0.0396998 -0.1618126],[ 0.817798 -0.245444  0.361209]
798,[ 5.9186661  2.8147843  2.8394159  3.4339578  1.1896165  0.0396507 -0.1618357],[ 0.818846 -0.248566  0.361363]
799,[ 5.9215314  2.8147066  2.839398   3.4339456  1.1896065  0.039696  -0.1618225],[ 0.819103 -0.24903   0.361355]
800,[ 5.9330775  2.8147285  2.8394624  3.433994   1.1896492  0.0397488 -0.161787 ],[ 0.820016 -0.252155  0.361322]
801,[ 5.9359972  2.8147271  2.839476   3.4339847  1.1895923  0.0396146 -0.1618323],[ 0.820272 -0.252761  0.361387]
802,[ 5.9480965  2.8147552  2.8394247  3.43399    1.1895714  0.0396459 -0.1618011],[ 0.821361 -0.255828  0.36152 ]
803,[ 5.9511473  2.8147557  2.8393937  3.4339971  1.189563   0.039692  -0.1618196],[ 0.821563 -0.256437  0.361453]
804,[ 5.963722   2.8147493  2.8394483  3.4339602  1.1895531  0.0396372 -0.1617975],[ 0.822697 -0.259795  0.361543]
805,[ 5.9669001  2.814781   2.8394533  3.4340059  1.1895393  0.0396648 -0.1617818],[ 0.823013 -0.260314  0.361538]
806,[ 5.9793713  2.8147405  2.839445   3.4339831  1.1895952  0.0397096 -0.1618068],[ 0.824238 -0.263565  0.361606]
807,[ 5.9823096  2.8147548  2.8394557  3.4340355  1.1896036  0.0396526 -0.1618667],[ 0.824477 -0.264158  0.361649]
808,[ 5.9942662  2.8147538  2.8394347  3.43402    1.189571   0.0397252 -0.1618135],[ 0.825726 -0.267209  0.361735]
809,[ 5.9972484  2.8147064  2.8394483  3.4339931  1.1896055  0.0396826 -0.1617967],[ 0.825935 -0.267871  0.361694]
810,[ 6.0087344  2.8147619  2.8394271  3.4340443  1.1896036  0.0396899 -0.1618745],[ 0.82717  -0.270757  0.361789]
811,[ 6.0117047  2.8147867  2.8394443  3.4339401  1.189524   0.0397785 -0.1618294],[ 0.82745  -0.271343  0.361793]
812,[ 6.0236628  2.8148067  2.8394614  3.4340191  1.189585   0.0396857 -0.1618404],[ 0.828783 -0.274289  0.361872]
813,[ 6.0266187  2.8147269  2.839454   3.4339959  1.1895801  0.0397138 -0.1619087],[ 0.829002 -0.274934  0.361898]
814,[ 6.0390765  2.8147276  2.8393665  3.4339976  1.1895709  0.0396611 -0.161836 ],[ 0.830451 -0.277976  0.361999]
815,[ 6.0421912  2.8148032  2.8394393  3.4340706  1.1895609  0.0396386 -0.161802 ],[ 0.830742 -0.278607  0.362007]
816,[ 6.0544407  2.8147438  2.8394588  3.4339947  1.1895734  0.039662  -0.1618782],[ 0.832192 -0.281629  0.362073]
817,[ 6.0574467  2.8147629  2.8394648  3.4339823  1.1895608  0.0396686 -0.1618226],[ 0.832531 -0.282198  0.362069]
818,[ 6.0694773  2.8147431  2.8394586  3.4340284  1.1895794  0.0397145 -0.1618652],[ 0.833816 -0.2852    0.361973]
819,[ 6.0725243  2.8147607  2.8394977  3.4340274  1.1896396  0.0396772 -0.161871 ],[ 0.834215 -0.285744  0.36209 ]
820,[ 6.0815432  2.8147982  2.8394593  3.4339788  1.1895829  0.0396428 -0.1617922],[ 0.835448 -0.288056  0.362164]
821,[ 6.0846026  2.8147147  2.8394502  3.4340343  1.1896039  0.0396792 -0.1619003],[ 0.835724 -0.28867   0.362153]
822,[ 6.0876863  2.8147805  2.839414   3.4340136  1.1895789  0.0396608 -0.1618716],[ 0.835994 -0.289288  0.362186]
823,[ 6.0997588  2.8147626  2.8393906  3.4339738  1.1896098  0.0397004 -0.161839 ],[ 0.837589 -0.292177  0.362237]
824,[ 6.1028435  2.814735   2.8394216  3.4340107  1.1895548  0.0397013 -0.1617994],[ 0.837829 -0.292712  0.362188]
825,[ 6.1149518  2.8147777  2.8394633  3.4339299  1.1896064  0.0396591 -0.1619054],[ 0.839435 -0.295596  0.362221]
826,[ 6.1179731  2.8147219  2.8395141  3.4339833  1.1895728  0.03977   -0.1618316],[ 0.839814 -0.296191  0.362305]
827,[ 6.1298868  2.8147006  2.8394951  3.4339969  1.1896117  0.0396687 -0.1617983],[ 0.841446 -0.299025  0.362374]
828,[ 6.1329362  2.8148065  2.8394705  3.4339842  1.1896037  0.039695  -0.1618518],[ 0.841786 -0.299574  0.362399]
829,[ 6.1419537  2.8147488  2.8394247  3.4339993  1.1895937  0.0396623 -0.1618175],[ 0.84308  -0.301842  0.362426]
830,[ 6.1449635  2.8146875  2.8394533  3.4339654  1.1895559  0.0397036 -0.1618183],[ 0.843438 -0.30243   0.362439]
831,[ 6.1479537  2.8147464  2.8394297  3.4340295  1.189506   0.0396611 -0.1618036],[ 0.843834 -0.302913  0.362479]
832,[ 6.1571233  2.8147185  2.8394321  3.434035   1.1895966  0.0397041 -0.1617415],[ 0.845112 -0.305219  0.36255 ]
833,[ 6.1601097  2.8147126  2.8394591  3.4339635  1.1895857  0.0396189 -0.1618013],[ 0.845493 -0.305741  0.362547]
834,[ 6.1631019  2.8146706  2.8394531  3.434005   1.1895591  0.0397183 -0.1618506],[ 0.84575  -0.306258  0.362523]
835,[ 6.1747963  2.8147006  2.8394157  3.4340448  1.189579   0.0396519 -0.1618782],[ 0.847548 -0.308938  0.362672]
836,[ 6.1775734  2.8147283  2.8394111  3.4339988  1.1896163  0.0396802 -0.1618159],[ 0.847857 -0.309472  0.362691]
837,[ 6.1892602  2.8147431  2.8394538  3.4340186  1.1895784  0.0397112 -0.161844 ],[ 0.849598 -0.312084  0.362714]
838,[ 6.1923234  2.8147817  2.8395044  3.43399    1.1895907  0.0396657 -0.1618735],[ 0.849935 -0.312625  0.362756]
839,[ 6.2046673  2.8148184  2.839434   3.4340162  1.1896475  0.0396696 -0.1618731],[ 0.851772 -0.315337  0.362813]
840,[ 6.2077896  2.814812   2.8394335  3.4339814  1.1895867  0.0397008 -0.1618972],[ 0.852171 -0.315849  0.362859]
841,[ 6.2205283  2.8147347  2.8393854  3.434031   1.1895947  0.0396827 -0.1617998],[ 0.854146 -0.318709  0.362899]
842,[ 6.2236287  2.8146778  2.8395115  3.4340236  1.1896074  0.0396871 -0.1618248],[ 0.854522 -0.319273  0.362926]
843,[ 6.23296    2.8147283  2.8394133  3.4340744  1.1895333  0.0397249 -0.1618989],[ 0.856114 -0.321459  0.362965]
844,[ 6.2358615  2.8146999  2.839455   3.4340262  1.1896093  0.0396723 -0.1618219],[ 0.856462 -0.321954  0.362992]
845,[ 6.2389467  2.8147054  2.8394524  3.4339633  1.1895641  0.0397137 -0.1618644],[ 0.85689  -0.322469  0.362998]
846,[ 6.2506354  2.8147295  2.8394538  3.4340715  1.1895584  0.0396322 -0.161832 ],[ 0.858742 -0.325058  0.363082]
847,[ 6.2535531  2.8146866  2.8394614  3.4340539  1.1895805  0.0396905 -0.1618369],[ 0.859136 -0.32553   0.363101]
848,[ 6.2622964  2.8147459  2.8394812  3.4340701  1.1895718  0.0397482 -0.1618215],[ 0.860663 -0.327477  0.363194]
849,[ 6.2652819  2.8147479  2.8393849  3.4339323  1.18959    0.0396916 -0.1618249],[ 0.861091 -0.327939  0.363203]
850,[ 6.2682545  2.8147932  2.8394107  3.433995   1.1895064  0.0396462 -0.1618465],[ 0.861474 -0.328542  0.363168]
851,[ 6.2802432  2.8147941  2.8394278  3.434046   1.1896058  0.039665  -0.1618416],[ 0.863501 -0.331065  0.363232]
852,[ 6.2833437  2.8147767  2.83945    3.4339845  1.1895869  0.0396824 -0.1618201],[ 0.863862 -0.33158   0.363268]
853,[ 6.2954404  2.8147824  2.839399   3.433984   1.1895509  0.0396834 -0.1618695],[ 0.865947 -0.33414   0.363285]
854,[ 6.2984901  2.8147629  2.8394004  3.4340379  1.1896692  0.0396809 -0.1618572],[ 0.86634  -0.334674  0.36334 ]
855,[ 6.3074446  2.814756   2.8394755  3.4340427  1.1895339  0.0397266 -0.1617785],[ 0.868019 -0.336522  0.363525]
856,[ 6.3104172  2.8147402  2.8393782  3.4339919  1.1895439  0.0396924 -0.1618681],[ 0.868441 -0.337101  0.363481]
857,[ 6.3133642  2.8147655  2.8394612  3.4340446  1.1895587  0.0396723 -0.1618351],[ 0.868867 -0.337508  0.363529]
858,[ 6.3223034  2.8147381  2.839413   3.4340388  1.1895654  0.0396502 -0.1618411],[ 0.870603 -0.339602  0.363436]
859,[ 6.3253428  2.8147557  2.8394195  3.4340441  1.1896347  0.0397065 -0.1618523],[ 0.871022 -0.340028  0.363511]
860,[ 6.3283497  2.8147512  2.8394426  3.4340634  1.1895903  0.0397242 -0.1618737],[ 0.871427 -0.340536  0.363519]
861,[ 6.3402741  2.8147996  2.8394328  3.4340505  1.1895883  0.0396575 -0.1618363],[ 0.873633 -0.342972  0.363581]
862,[ 6.3433062  2.8147812  2.83944    3.4340336  1.1895206  0.0397104 -0.1618864],[ 0.874025 -0.343404  0.363614]
863,[ 6.3521627  2.8147471  2.8394962  3.4340486  1.1896107  0.0396572 -0.1618365],[ 0.875808 -0.345362  0.363629]
864,[ 6.3551687  2.8147417  2.8394283  3.4339957  1.1895943  0.0397234 -0.1618435],[ 0.876087 -0.345627  0.363909]
865,[ 6.3581071  2.8147331  2.8394743  3.4340334  1.1895596  0.0396319 -0.1617941],[ 0.876688 -0.346226  0.363695]
866,[ 6.3698149  2.8147107  2.8394233  3.4340532  1.1895729  0.0396421 -0.1618263],[ 0.878891 -0.348538  0.363736]
867,[ 6.3727655  2.8146925  2.8394645  3.4340877  1.1896224  0.0396445 -0.1618347],[ 0.879317 -0.349007  0.363744]
868,[ 6.3846612  2.8143688  2.8394478  3.4341621  1.1895218  0.0396929 -0.1617442],[ 0.881562 -0.351332  0.363886]
869,[ 6.3878429  2.8142903  2.8394424  3.4342017  1.1895385  0.039716  -0.1618499],[ 0.882068 -0.351807  0.363895]
870,[ 6.4001964  2.8141823  2.8394345  3.4340961  1.1895255  0.0396999 -0.1618247],[ 0.884512 -0.354121  0.364036]
871,[ 6.4032241  2.8142021  2.8394366  3.4341354  1.1895746  0.0396473 -0.1617703],[ 0.884984 -0.354567  0.364045]
872,[ 6.4125603  2.8142116  2.8394126  3.4341047  1.1895892  0.0396904 -0.1617991],[ 0.886929 -0.356426  0.3641  ]
873,[ 6.4154578  2.8142412  2.8394953  3.4341466  1.1895822  0.039683  -0.161823 ],[ 0.887403 -0.356828  0.364154]
874,[ 6.4185649  2.8141797  2.8393999  3.4341108  1.1895329  0.0396763 -0.1617568],[ 0.887851 -0.357351  0.36417 ]
875,[ 6.4302266  2.814188   2.8394111  3.4341392  1.1895566  0.039697  -0.1618214],[ 0.890132 -0.359488  0.364258]
876,[ 6.4330283  2.8142031  2.8394643  3.4340801  1.1895673  0.0396365 -0.1619008],[ 0.890631 -0.359927  0.364249]
877,[ 6.4448581  2.8142093  2.8394498  3.4341371  1.1895586  0.0396334 -0.1617788],[ 0.892956 -0.361997  0.364341]
878,[ 6.447903   2.8142262  2.8394307  3.4341674  1.1895966  0.0396443 -0.1618497],[ 0.893433 -0.362451  0.364349]
879,[ 6.460143   2.8141759  2.839455   3.4341132  1.1895995  0.0396977 -0.161812 ],[ 0.895947 -0.364581  0.364397]
880,[ 6.4632848  2.81421    2.8394107  3.4341409  1.1895853  0.0396301 -0.1618718],[ 0.896408 -0.365031  0.364449]
881,[ 6.4755426  2.8142574  2.839455   3.4341662  1.1895748  0.0396431 -0.1618388],[ 0.899013 -0.367229  0.364679]
882,[ 6.4785424  2.8142088  2.8394455  3.4341676  1.1895686  0.039689  -0.1618464],[ 0.899459 -0.367604  0.364494]
883,[ 6.4903593  2.8141246  2.8394211  3.4341767  1.1895389  0.0396342 -0.1618294],[ 0.902003 -0.369713  0.36477 ]
884,[ 6.5047548  2.8141675  2.8394436  3.4341407  1.1895591  0.0397128 -0.161857 ],[ 0.904889 -0.371921  0.364956]
885,[ 6.5076679  2.8142076  2.8394264  3.4341452  1.1895476  0.039716  -0.161871 ],[ 0.905324 -0.372473  0.364907]
886,[ 6.5195459  2.8141702  2.839471   3.4341254  1.1895764  0.0397504 -0.161834 ],[ 0.907849 -0.374372  0.364937]
887,[ 6.5226134  2.8141966  2.8394469  3.4341643  1.1895758  0.0396898 -0.1618321],[ 0.908347 -0.374859  0.36494 ]
888,[ 6.5318654  2.8142312  2.8394912  3.4340925  1.1895616  0.039661  -0.1617819],[ 0.910482 -0.376261  0.365163]
889,[ 6.5349588  2.814272   2.8394235  3.4341604  1.1895565  0.0396772 -0.1618558],[ 0.911028 -0.376827  0.365043]
890,[ 6.5379825  2.8142193  2.8394672  3.4341199  1.1895724  0.0396819 -0.1617936],[ 0.911561 -0.37728   0.36505 ]
891,[ 6.5500815  2.8141213  2.8393911  3.4341607  1.1895859  0.0397348 -0.1618075],[ 0.914244 -0.379106  0.365153]
892,[ 6.5530853  2.8142078  2.8394357  3.4341776  1.1895386  0.0396819 -0.161832 ],[ 0.914743 -0.37961   0.365146]
893,[ 6.5619909  2.8142031  2.839419   3.4341297  1.1895543  0.0396944 -0.1618537],[ 0.916813 -0.380985  0.36534 ]
894,[ 6.5650023  2.8142214  2.8394059  3.4341576  1.1895711  0.0396525 -0.1618035],[ 0.917326 -0.381399  0.365266]
895,[ 6.5680365  2.8141721  2.8394755  3.4341736  1.189565   0.039636  -0.1618439],[ 0.917878 -0.381761  0.365279]
896,[ 6.5801733  2.8141959  2.8394769  3.4341552  1.189592   0.0397378 -0.1618617],[ 0.920454 -0.383475  0.365474]
897,[ 6.5831979  2.8142379  2.8394419  3.4341209  1.1896323  0.0396203 -0.1617885],[ 0.921074 -0.383957  0.365359]
898,[ 6.5922004  2.8142345  2.8394371  3.4340927  1.1895152  0.0396813 -0.1618563],[ 0.923243 -0.385435  0.365425]
899,[ 6.5952184  2.8141613  2.8394691  3.4341573  1.1896219  0.0397246 -0.1617737],[ 0.923792 -0.385716  0.365541]
900,[ 6.5981922  2.8141885  2.8394808  3.4341728  1.189615   0.0396842 -0.1618737],[ 0.924355 -0.386144  0.365465]
901,[ 6.609938   2.8142071  2.8394316  3.4341342  1.1895178  0.0396427 -0.161825 ],[ 0.927061 -0.38792   0.365512]
902,[ 6.6127921  2.8142364  2.8394703  3.4341604  1.1895069  0.0396389 -0.1618731],[ 0.92757  -0.388244  0.365546]
903,[ 6.6217176  2.814184   2.8394262  3.4341843  1.189602   0.0396662 -0.1617957],[ 0.929746 -0.389565  0.365347]
904,[ 6.624721   2.8141687  2.8394722  3.4341533  1.1895395  0.0396844 -0.1618313],[ 0.930297 -0.389975  0.365598]
905,[ 6.6277338  2.8142193  2.8394803  3.4341876  1.1895293  0.0397434 -0.1618387],[ 0.930885 -0.390311  0.365601]
906,[ 6.6399056  2.8141818  2.8393978  3.4341771  1.1896125  0.0396878 -0.1618626],[ 0.933711 -0.391998  0.365478]
907,[ 6.6430511  2.8142276  2.8394672  3.4341638  1.1895287  0.0397127 -0.1617879],[ 0.934236 -0.392324  0.365499]
908,[ 6.6522986  2.8141876  2.8394815  3.4341752  1.1895397  0.039674  -0.1618689],[ 0.93663  -0.393713  0.365554]
909,[ 6.6553447  2.8142236  2.8394419  3.4341347  1.1895391  0.0397231 -0.1617754],[ 0.937182 -0.394057  0.365539]
910,[ 6.6584281  2.8142832  2.8394619  3.4341552  1.1895947  0.0396755 -0.161903 ],[ 0.937698 -0.394199  0.365765]
911,[ 6.6674199  2.8141976  2.8394822  3.4341612  1.189533   0.0396945 -0.1618256],[ 0.940075 -0.395671  0.365635]
912,[ 6.6703194  2.8141678  2.8394512  3.4341583  1.1896131  0.0396591 -0.1618767],[ 0.940662 -0.396058  0.365634]
913,[ 6.6733222  2.8141747  2.8394376  3.4341247  1.1895066  0.0396663 -0.1618685],[ 0.941235 -0.396293  0.365656]
914,[ 6.6849226  2.8141957  2.839502   3.4341345  1.1895789  0.0397325 -0.1618523],[ 0.944036 -0.397794  0.365726]
915,[ 6.6876952  2.8141396  2.8394612  3.4341597  1.1895336  0.0396702 -0.1617815],[ 0.94454  -0.397949  0.365917]
916,[ 6.6993694  2.814153   2.8394889  3.4341476  1.1895709  0.0396659 -0.1618481],[ 0.947433 -0.399638  0.365774]
917,[ 6.7024894  2.8141649  2.8394183  3.4341256  1.1895425  0.0397412 -0.1618754],[ 0.947934 -0.39978   0.365967]
918,[ 6.7115688  2.8142019  2.8394619  3.4341585  1.1895213  0.0396491 -0.1618013],[ 0.950282 -0.40091   0.366081]
919,[ 6.7147205  2.8142257  2.8394726  3.4341659  1.1895916  0.0397346 -0.161851 ],[ 0.950959 -0.401421  0.365927]
920,[ 6.7177523  2.8141401  2.8394712  3.4341664  1.1896014  0.0396965 -0.161791 ],[ 0.951589 -0.401706  0.365917]
921,[ 6.7299083  2.8142431  2.8394688  3.4341118  1.1895271  0.0396561 -0.1618289],[ 0.954547 -0.403028  0.366134]
922,[ 6.7329217  2.8141401  2.83948    3.4341821  1.189537   0.0396663 -0.1618178],[ 0.955221 -0.403439  0.36604 ]
923,[ 6.7418505  2.8141606  2.8394581  3.4341678  1.189511   0.0396811 -0.1618123],[ 0.957476 -0.404324  0.366289]
924,[ 6.7449965  2.8142462  2.8394793  3.4341666  1.1895563  0.0396763 -0.1618104],[ 0.95806  -0.404682  0.366252]
925,[ 6.747925   2.8141549  2.8394948  3.434134   1.1895128  0.0396743 -0.161807 ],[ 0.958673 -0.404923  0.366306]
926,[ 6.7599019  2.8141509  2.8394686  3.4341821  1.1895556  0.0396653 -0.1618363],[ 0.961632 -0.406309  0.366363]
927,[ 6.7629806  2.8142243  2.839424   3.4342055  1.1895466  0.0396884 -0.1618381],[ 0.962298 -0.406548  0.366349]
928,[ 6.7720997  2.814219   2.8394469  3.4341049  1.1895672  0.0397192 -0.1618795],[ 0.964689 -0.407555  0.366443]
929,[ 6.7752082  2.8141473  2.8394638  3.4341175  1.1896083  0.0396716 -0.1618421],[ 0.965337 -0.407898  0.366425]
930,[ 6.7782183  2.8141747  2.8394753  3.4341664  1.1895534  0.0396784 -0.161879 ],[ 0.966064 -0.408321  0.36625 ]
931,[ 6.7874025  2.8142193  2.8394493  3.4341781  1.1895776  0.0396854 -0.1618918],[ 0.968369 -0.409184  0.366512]
932,[ 6.7904503  2.8141609  2.8394331  3.4341433  1.1895666  0.0396954 -0.1618133],[ 0.969131 -0.409544  0.366331]
933,[ 6.7934285  2.8141873  2.8394302  3.4341879  1.1895652  0.0396588 -0.1618751],[ 0.969757 -0.409806  0.36636 ]
934,[ 6.8054427  2.8141787  2.8394779  3.4341438  1.1895724  0.0396787 -0.1617997],[ 0.972761 -0.411105  0.366395]
935,[ 6.8084093  2.8141661  2.8395115  3.4341278  1.1895314  0.0396697 -0.1618222],[ 0.973377 -0.411242  0.366471]
936,[ 6.8204671  2.8141065  2.8394784  3.4342348  1.1895548  0.0396967 -0.1618497],[ 0.976423 -0.412457  0.366466]
937,[ 6.8235906  2.8141716  2.8395022  3.434185   1.1895386  0.0397571 -0.1618659],[ 0.977036 -0.412648  0.366523]
938,[ 6.8357858  2.8141935  2.8394781  3.4341533  1.1895777  0.0397021 -0.1617939],[ 0.98016  -0.413791  0.366593]
939,[ 6.8388829  2.8141787  2.8394505  3.4341423  1.1895292  0.0397015 -0.1618626],[ 0.980789 -0.41404   0.366577]
940,[ 6.8508467  2.814107   2.8394207  3.4341716  1.1895879  0.0396899 -0.1618287],[ 0.983885 -0.415083  0.366679]
941,[ 6.8537751  2.8141749  2.8394459  3.4340954  1.1895691  0.0397209 -0.1618492],[ 0.984483 -0.415279  0.366699]
942,[ 6.8655901  2.8141473  2.8394734  3.4341674  1.1895453  0.0396524 -0.1618077],[ 0.987517 -0.41631   0.366763]
943,[ 6.8686472  2.8141768  2.8394419  3.434179   1.1895541  0.0396846 -0.1618368],[ 0.987997 -0.416385  0.366901]
944,[ 6.8777399  2.8141418  2.8394605  3.4341516  1.1895364  0.0396868 -0.1617957],[ 0.99061  -0.417263  0.366839]
945,[ 6.8808086  2.8141435  2.8394815  3.4341733  1.1895493  0.0396908 -0.1618326],[ 0.99113  -0.417319  0.366961]
946,[ 6.8837859  2.8142019  2.8394731  3.434134   1.1895826  0.0397292 -0.1618527],[ 0.991834 -0.417622  0.366848]
947,[ 6.8929496  2.8141551  2.8394207  3.434164   1.1896165  0.0396752 -0.1618492],[ 0.994406 -0.418424  0.366869]
948,[ 6.8960714  2.8141761  2.8394805  3.4341473  1.1895858  0.0396678 -0.1618538],[ 0.995078 -0.418609  0.366944]
949,[ 6.8991262  2.8142131  2.8394972  3.43416    1.1895262  0.0396673 -0.161826 ],[ 0.995757 -0.418833  0.366904]
950,[ 6.9112082  2.814137   2.8394886  3.434138   1.189605   0.0396821 -0.1618162],[ 0.998935 -0.419731  0.366938]
951,[ 6.9141926  2.8142198  2.8394676  3.4341676  1.1896149  0.0396729 -0.1618388],[ 0.999491 -0.419834  0.367017]
952,[ 6.9257525  2.8141542  2.839485   3.4341502  1.1895385  0.0396451 -0.1618609],[ 1.002481 -0.42063   0.367079]
953,[ 6.9286002  2.8141139  2.8394447  3.4341268  1.189532   0.0396265 -0.161844 ],[ 1.00317  -0.420851  0.367042]
954,[ 6.9372176  2.8141306  2.8394595  3.4341492  1.1895332  0.039692  -0.1617812],[ 1.005483 -0.421355  0.367156]
955,[ 6.9401991  2.8141969  2.8394221  3.4342067  1.189517   0.0396767 -0.1618031],[ 1.006123 -0.421592  0.367149]
956,[ 6.9430806  2.8141671  2.8395294  3.4342129  1.1895526  0.0396615 -0.1618569],[ 1.006723 -0.4217    0.367152]
957,[ 6.9552718  2.8141952  2.8394591  3.4342546  1.1895392  0.0396824 -0.1618303],[ 1.009794 -0.422352  0.367296]
958,[ 6.9583548  2.8141573  2.8394786  3.4342553  1.1895429  0.0396956 -0.1618785],[ 1.010504 -0.422519  0.367254]
959,[ 6.9706178  2.8141239  2.8394679  3.4342875  1.1895484  0.039688  -0.1618104],[ 1.013768 -0.423289  0.367279]
960,[ 6.9736129  2.8141706  2.839492   3.4342422  1.1895556  0.0397332 -0.1618464],[ 1.014357 -0.423339  0.367384]
961,[ 6.9855271  2.8142009  2.8394746  3.4342708  1.1895331  0.0397183 -0.1618209],[ 1.017511 -0.423945  0.367483]
962,[ 6.9885527  2.8141921  2.8394993  3.434283   1.1895939  0.0396509 -0.1618154],[ 1.018222 -0.424243  0.367343]
963,[ 7.0003912  2.8141394  2.8395005  3.4342315  1.1895729  0.0396722 -0.1618378],[ 1.021397 -0.424737  0.367495]
964,[ 7.0033971  2.8141573  2.8395239  3.4342351  1.189506   0.0396695 -0.1617761],[ 1.021903 -0.424707  0.367639]
965,[ 7.0125344  2.8141544  2.8394488  3.4343052  1.1895511  0.0396297 -0.1617914],[ 1.024492 -0.425196  0.367724]
966,[ 7.0155658  2.8141561  2.8394834  3.4342858  1.1895337  0.03964   -0.1618206],[ 1.025285 -0.425443  0.367579]
967,[ 7.0187157  2.8141945  2.8394598  3.4342768  1.1895333  0.0397021 -0.1617815],[ 1.025948 -0.42553   0.367598]
968,[ 7.031032   2.8140977  2.8394219  3.4342568  1.1895463  0.039669  -0.1617733],[ 1.029202 -0.425996  0.367755]
969,[ 7.0340122  2.8141492  2.8394405  3.4342634  1.1894622  0.0396361 -0.1618196],[ 1.029765 -0.42599   0.367812]
970,[ 7.0461264  2.81407    2.8394235  3.4342725  1.1895922  0.0396731 -0.161865 ],[ 1.033103 -0.4265    0.367819]
