id,joint_position,ball_loc
1067,[ 5.1188654  2.8707359  2.556802   1.4087467  0.3244896  0.4891423 -0.1583156],[ 1.172223 -0.352359  0.439881]
1068,[ 5.1159094  2.8707206  2.5568533  1.408741   0.3244528  0.4891523 -0.1583334],[ 1.171674 -0.352673  0.439849]
1069,[ 5.1038904  2.8707685  2.5568719  1.4087029  0.3245218  0.4890345 -0.1583105],[ 1.169175 -0.353858  0.43983 ]
1070,[ 5.1009613  2.870755   2.5568197  1.4086857  0.3244458  0.4890881 -0.1583041],[ 1.168664 -0.354086  0.439842]
1071,[ 5.089016   2.8707867  2.5567777  1.4087458  0.3244892  0.4890944 -0.1582954],[ 1.166158 -0.355177  0.439908]
1072,[ 5.0860321  2.8707387  2.5567963  1.4087362  0.3244443  0.4891042 -0.1582928],[ 1.165613 -0.355443  0.439882]
1073,[ 5.0744253  2.8707011  2.5568535  1.4086933  0.3244676  0.489048  -0.158321 ],[ 1.163142 -0.356412  0.439972]
1074,[ 5.071572   2.8707068  2.5568535  1.4087553  0.324433   0.4890953 -0.1583358],[ 1.162673 -0.356675  0.439876]
1075,[ 5.0599756  2.8707423  2.5568047  1.4087687  0.324522   0.4891199 -0.1583234],[ 1.160215 -0.357689  0.439899]
1076,[ 5.0571728  2.8707504  2.5567868  1.4088049  0.3245218  0.4891305 -0.158265 ],[ 1.159725 -0.357878  0.439911]
1077,[ 5.0454182  2.8707304  2.5568252  1.408679   0.3245201  0.489083  -0.1583269],[ 1.157211 -0.3589    0.439926]
1078,[ 5.0423461  2.8707504  2.5568926  1.4087162  0.3244256  0.4891154 -0.1582638],[ 1.156699 -0.359095  0.439927]
1079,[ 5.0304127  2.8707352  2.5568531  1.4087248  0.3244374  0.4891029 -0.1583087],[ 1.154104 -0.360056  0.43996 ]
1080,[ 5.0274116  2.8706875  2.5568693  1.4086838  0.3244786  0.4891568 -0.1583067],[ 1.153583 -0.360247  0.439969]
1081,[ 5.0151956  2.870738   2.5568504  1.4087486  0.3244427  0.4891238 -0.1583147],[ 1.15097  -0.3612    0.439967]
1082,[ 5.012191   2.8707557  2.5567646  1.4087505  0.3244829  0.4891033 -0.1583332],[ 1.15044  -0.361395  0.439982]
1083,[ 5.0001354  2.8707466  2.5568137  1.4087152  0.3244824  0.4891152 -0.1583098],[ 1.14781  -0.362278  0.439993]
1084,[ 4.997247   2.8707418  2.5568697  1.4087315  0.3244706  0.4890511 -0.1583149],[ 1.14728  -0.362463  0.439988]
1085,[ 4.9858875  2.8707237  2.5568364  1.4086695  0.324396   0.489063  -0.1582823],[ 1.144696 -0.363304  0.440012]
1086,[ 4.9830173  2.8707252  2.5568662  1.4087172  0.324466   0.4891611 -0.158284 ],[ 1.14423  -0.363413  0.440063]
1087,[ 4.9713015  2.8707163  2.5568097  1.4087067  0.3244295  0.4891532 -0.1582907],[ 1.141648 -0.364265  0.440038]
1088,[ 4.9683231  2.8707254  2.5568511  1.4087114  0.3244552  0.4891242 -0.1583207],[ 1.141127 -0.364404  0.440028]
1089,[ 4.9564737  2.8707502  2.5568383  1.4087172  0.3244596  0.4890851 -0.1583033],[ 1.13849  -0.365181  0.440039]
1090,[ 4.953569   2.8707483  2.5568607  1.4087305  0.3244578  0.4891119 -0.1583065],[ 1.137964 -0.365356  0.440042]
1091,[ 4.9386902  2.8707366  2.556823   1.4086905  0.3244405  0.4890414 -0.1583353],[ 1.134804 -0.366248  0.440056]
1092,[ 4.9268137  2.8707082  2.5568495  1.4087315  0.3244706  0.4891083 -0.1582887],[ 1.1322   -0.366911  0.440074]
1093,[ 4.9238527  2.8707078  2.556797   1.4087896  0.3244144  0.4891199 -0.1582919],[ 1.131665 -0.367039  0.44009 ]
1094,[ 4.9118964  2.8707423  2.5568452  1.4087563  0.3245017  0.4891632 -0.1583162],[ 1.129002 -0.367714  0.440111]
1095,[ 4.9089969  2.8707151  2.5567684  1.4087324  0.3245083  0.4891196 -0.1582806],[ 1.12847  -0.367823  0.440114]
1096,[ 4.8970377  2.8707216  2.5567732  1.4086456  0.324484   0.4890572 -0.1583193],[ 1.125781 -0.368465  0.44012 ]
1097,[ 4.8939509  2.8707352  2.556813   1.40872    0.324446   0.4891301 -0.1582537],[ 1.125255 -0.368592  0.440119]
1098,[ 4.881892   2.8707261  2.5567617  1.4087248  0.324463   0.4890728 -0.1582863],[ 1.122541 -0.369195  0.44014 ]
1099,[ 4.8789067  2.8707616  2.5568781  1.4087992  0.3244508  0.4891342 -0.1583447],[ 1.121999 -0.369312  0.440138]
1100,[ 4.8669428  2.8707483  2.5568631  1.4087267  0.3245005  0.4891058 -0.1583662],[ 1.119291 -0.369851  0.440143]
1101,[ 4.8638555  2.8706839  2.556787   1.4087     0.3244638  0.4891143 -0.158345 ],[ 1.118744 -0.369934  0.440162]
1102,[ 4.8518142  2.8707113  2.5568545  1.4087095  0.3244849  0.4890482 -0.1582757],[ 1.116027 -0.370429  0.440185]
1103,[ 4.848881   2.8707099  2.5568392  1.4087524  0.3244827  0.4891471 -0.1583046],[ 1.115503 -0.370478  0.440245]
1104,[ 4.8367195  2.8707621  2.5568783  1.4087315  0.3244945  0.4891011 -0.1582817],[ 1.112808 -0.370962  0.440228]
1105,[ 4.8336397  2.8707612  2.5568337  1.4087524  0.3244511  0.4891244 -0.158377 ],[ 1.112253 -0.371054  0.440225]
1106,[ 4.821774   2.8707495  2.5568719  1.4087229  0.3244175  0.4891242 -0.1583359],[ 1.109527 -0.371463  0.440241]
1107,[ 4.8187367  2.8707504  2.5568538  1.4087324  0.3244446  0.4890741 -0.1582671],[ 1.108978 -0.371551  0.440237]
1108,[ 4.8067574  2.8707762  2.5568697  1.4087296  0.3244707  0.4891286 -0.158305 ],[ 1.106286 -0.371942  0.440236]
1109,[ 4.8038606  2.8707104  2.556803   1.4087105  0.3244382  0.4890556 -0.1583037],[ 1.105758 -0.37201   0.440238]
1110,[ 4.7916611  2.8707173  2.5568688  1.4087753  0.3244863  0.4891483 -0.1582964],[ 1.102944 -0.372363  0.440197]
1111,[ 4.7884664  2.870795   2.5568206  1.4087791  0.3244952  0.4890851 -0.1582666],[ 1.102425 -0.372397  0.440245]
1112,[ 4.7761045  2.8707378  2.556761   1.4087448  0.3244876  0.4890771 -0.1583272],[ 1.09956  -0.37271   0.440283]
1113,[ 4.7731286  2.870764   2.5568275  1.4087505  0.3244427  0.4890697 -0.1583079],[ 1.098985 -0.372775  0.440291]
1114,[ 4.7699618  2.8707697  2.5568764  1.4087105  0.3244743  0.4891127 -0.1582957],[ 1.098434 -0.372822  0.440302]
1115,[ 4.7608261  2.8707047  2.5568268  1.408824   0.3245006  0.4891423 -0.1582721],[ 1.096205 -0.373029  0.440289]
1116,[ 4.7578449  2.8707654  2.5568433  1.4087229  0.3244966  0.4891132 -0.1583187],[ 1.095634 -0.373085  0.440285]
1117,[ 4.7459406  2.8707366  2.5568411  1.408741   0.3244689  0.4891259 -0.1583019],[ 1.092873 -0.373308  0.440261]
1118,[ 4.7431384  2.8707187  2.5567715  1.4086952  0.3244434  0.489131  -0.1582736],[ 1.092337 -0.37334   0.440253]
1119,[ 4.7401646  2.8707225  2.5568831  1.4087381  0.3244201  0.4891135 -0.1583165],[ 1.091803 -0.373383  0.440247]
1120,[ 4.7316219  2.8707507  2.5567913  1.4086752  0.3244495  0.4891009 -0.1583288],[ 1.089725 -0.373476  0.440317]
1121,[ 4.7284506  2.8707242  2.5569232  1.4086733  0.3244635  0.4891191 -0.1583135],[ 1.089193 -0.37352   0.440302]
1122,[ 4.7164496  2.8707421  2.556824   1.4086456  0.3244963  0.489123  -0.1583326],[ 1.086446 -0.373651  0.44032 ]
1123,[ 4.7135792  2.8707066  2.556833   1.4086924  0.3244608  0.4890925 -0.1582551],[ 1.085895 -0.37368   0.440319]
1124,[ 4.7015306  2.8706923  2.5568359  1.4086943  0.3244312  0.4890941 -0.158309 ],[ 1.083121 -0.373759  0.440317]
1125,[ 4.6982769  2.8706784  2.5568187  1.408699   0.3244781  0.4891059 -0.1582724],[ 1.082574 -0.373774  0.440325]
1126,[ 4.6833347  2.8707321  2.5569065  1.4087381  0.3244348  0.4890777 -0.1583143],[ 1.079269 -0.373831  0.440326]
1127,[ 4.671221   2.870729   2.556833   1.4086771  0.3244552  0.4890887 -0.1583384],[ 1.076496 -0.373854  0.440344]
1128,[ 4.6680439  2.8707135  2.5568597  1.4087677  0.3244864  0.4890948 -0.1582743],[ 1.075944 -0.373863  0.440344]
1129,[ 4.6531985  2.8707523  2.5568621  1.408762   0.3244651  0.4890899 -0.1582904],[ 1.072598 -0.373853  0.440331]
1130,[ 4.6500874  2.8707156  2.5567925  1.4087     0.3244951  0.4890824 -0.1583321],[ 1.072083 -0.373814  0.440355]
1131,[ 4.6412235  2.8707311  2.5568345  1.4087229  0.324451   0.4891268 -0.1583266],[ 1.069836 -0.373663  0.440299]
1132,[ 4.6380845  2.8707774  2.5568709  1.4087372  0.3245148  0.489104  -0.1582542],[ 1.069294 -0.373634  0.440279]
1133,[ 4.6263409  2.8707626  2.5567632  1.4087     0.3245139  0.4890965 -0.1582803],[ 1.066599 -0.373517  0.440308]
1134,[ 4.6235597  2.8707626  2.5568206  1.4087782  0.3244883  0.4890914 -0.1582667],[ 1.066054 -0.373482  0.440292]
1135,[ 4.6117427  2.8707519  2.5568411  1.4087515  0.3244279  0.4890515 -0.1583214],[ 1.063402 -0.373342  0.440305]
1136,[ 4.6088042  2.8707545  2.5568202  1.408742   0.3244735  0.4890886 -0.1583539],[ 1.062873 -0.373301  0.440304]
1137,[ 4.5939357  2.8707464  2.5568964  1.4087458  0.3244542  0.4890748 -0.1582642],[ 1.059643 -0.373088  0.440297]
1138,[ 4.5789699  2.8707063  2.556838   1.4086905  0.3244683  0.4890804 -0.1582801],[ 1.056347 -0.372795  0.440325]
1139,[ 4.5669938  2.8707716  2.556854   1.4087086  0.3245026  0.4891137 -0.1582576],[ 1.053646 -0.372517  0.44034 ]
1140,[ 4.5640611  2.8707387  2.5568151  1.4087152  0.3244614  0.4890778 -0.1583131],[ 1.053106 -0.372452  0.440332]
1141,[ 4.5520267  2.8707476  2.556838   1.4086637  0.3245138  0.4891151 -0.15831  ],[ 1.05039  -0.372154  0.440328]
1142,[ 4.5490506  2.8706982  2.5567558  1.408742   0.324459   0.4891294 -0.1583471],[ 1.049825 -0.372085  0.440312]
1143,[ 4.5336328  2.8707881  2.5568242  1.4087162  0.3244493  0.4890955 -0.158317 ],[ 1.046466 -0.371643  0.440331]
1144,[ 4.5212857  2.8707519  2.556834   1.4087696  0.3244838  0.4890632 -0.1582855],[ 1.043622 -0.371234  0.440323]
1145,[ 4.5181111  2.8707352  2.5568423  1.4087381  0.3244795  0.4890756 -0.1583318],[ 1.043043 -0.371149  0.440323]
1146,[ 4.51507    2.8707178  2.5568309  1.4087162  0.3245271  0.4891024 -0.1582963],[ 1.042487 -0.371068  0.440314]
1147,[ 4.505926   2.8707058  2.5568473  1.4086971  0.32439    0.4891238 -0.1582641],[ 1.040261 -0.370664  0.44036 ]
1148,[ 4.502887   2.8706946  2.5568464  1.4086895  0.3244567  0.4891338 -0.1582523],[ 1.039711 -0.37058   0.440373]
1149,[ 4.4997707  2.8707581  2.5568228  1.4087267  0.3244736  0.4891065 -0.1583323],[ 1.039162 -0.370484  0.44036 ]
1150,[ 4.4908406  2.8707418  2.5568738  1.4087229  0.3244896  0.4890734 -0.158312 ],[ 1.036975 -0.3701    0.440348]
1151,[ 4.4878426  2.8707292  2.5567977  1.4087439  0.3245023  0.4891068 -0.1583466],[ 1.036442 -0.370011  0.440362]
1152,[ 4.475862   2.8707831  2.5568767  1.4087744  0.3244387  0.4890736 -0.1582904],[ 1.033724 -0.369468  0.440356]
1153,[ 4.4728456  2.8707454  2.5567813  1.4087639  0.3244971  0.4891553 -0.1583057],[ 1.033187 -0.369361  0.440361]
1154,[ 4.4697856  2.8707008  2.5568032  1.4088068  0.3244285  0.4891041 -0.158275 ],[ 1.032677 -0.369269  0.440355]
1155,[ 4.4606037  2.8707867  2.5567856  1.4086857  0.3244867  0.489118  -0.1582645],[ 1.030396 -0.368803  0.44033 ]
1156,[ 4.4574625  2.8706923  2.5568643  1.4087639  0.3244463  0.4890904 -0.1583363],[ 1.029863 -0.36866   0.440335]
1157,[ 4.4421955  2.8707495  2.556864   1.4086685  0.3244072  0.4890818 -0.1583184],[ 1.026513 -0.367902  0.44036 ]
1158,[ 4.439148   2.8707583  2.5569179  1.4086657  0.3244559  0.4891195 -0.1583532],[ 1.025968 -0.367773  0.440361]
1159,[ 4.4301379  2.8707469  2.5567684  1.4087496  0.3244891  0.4891426 -0.1583043],[ 1.023808 -0.367264  0.440349]
1160,[ 4.4270389  2.8707156  2.5568867  1.4087133  0.3243971  0.4890924 -0.1582981],[ 1.023262 -0.367133  0.440342]
1161,[ 4.4240907  2.870723   2.556885   1.4087296  0.3244685  0.4891562 -0.1583199],[ 1.022715 -0.366995  0.440337]
1162,[ 4.414915   2.8707201  2.5568311  1.4087019  0.3244805  0.4891436 -0.1583226],[ 1.02053  -0.36642   0.440357]
1163,[ 4.411951   2.8707781  2.5568488  1.4087687  0.3245135  0.489112  -0.1583132],[ 1.019971 -0.366251  0.440366]
1164,[ 4.3965835  2.8707247  2.5568428  1.4087372  0.3244542  0.4891545 -0.1583276],[ 1.016711 -0.365361  0.440354]
1165,[ 4.3845629  2.8707628  2.5568168  1.4087839  0.3244779  0.4891367 -0.1583348],[ 1.013997 -0.364626  0.4403  ]
1166,[ 4.3816512  2.8707347  2.5568161  1.4087114  0.3244548  0.4891312 -0.1583371],[ 1.013462 -0.364463  0.440314]
1167,[ 4.3666837  2.8707194  2.5568535  1.4086819  0.3244607  0.4890772 -0.1583358],[ 1.010251 -0.363466  0.4403  ]
1168,[ 4.3543864  2.8707812  2.5568128  1.4087629  0.3244667  0.4890665 -0.158322 ],[ 1.007567 -0.362592  0.440297]
1169,[ 4.3512771  2.8707302  2.5568721  1.4086952  0.3244253  0.4890724 -0.1583196],[ 1.007056 -0.362402  0.440318]
1170,[ 4.3358346  2.870717   2.5568404  1.4087076  0.3244644  0.4890872 -0.1583108],[ 1.003746 -0.361266  0.44031 ]
1171,[ 4.332682   2.8706832  2.5568619  1.4087925  0.3244794  0.4890912 -0.1582916],[ 1.003219 -0.361073  0.440327]
1172,[ 4.3236428  2.8707225  2.5568175  1.4086685  0.3244548  0.4890673 -0.158334 ],[ 1.001048 -0.360311  0.440302]
1173,[ 4.3206118  2.8707101  2.5568628  1.4087477  0.3244504  0.489092  -0.1583068],[ 1.000525 -0.360112  0.440311]
1174,[ 4.3176964  2.8707321  2.556838   1.4087734  0.3245007  0.4890541 -0.1583437],[ 1.000009 -0.359925  0.44032 ]
1175,[ 4.3057844  2.8706412  2.556879   1.4087496  0.3245157  0.4890979 -0.158321 ],[ 0.997468 -0.358937  0.440329]
1176,[ 4.2906758  2.8707457  2.5568407  1.4087791  0.3244494  0.4890985 -0.1583164],[ 0.994346 -0.3577    0.44032 ]
1177,[ 4.2759245  2.8706939  2.5568571  1.4087229  0.3244626  0.4891438 -0.1582958],[ 0.99128  -0.356438  0.440323]
1178,[ 4.2609378  2.8708394  2.5568724  1.4087362  0.3244735  0.4890801 -0.1583045],[ 0.98827  -0.355149  0.440298]
1179,[ 4.2580627  2.8707092  2.556819   1.4087276  0.3244855  0.4891262 -0.1582751],[ 0.987776 -0.354918  0.440313]
1180,[ 4.2461715  2.8706954  2.5568936  1.4086647  0.3245103  0.4891127 -0.1583301],[ 0.985256 -0.353794  0.440292]
1181,[ 4.2431541  2.8707294  2.5568578  1.4087152  0.324439   0.4891157 -0.1583427],[ 0.984765 -0.353557  0.440311]
1182,[ 4.2312878  2.8707216  2.5568612  1.4087563  0.3244241  0.4891318 -0.1583013],[ 0.982295 -0.352369  0.440334]
1183,[ 4.2162526  2.8707311  2.556823   1.4087591  0.3244869  0.4891138 -0.1582911],[ 0.979292 -0.350932  0.440314]
1184,[ 4.2133189  2.8707204  2.5568786  1.4087143  0.3244633  0.48909   -0.158294 ],[ 0.978793 -0.350685  0.440308]
1185,[ 4.2013157  2.8706636  2.5568373  1.4087305  0.3244603  0.4890727 -0.1583187],[ 0.976316 -0.349427  0.440324]
1186,[ 4.1983622  2.8707392  2.5567775  1.4087858  0.3244406  0.4890989 -0.1582768],[ 0.975816 -0.349162  0.440318]
1187,[ 4.1866205  2.8706899  2.5568283  1.4087486  0.3244706  0.4890659 -0.158263 ],[ 0.973433 -0.347911  0.440315]
1188,[ 4.1719757  2.8707345  2.5568471  1.4087572  0.3245052  0.4890627 -0.1583502],[ 0.970586 -0.346359  0.440303]
1189,[ 4.1690941  2.8706765  2.5569155  1.408721   0.3244541  0.4891144 -0.1583059],[ 0.970101 -0.3461    0.440323]
1190,[ 4.1569899  2.8707342  2.5568337  1.4086847  0.3244307  0.4891118 -0.158283 ],[ 0.967707 -0.344748  0.440317]
1191,[ 4.1420544  2.8706703  2.5568218  1.4086838  0.3244273  0.4891149 -0.1583376],[ 0.964843 -0.343075  0.440307]
1192,[ 4.1390386  2.8706868  2.5568507  1.4086952  0.3244913  0.4890704 -0.1583673],[ 0.964378 -0.342787  0.440307]
1193,[ 4.1271108  2.8707464  2.5568388  1.4087124  0.3244749  0.4891039 -0.1582604],[ 0.961988 -0.341365  0.4403  ]
1194,[ 4.1241093  2.8707073  2.5568535  1.4087038  0.3244616  0.4890914 -0.1583059],[ 0.961503 -0.341068  0.440298]
1195,[ 4.1118732  2.8707476  2.5568185  1.4087563  0.3244504  0.4890577 -0.1582987],[ 0.959129 -0.339576  0.440278]
1196,[ 4.1087497  2.8707166  2.5568345  1.4086657  0.324486   0.4890986 -0.1583203],[ 0.958671 -0.339275  0.440289]
1197,[ 4.0966497  2.8707297  2.5568626  1.4088221  0.3243994  0.4890721 -0.1583289],[ 0.956322 -0.337764  0.440263]
1198,[ 4.0937112  2.8707478  2.5568132  1.4087372  0.324491   0.4890843 -0.1583305],[ 0.955855 -0.337453  0.440268]
1199,[ 4.0817664  2.8707788  2.556803   1.4086847  0.3244411  0.4891261 -0.1582941],[ 0.953531 -0.335889  0.440278]
1200,[ 4.0787445  2.8707409  2.5567997  1.4087763  0.3244505  0.4891478 -0.1582878],[ 0.953063 -0.335579  0.440268]
1201,[ 4.0699986  2.8707256  2.556812   1.4087534  0.3244531  0.4890727 -0.1583381],[ 0.951291 -0.334343  0.440264]
1202,[ 4.067051   2.8707232  2.5568562  1.4087725  0.3244404  0.489092  -0.1582858],[ 0.950853 -0.334033  0.440267]
1203,[ 4.0642057  2.8707397  2.5568357  1.4087906  0.324427   0.4891421 -0.1583047],[ 0.95043  -0.333731  0.440251]
1204,[ 4.0523847  2.8707867  2.5568407  1.4086752  0.324403   0.4891033 -0.1582838],[ 0.94821  -0.332152  0.440278]
1205,[ 4.0494242  2.8707311  2.5568035  1.4086924  0.3245004  0.4891235 -0.158268 ],[ 0.947744 -0.331824  0.440254]
1206,[ 4.0373111  2.8707328  2.5568266  1.4087095  0.3244659  0.4891145 -0.1582875],[ 0.945479 -0.330163  0.440257]
1207,[ 4.0343373  2.8707466  2.5569091  1.4087191  0.3244457  0.4891073 -0.1583422],[ 0.945018 -0.32983   0.440244]
1208,[ 4.0222591  2.8707416  2.556819   1.4086866  0.3244722  0.4891789 -0.1582822],[ 0.942805 -0.32813   0.440239]
1209,[ 4.0193356  2.8707595  2.5568695  1.4087467  0.324524   0.489101  -0.1582643],[ 0.942361 -0.327794  0.440234]
1210,[ 4.007525   2.8707459  2.5568419  1.4087105  0.3245061  0.4891306 -0.1583528],[ 0.940189 -0.326086  0.440228]
1211,[ 4.004454   2.8706961  2.5568047  1.4086847  0.3244512  0.4891031 -0.1582612],[ 0.939751 -0.325747  0.440234]
1212,[ 3.9957085  2.8707044  2.5568659  1.4086981  0.3244622  0.489103  -0.1583475],[ 0.93805  -0.324379  0.440231]
1213,[ 3.9927154  2.8707275  2.556834   1.4087677  0.3244847  0.48914   -0.1583584],[ 0.937626 -0.324029  0.440224]
1214,[ 3.989795   2.8706913  2.5568318  1.4088116  0.3244633  0.4890881 -0.158252 ],[ 0.937205 -0.323686  0.44023 ]
1215,[ 3.9778805  2.8707139  2.5568125  1.4086723  0.3244949  0.4891319 -0.1582803],[ 0.935077 -0.321914  0.440171]
1216,[ 3.9748603  2.8707368  2.556849   1.4087811  0.3245144  0.4890288 -0.1582749],[ 0.934655 -0.321562  0.440177]
1217,[ 3.9658726  2.8707056  2.5568027  1.4087267  0.3244401  0.4891588 -0.1583363],[ 0.932975 -0.32013   0.440173]
1218,[ 3.9629317  2.8706529  2.5567749  1.4087954  0.3244869  0.4891219 -0.1582743],[ 0.932563 -0.319759  0.440182]
1219,[ 3.9599143  2.8707457  2.5568519  1.4087172  0.3244652  0.4890886 -0.1582772],[ 0.932151 -0.319394  0.440174]
1220,[ 3.9480615  2.870682   2.5568414  1.4087114  0.324449   0.4891125 -0.1583591],[ 0.930094 -0.31757   0.440151]
1221,[ 3.9451731  2.8707559  2.5568559  1.4086819  0.3244245  0.4891262 -0.1582797],[ 0.929692 -0.317204  0.440153]
1222,[ 3.9332946  2.8707242  2.5567896  1.4086847  0.3244607  0.4891242 -0.1582635],[ 0.92768  -0.315365  0.440154]
1223,[ 3.930261   2.8706813  2.5567865  1.4087038  0.324529   0.4891012 -0.1582743],[ 0.927279 -0.315003  0.440158]
1224,[ 3.9179717  2.8707185  2.5568564  1.4087696  0.3244574  0.4891285 -0.1583342],[ 0.925219 -0.313089  0.440136]
1225,[ 3.9025846  2.8707361  2.5568087  1.4087505  0.3244182  0.4890791 -0.1583262],[ 0.922806 -0.310724  0.440139]
1226,[ 3.8994845  2.8707161  2.5567777  1.4086828  0.3244862  0.4891463 -0.1583395],[ 0.922407 -0.310327  0.440129]
1227,[ 3.8870774  2.8707232  2.5568838  1.4087429  0.3244964  0.4891799 -0.1583028],[ 0.920394 -0.308323  0.44012 ]
1228,[ 3.8840242  2.8707314  2.5567813  1.4087124  0.3244655  0.4890758 -0.1583142],[ 0.919994 -0.307912  0.44011 ]
1229,[ 3.8716984  2.8707373  2.5568047  1.4086514  0.3244628  0.4890956 -0.1582872],[ 0.918025 -0.305881  0.440126]
1230,[ 3.868562   2.8708107  2.5567861  1.4087105  0.3244529  0.4890972 -0.1583113],[ 0.917632 -0.305479  0.440113]
1231,[ 3.8562751  2.8706827  2.5568175  1.4086971  0.3244486  0.4891195 -0.1582679],[ 0.915717 -0.303433  0.440111]
1232,[ 3.84109    2.8706682  2.5568321  1.4087439  0.3245008  0.4890975 -0.158314 ],[ 0.913446 -0.300946  0.440083]
1233,[ 3.8380433  2.8706839  2.5568762  1.4086733  0.3244749  0.4890958 -0.1583208],[ 0.91309  -0.300543  0.440084]
1234,[ 3.8291493  2.8706954  2.556798   1.4087095  0.3244453  0.489092  -0.158304 ],[ 0.911635 -0.298897  0.440102]
1235,[ 3.8260332  2.8707137  2.5567751  1.4086933  0.3244089  0.4891265 -0.1583208],[ 0.91127  -0.298482  0.440076]
1236,[ 3.8229871  2.8707402  2.5568128  1.4086905  0.324482   0.489129  -0.1582793],[ 0.910916 -0.298083  0.440087]
1237,[ 3.8110974  2.8707392  2.5568073  1.4087296  0.3244717  0.4891671 -0.1583132],[ 0.90914  -0.296016  0.440072]
1238,[ 3.8080445  2.8707068  2.5568616  1.4087362  0.3245114  0.4890891 -0.1582947],[ 0.908792 -0.295603  0.440081]
1239,[ 3.7955917  2.8707793  2.5568528  1.40868    0.324496   0.4890824 -0.1583073],[ 0.906964 -0.293432  0.440033]
1240,[ 3.7925075  2.8706684  2.5568244  1.4087095  0.3244438  0.4891483 -0.1583258],[ 0.906602 -0.292988  0.440043]
1241,[ 3.7798656  2.8706727  2.5568295  1.4087677  0.3244827  0.4890702 -0.1582699],[ 0.904796 -0.290718  0.440045]
1242,[ 3.7675124  2.8707604  2.5568089  1.4087172  0.3244803  0.4891045 -0.15836  ],[ 0.903053 -0.288476  0.440034]
1243,[ 3.7642947  2.870749   2.5568337  1.4087505  0.324463   0.4890871 -0.158302 ],[ 0.90271  -0.288031  0.440037]
1244,[ 3.7613373  2.8707314  2.5567734  1.4087229  0.3244773  0.4891407 -0.1583338],[ 0.902356 -0.28758   0.440026]
1245,[ 3.7520314  2.8707104  2.556798   1.4087629  0.3244177  0.4890975 -0.1583497],[ 0.900997 -0.285786  0.440027]
1246,[ 3.7490535  2.8706436  2.5568469  1.4086542  0.3244244  0.489047  -0.1583423],[ 0.900643 -0.285347  0.440021]
1247,[ 3.7459319  2.870713   2.5568535  1.4087725  0.3244702  0.4890988 -0.1583209],[ 0.900319 -0.284899  0.440017]
1248,[ 3.7336965  2.870693   2.5567851  1.4086981  0.3244809  0.4891075 -0.1583342],[ 0.898672 -0.282643  0.440011]
1249,[ 3.7185443  2.8707278  2.5567892  1.408761   0.3245012  0.4890978 -0.1582635],[ 0.896745 -0.279909  0.439998]
1250,[ 3.7154358  2.8706658  2.556834   1.4087334  0.3244239  0.4890962 -0.1582696],[ 0.896418 -0.279454  0.439984]
1251,[ 3.7033427  2.8706965  2.556808   1.4086905  0.3244578  0.4891393 -0.1582801],[ 0.894843 -0.277149  0.43999 ]
1252,[ 3.7003041  2.8707151  2.5567632  1.4086571  0.324462   0.4891095 -0.1582932],[ 0.89452  -0.276689  0.439969]
1253,[ 3.688262   2.8707652  2.5568681  1.4087791  0.3244677  0.4891236 -0.158316 ],[ 0.89301  -0.274406  0.439979]
1254,[ 3.6850496  2.8706975  2.5568461  1.4087152  0.3244441  0.4891351 -0.1583001],[ 0.892691 -0.273933  0.439956]
1255,[ 3.6728902  2.8707561  2.5568507  1.4087152  0.3244316  0.4890651 -0.1583243],[ 0.891167 -0.271553  0.439947]
1256,[ 3.6577461  2.8707156  2.5568357  1.4087372  0.3244519  0.4890764 -0.1583457],[ 0.889373 -0.268669  0.43994 ]
1257,[ 3.6549547  2.870707   2.5568643  1.4086628  0.324471   0.4891059 -0.1583508],[ 0.889088 -0.268201  0.439943]
1258,[ 3.6430333  2.8707652  2.556793   1.4087038  0.3244183  0.489088  -0.1583532],[ 0.887676 -0.265839  0.439927]
1259,[ 3.6402283  2.870723   2.5567815  1.4087572  0.3244867  0.4891618 -0.1583183],[ 0.887405 -0.265377  0.439928]
1260,[ 3.6284617  2.8707225  2.5568166  1.4087477  0.3244147  0.4891161 -0.1583392],[ 0.886017 -0.26302   0.439911]
1261,[ 3.6253629  2.8707514  2.5568311  1.4087172  0.3244756  0.4891393 -0.1583377],[ 0.885737 -0.262547  0.439893]
1262,[ 3.6164604  2.8707037  2.5567863  1.4086819  0.3245153  0.4891383 -0.1582957],[ 0.884647 -0.260599  0.439889]
1263,[ 3.6133965  2.8707063  2.5568144  1.4086981  0.3244712  0.489062  -0.1583191],[ 0.884378 -0.260105  0.439893]
1264,[ 3.5984307  2.8707106  2.556803   1.4086552  0.3244332  0.4890609 -0.1583071],[ 0.882803 -0.257138  0.439903]
1265,[ 3.5952831  2.8707585  2.5568449  1.4087191  0.3245069  0.48911   -0.1583188],[ 0.882534 -0.256643  0.439894]
1266,[ 3.5832539  2.870729   2.556813   1.4087229  0.324503   0.4891275 -0.1582668],[ 0.881242 -0.254173  0.439883]
1267,[ 3.5803943  2.8707135  2.5568316  1.4086866  0.3244141  0.4891326 -0.158344 ],[ 0.880978 -0.253674  0.439882]
1268,[ 3.5684252  2.8707066  2.5568957  1.4086771  0.3244596  0.4891349 -0.1582802],[ 0.879731 -0.251197  0.439861]
1269,[ 3.5653387  2.8708158  2.5568137  1.4086828  0.3244786  0.4891539 -0.1583418],[ 0.879496 -0.250706  0.439855]
