id,joint_position,ball_loc
882,[-2.3027783  1.9138611  2.0070575  2.2989123  7.9206201  2.0325147 -0.1601693],[ 0.881304 -0.373131  0.628434]
883,[-2.3028174  1.9138447  2.0070602  2.298949   7.9206393  2.0325388 -0.1601789],[ 0.881304 -0.373128  0.628432]
884,[-2.3027725  1.9138526  2.0070933  2.2989509  7.9206388  2.0324952 -0.1601614],[ 0.881303 -0.373126  0.628434]
885,[-2.3027895  1.9138128  2.0070046  2.2989366  7.9205963  2.0324201 -0.1601895],[ 0.881298 -0.373125  0.62843 ]
886,[-2.3028617  1.9138228  2.0070897  2.2988875  7.9205654  2.0325071 -0.1601758],[ 0.881298 -0.373127  0.628428]
887,[-2.3028221  1.9137997  2.0071055  2.298871   7.9206553  2.0324995 -0.1601853],[ 0.8813   -0.373128  0.628432]
888,[-2.3027964  1.9138824  2.0070618  2.2989657  7.9206001  2.0325288 -0.1601733],[ 0.881304 -0.373129  0.628435]
889,[-2.3027907  1.9138998  2.007022   2.2989311  7.9205703  2.0325057 -0.1601807],[ 0.881308 -0.373121  0.628435]
890,[-2.302769   1.9138672  2.0070809  2.2988794  7.9206613  2.0324952 -0.1601806],[ 0.881307 -0.37312   0.628436]
891,[-2.3028353  1.913879   2.0070678  2.298896   7.920681   2.0324673 -0.1601643],[ 0.881297 -0.373127  0.628443]
892,[-2.3028312  1.9138396  2.0070637  2.2989955  7.9206307  2.0324818 -0.160191 ],[ 0.881295 -0.373124  0.628438]
893,[-2.3028553  1.9138192  2.0070678  2.2989123  7.9206349  2.0325774 -0.1602245],[ 0.881296 -0.373126  0.628435]
894,[-2.3026026  1.9098123  2.435659   2.3108065  7.9170809  2.0316946 -0.1601858],[ 0.853809 -0.410664  0.450681]
895,[-2.3026316  1.9099094  2.4356798  2.3107986  7.9171725  2.0316693 -0.1601826],[ 0.853822 -0.410652  0.450701]
896,[-2.3025999  1.9101692  2.4356853  2.3108058  7.9171747  2.0316803 -0.1601397],[ 0.853918 -0.41058   0.450814]
897,[-2.302604   1.9101988  2.435681   2.3108566  7.9171319  2.0316579 -0.1602022],[ 0.853926 -0.410574  0.450829]
898,[-2.3026076  1.9101836  2.4357203  2.3107841  7.91709    2.0316803 -0.1601821],[ 0.853935 -0.410556  0.450843]
899,[-2.3026755  1.9101994  2.4357384  2.3108391  7.917168   2.0316788 -0.1601902],[ 0.85393  -0.410558  0.450836]
900,[-2.302609   1.9101764  2.4356974  2.3108065  7.9171052  2.0316428 -0.1602163],[ 0.85392  -0.410544  0.450821]
901,[-2.3025863  1.9101594  2.4356583  2.3108375  7.9171082  2.03167   -0.1601632],[ 0.853909 -0.410569  0.450812]
902,[-2.302608   1.9101756  2.4356958  2.310817   7.9171377  2.0316452 -0.1601768],[ 0.853906 -0.410573  0.450809]
903,[-2.3026047  1.9101661  2.4356893  2.3108904  7.9171496  2.0316741 -0.1602097],[ 0.853909 -0.410568  0.450822]
904,[-2.3026603  1.9102191  2.4357091  2.3108127  7.917142   2.0316669 -0.1602458],[ 0.853912 -0.410569  0.450826]
905,[-2.3026533  1.9101731  2.4357186  2.310791   7.9170796  2.031644  -0.1601534],[ 0.853914 -0.410567  0.450828]
906,[-2.3026524  1.9101946  2.4356774  2.3108179  7.9171309  2.0316769 -0.1602384],[ 0.853921 -0.41057   0.450828]
907,[-2.3026316  1.9102109  2.4356826  2.3108709  7.9171082  2.0316893 -0.1602349],[ 0.853921 -0.41057   0.450829]
908,[-2.3026076  1.9101646  2.4357089  2.310853   7.917159   2.0316655 -0.160219 ],[ 0.853921 -0.41054   0.450827]
909,[-2.3025861  1.9101874  2.4356791  2.3108711  7.9171044  2.0317005 -0.1601979],[ 0.85391  -0.410561  0.450824]
910,[-2.302645   1.9102554  2.4357394  2.3108873  7.9170778  2.0317046 -0.1601793],[ 0.85392  -0.410534  0.45083 ]
911,[-2.3026371  1.9101738  2.4356288  2.3108232  7.9171647  2.0316545 -0.1601725],[ 0.853923 -0.410537  0.450832]
912,[-2.3026223  1.9101887  2.4356981  2.3109162  7.9171566  2.0316762 -0.1602278],[ 0.853926 -0.410569  0.450828]
913,[-2.3026257  1.9101552  2.4357027  2.3108382  7.9171063  2.0316788 -0.1601899],[ 0.853924 -0.410568  0.45083 ]
914,[-2.3026457  1.9101835  2.4357005  2.3108234  7.9171505  2.0316309 -0.1601191],[ 0.853922 -0.410569  0.450828]
915,[-2.3026135  1.910167   2.4356035  2.3108446  7.9171712  2.0317313 -0.1602004],[ 0.853914 -0.410567  0.450826]
916,[-2.3026645  1.9101835  2.4357077  2.3108375  7.9171361  2.0316962 -0.1601787],[ 0.853919 -0.410542  0.450826]
917,[-2.3026305  1.9102108  2.4356509  2.3108432  7.9171784  2.0316574 -0.1602346],[ 0.853905 -0.410558  0.450828]
918,[-2.3026231  1.910162   2.4356815  2.3107509  7.9170983  2.0316562 -0.1601605],[ 0.853908 -0.410556  0.450828]
919,[-2.3026221  1.9101716  2.4357537  2.3108439  7.9171695  2.0316607 -0.160224 ],[ 0.85392  -0.410534  0.450832]
920,[-2.3026505  1.910217   2.4357003  2.3108496  7.917139   2.0316614 -0.1602275],[ 0.853914 -0.410563  0.450828]
921,[-2.3026333  1.9102118  2.4356908  2.3108558  7.9171749  2.0317246 -0.1602143],[ 0.853912 -0.410561  0.450828]
922,[-2.3026376  1.9102273  2.4356588  2.3108065  7.9172011  2.0316078 -0.1601655],[ 0.853911 -0.410564  0.450829]
923,[-2.3026488  1.9102365  2.4357203  2.3108489  7.9172063  2.0316881 -0.160166 ],[ 0.853912 -0.410563  0.450829]
924,[-2.3025828  1.9101969  2.4356877  2.310883   7.9172071  2.0316669 -0.1602412],[ 0.853913 -0.410561  0.450831]
925,[-2.3025973  1.9102247  2.4357272  2.3108527  7.9171567  2.0317215 -0.1602041],[ 0.853923 -0.410536  0.450839]
926,[-2.3026674  1.9102251  2.435717   2.3108504  7.9171974  2.0317401 -0.1601902],[ 0.853912 -0.410557  0.45083 ]
927,[-2.3026212  1.9102167  2.4357611  2.3108184  7.9172087  2.0316991 -0.160206 ],[ 0.853914 -0.410553  0.450832]
928,[-2.3026295  1.9102173  2.4357313  2.3108294  7.9172124  2.0316543 -0.1601861],[ 0.853924 -0.410531  0.450838]
929,[-2.3026393  1.910237   2.4357148  2.3108043  7.9172189  2.0316583 -0.1601901],[ 0.853911 -0.410555  0.450839]
930,[-2.3026049  1.9101954  2.4357058  2.310838   7.9171575  2.0317258 -0.1602244],[ 0.853922 -0.410533  0.45084 ]
931,[-2.3026212  1.9101855  2.4357027  2.3108523  7.9172072  2.0316402 -0.1602047],[ 0.853908 -0.410559  0.450832]
932,[-2.302598   1.9102189  2.4356121  2.3108201  7.9172079  2.0317184 -0.1602214],[ 0.853906 -0.410556  0.450835]
933,[-2.3026643  1.9101961  2.4356774  2.3108024  7.9172326  2.0316707 -0.1602151],[ 0.853907 -0.410557  0.450838]
934,[-2.3026164  1.9102234  2.4356605  2.3108546  7.9172166  2.0317136 -0.1602042],[ 0.853918 -0.410535  0.450836]
935,[-2.3024457  2.0900789  2.4339904  2.3592302  7.922897   2.0333146 -0.1602224],[ 0.903056 -0.353645  0.510657]
936,[-2.3024106  2.0900131  2.4339713  2.3592248  7.9229074  2.0333542 -0.1601909],[ 0.903061 -0.353647  0.510656]
937,[-2.3024075  2.0900257  2.4339079  2.3592448  7.9228741  2.0333406 -0.1602084],[ 0.903085 -0.353654  0.510655]
938,[-2.3025017  2.0900674  2.4339892  2.3592572  7.9228794  2.0333215 -0.1601761],[ 0.903089 -0.353655  0.510655]
939,[-2.3024643  2.0901087  2.4339698  2.3592727  7.9228939  2.0332989 -0.160218 ],[ 0.90309  -0.353653  0.510657]
940,[-2.3024113  2.0900891  2.4339441  2.3592498  7.9229124  2.0333323 -0.1601614],[ 0.903039 -0.353673  0.510641]
941,[-2.3024669  2.0901504  2.4339803  2.3592801  7.922851   2.0333475 -0.1602222],[ 0.90304  -0.353684  0.510641]
942,[-2.3024497  2.0900805  2.434038   2.3592701  7.9228729  2.0333583 -0.1601665],[ 0.903041 -0.353683  0.510643]
943,[-2.3024464  2.0901134  2.4339293  2.3592703  7.9228641  2.0333177 -0.1602149],[ 0.903077 -0.353658  0.510651]
944,[-2.3024576  2.090117   2.433926   2.3592372  7.9228633  2.0333466 -0.1601573],[ 0.903083 -0.353654  0.510657]
945,[-2.3024161  2.0900817  2.434012   2.3593001  7.9228473  2.0333676 -0.1602105],[ 0.903051 -0.353684  0.510648]
946,[-2.3024678  2.0900736  2.434019   2.3593042  7.9228843  2.0333161 -0.160229 ],[ 0.903082 -0.353645  0.510649]
947,[-2.3024764  2.0901106  2.4339842  2.3592372  7.9228529  2.0332765 -0.1601721],[ 0.903066 -0.353656  0.510648]
948,[-2.3024528  2.0900464  2.4339822  2.3592565  7.9228304  2.0333752 -0.1601608],[ 0.903038 -0.353686  0.510636]
949,[-2.3023918  2.0901168  2.4339956  2.3593063  7.9228431  2.0333554 -0.1601718],[ 0.903069 -0.353658  0.510644]
950,[-2.302423   2.0900779  2.4339393  2.3592705  7.9228242  2.0333547 -0.1602026],[ 0.903051 -0.353686  0.510639]
951,[-2.3024681  2.0900929  2.4339565  2.3592717  7.9228151  2.0333666 -0.1601174],[ 0.903079 -0.353658  0.510646]
952,[-2.3024323  2.0900832  2.433966   2.3592975  7.9227635  2.0333475 -0.16013  ],[ 0.903055 -0.353684  0.510636]
953,[-2.3023985  2.0900135  2.4339422  2.3592469  7.9227539  2.0333049 -0.1602321],[ 0.90308  -0.353656  0.510641]
954,[-2.3024044  2.0901251  2.4339839  2.359261   7.9227885  2.0333754 -0.1602117],[ 0.903082 -0.353648  0.510628]
955,[-2.3024528  2.0901599  2.4339741  2.3592534  7.9228555  2.0333382 -0.1601765],[ 0.903083 -0.353665  0.510641]
956,[-2.3024817  2.0900305  2.4340106  2.359281   7.9228011  2.0333592 -0.1601662],[ 0.903083 -0.353663  0.510637]
957,[-2.3024271  2.0900975  2.4339701  2.3592763  7.9228653  2.0333239 -0.1601753],[ 0.90309  -0.353657  0.510626]
958,[-2.302428   2.0901103  2.4340743  2.3593204  7.922811   2.0333535 -0.1601683],[ 0.903084 -0.353662  0.510643]
959,[-2.3024507  2.0900996  2.4339119  2.3592758  7.9228006  2.0333671 -0.1601926],[ 0.90308  -0.353661  0.510642]
960,[-2.3024504  2.0900796  2.4340035  2.3592539  7.9227834  2.0333723 -0.1601832],[ 0.903076 -0.353659  0.51064 ]
961,[-2.302485   2.0901428  2.4340066  2.3593094  7.9227446  2.0333204 -0.1602225],[ 0.903072 -0.353662  0.510635]
962,[-2.3024545  2.0901237  2.4340073  2.3592908  7.9228368  2.0333742 -0.1601721],[ 0.903074 -0.353665  0.510634]
963,[-2.3024457  2.0900469  2.4339937  2.3592832  7.9228193  2.0333366 -0.1601738],[ 0.903045 -0.353698  0.510623]
964,[-2.3024748  2.0900455  2.4340304  2.3592682  7.9227908  2.0333595 -0.1602354],[ 0.903052 -0.353689  0.510609]
965,[-2.3024547  2.090071   2.4340559  2.3592527  7.9227266  2.0333409 -0.1601939],[ 0.903056 -0.353697  0.51062 ]
966,[-2.3024347  2.0900822  2.4340304  2.3592887  7.9227852  2.0333239 -0.1601487],[ 0.903085 -0.353669  0.510627]
967,[-2.3024555  2.0900853  2.433993   2.3592434  7.9227471  2.0333568 -0.1601777],[ 0.903057 -0.353699  0.510609]
968,[-2.3024063  2.0901089  2.4340001  2.3592009  7.9227905  2.0333997 -0.1601945],[ 0.903056 -0.353698  0.510606]
969,[-2.3024378  2.0900979  2.4340707  2.3592488  7.9227421  2.0333652 -0.1602177],[ 0.903078 -0.35367   0.510605]
970,[-2.3024822  2.090102   2.4340345  2.3592293  7.9227348  2.0333366 -0.1601785],[ 0.90308  -0.353673  0.510602]
971,[-2.3024912  2.0901018  2.4340688  2.3592403  7.9227117  2.0333578 -0.160131 ],[ 0.903079 -0.353674  0.5106  ]
972,[-2.3024397  2.0900848  2.434055   2.359236   7.9227173  2.0333621 -0.1601597],[ 0.903083 -0.353681  0.510592]
973,[-2.3024266  2.0901332  2.4340247  2.3593452  7.9227322  2.0333471 -0.1601538],[ 0.903084 -0.353681  0.510588]
974,[-2.3024693  2.0900851  2.4341007  2.3592627  7.9226708  2.0333306 -0.1601455],[ 0.903078 -0.353681  0.510578]
975,[-2.3024595  2.0900815  2.4341248  2.3592488  7.9226757  2.033292  -0.1601572],[ 0.903047 -0.35371   0.510565]
976,[-2.3024316  2.0901003  2.4341997  2.3592472  7.9226814  2.0333089 -0.1601699],[ 0.903086 -0.353687  0.510528]
977,[-2.3024514  2.0900872  2.4343043  2.3593182  7.9227205  2.0333358 -0.160179 ],[ 0.903057 -0.35372   0.510516]
978,[-2.3033505  2.3468984  2.4389023  2.4408776  7.9219689  2.0374665 -0.1601579],[ 0.986929 -0.260887  0.562195]
979,[-2.3033822  2.3468914  2.4388815  2.4408431  7.9219957  2.0374696 -0.1601587],[ 0.986927 -0.260888  0.562194]
980,[-2.3033822  2.3468252  2.4388858  2.4408109  7.9219721  2.0375065 -0.1602178],[ 0.986927 -0.260887  0.562191]
981,[-2.3033252  2.34686    2.4389085  2.440859   7.9219542  2.0374703 -0.1601828],[ 0.986927 -0.260894  0.562194]
982,[-2.3033228  2.3468738  2.4389096  2.4408095  7.9219466  2.0374035 -0.1601688],[ 0.986926 -0.260896  0.562191]
983,[-2.3033293  2.3468593  2.4389168  2.4408102  7.9219224  2.037461  -0.1601978],[ 0.986922 -0.260899  0.562186]
984,[-2.3033567  2.3468283  2.4388963  2.4408033  7.9219363  2.0374421 -0.1602057],[ 0.986919 -0.260901  0.562187]
985,[-2.3033471  2.3467656  2.4389356  2.4408335  7.9219535  2.0374059 -0.1602602],[ 0.986883 -0.260901  0.562181]
986,[-2.3033548  2.3467582  2.4388949  2.4408149  7.9219608  2.0374653 -0.1601838],[ 0.986903 -0.260933  0.562199]
987,[-2.3033715  2.346751   2.4388868  2.4408238  7.921869   2.0374874 -0.1602262],[ 0.986902 -0.260922  0.562183]
988,[-2.3033412  2.3467551  2.4388515  2.4408245  7.9218956  2.037449  -0.1601557],[ 0.986896 -0.260932  0.562174]
989,[-2.3033428  2.3466957  2.4388868  2.4408624  7.9218784  2.0374846 -0.1602341],[ 0.986874 -0.260945  0.562182]
990,[-2.3034075  2.3467486  2.4389011  2.4408517  7.9219124  2.0374815 -0.1602091],[ 0.98689  -0.260933  0.56217 ]
991,[-2.3033979  2.346742   2.4389063  2.4408047  7.9219512  2.0374295 -0.160185 ],[ 0.986867 -0.260937  0.562159]
992,[-2.3033772  2.3466857  2.4389213  2.4408252  7.9219412  2.0375065 -0.1601788],[ 0.986883 -0.260939  0.562164]
993,[-2.303334   2.3466831  2.4389151  2.440793   7.9219372  2.0374557 -0.1602291],[ 0.986862 -0.260959  0.562172]
994,[-2.3033836  2.3466404  2.438907   2.4408774  7.9219519  2.0374707 -0.1601695],[ 0.986865 -0.260958  0.562156]
995,[-2.3033891  2.3467274  2.4388996  2.4408402  7.9219366  2.037507  -0.1601683],[ 0.986887 -0.260973  0.562182]
996,[-2.3033953  2.3466247  2.4389046  2.4408064  7.9219733  2.0374741 -0.160232 ],[ 0.986846 -0.260954  0.562154]
997,[-2.3033722  2.3465825  2.4388496  2.4408629  7.9219927  2.037439  -0.1601912],[ 0.986843 -0.260951  0.562156]
998,[-2.3034039  2.3465743  2.4389089  2.4408235  7.9219159  2.0374581 -0.1602161],[ 0.986835 -0.260978  0.562166]
999,[-2.3033507  2.3466068  2.4388426  2.4408483  7.9219367  2.0374822 -0.16018  ],[ 0.986837 -0.26098   0.562165]
1000,[-2.3033233  2.346659   2.4388901  2.4408304  7.9219105  2.037516  -0.1601571],[ 0.986839 -0.260982  0.562165]
1001,[-2.3033512  2.346613   2.4388922  2.4408414  7.921932   2.0374779 -0.1602159],[ 0.986842 -0.260969  0.56215 ]
1002,[-2.3033805  2.3466247  2.4388667  2.440818   7.9219571  2.0374588 -0.1601774],[ 0.986844 -0.260986  0.562166]
1003,[-2.3033173  2.3465982  2.4388751  2.4407875  7.9219782  2.0374586 -0.1602114],[ 0.986838 -0.260989  0.56216 ]
1004,[-2.303366   2.3465634  2.4389118  2.4408452  7.9219213  2.0374192 -0.1601834],[ 0.986837 -0.260991  0.562159]
1005,[-2.3033641  2.3465367  2.4389299  2.4407961  7.921925   2.0374722 -0.1601738],[ 0.986829 -0.260998  0.562156]
1006,[-2.3033798  2.346499   2.4388539  2.4408498  7.9219516  2.0374314 -0.1601891],[ 0.986827 -0.261     0.562156]
1007,[-2.3033486  2.3465515  2.4388076  2.4407847  7.9219606  2.0374221 -0.1602154],[ 0.986821 -0.261003  0.562156]
1008,[-2.3033135  2.3465035  2.4389468  2.4409048  7.9219349  2.0374867 -0.1601875],[ 0.986821 -0.261005  0.562156]
1009,[-2.3032949  2.3464795  2.4388751  2.4408323  7.9219908  2.0374204 -0.160176 ],[ 0.986819 -0.261013  0.562153]
1010,[-2.3033853  2.3465107  2.4388839  2.4408285  7.9218822  2.0374576 -0.1602453],[ 0.986818 -0.261011  0.562154]
1011,[-2.3034268  2.3464985  2.438892   2.4407623  7.9219428  2.0374572 -0.1601604],[ 0.986811 -0.26102   0.562154]
1012,[-2.3033498  2.3464344  2.4388899  2.4408233  7.9219212  2.0374817 -0.160171 ],[ 0.986809 -0.261022  0.562147]
1013,[-2.3033829  2.3464187  2.4389166  2.4408545  7.9219448  2.0374903 -0.1601908],[ 0.986801 -0.26103   0.562142]
1014,[-2.3033746  2.3464134  2.4388736  2.4407975  7.921906   2.0374228 -0.1601697],[ 0.986795 -0.261041  0.562133]
1015,[-2.3034055  2.346355   2.4389037  2.4408052  7.9220011  2.0374521 -0.1601978],[ 0.986794 -0.261045  0.562133]
1016,[-2.3033452  2.34637    2.4388856  2.4408199  7.9219752  2.03746   -0.1601964],[ 0.986792 -0.261048  0.56213 ]
1017,[-2.3033157  2.346371   2.4388655  2.4408042  7.9219296  2.0374705 -0.1602255],[ 0.98679  -0.261048  0.562129]
1018,[-2.3033154  2.346387   2.4389166  2.4408886  7.9219246  2.0374631 -0.1602217],[ 0.986779 -0.261049  0.562135]
1019,[-2.3033548  2.3463123  2.438845   2.4408459  7.9219345  2.03747   -0.1602044],[ 0.986778 -0.261053  0.562127]
1020,[-2.3033548  2.3463397  2.4388341  2.4408254  7.9219211  2.0374598 -0.1601198],[ 0.986777 -0.261058  0.562129]
1021,[-2.3033371  2.3463636  2.4388651  2.4407746  7.9219389  2.0373878 -0.1602213],[ 0.986777 -0.261058  0.562129]
1022,[-2.3033898  2.3462975  2.4388739  2.4408242  7.9219683  2.0374409 -0.1601713],[ 0.986769 -0.261058  0.562132]
1023,[-2.1580322  2.3529954  2.439689   2.5268523  7.9219343  2.0425026 -0.1602333],[ 1.014964 -0.251732  0.564036]
1024,[-2.1580372  2.3529985  2.4396249  2.5268192  7.9219925  2.0425529 -0.16019  ],[ 1.014965 -0.251729  0.564022]
1025,[-2.1580441  2.3529854  2.4396228  2.5267994  7.9220164  2.0425445 -0.1602182],[ 1.014967 -0.251737  0.56403 ]
1026,[-2.1580544  2.3529656  2.4396685  2.5267458  7.9220465  2.0425307 -0.1601641],[ 1.014966 -0.251738  0.564026]
1027,[-2.1580231  2.3529234  2.4396671  2.5267853  7.9219567  2.0425123 -0.160231 ],[ 1.014964 -0.251732  0.564021]
1028,[-2.1579969  2.3529361  2.4396852  2.5267269  7.9220175  2.0424692 -0.1602044],[ 1.014963 -0.251739  0.564015]
1029,[-2.1580196  2.3528216  2.4397019  2.5268149  7.9219847  2.0425019 -0.160232 ],[ 1.014962 -0.251742  0.564013]
1030,[-2.1580444  2.3528915  2.4396404  2.526772   7.9219989  2.0425407 -0.1602505],[ 1.014963 -0.251752  0.564004]
1031,[-2.1580575  2.3528932  2.4396683  2.5267563  7.9219751  2.0424775 -0.1602126],[ 1.01496  -0.251757  0.564   ]
1032,[-2.1579633  2.3528886  2.439663   2.5268204  7.9219387  2.0425383 -0.160183 ],[ 1.014943 -0.251756  0.564005]
1033,[-2.1580012  2.3529211  2.4396914  2.5268171  7.9220294  2.0425162 -0.1601883],[ 1.014941 -0.251757  0.564007]
1034,[-2.1580446  2.3528309  2.4397267  2.5268395  7.9219859  2.0424883 -0.1602364],[ 1.014938 -0.251757  0.564008]
1035,[-2.1580019  2.3528481  2.4397045  2.5268287  7.9218971  2.0425531 -0.1601882],[ 1.014939 -0.251769  0.564003]
1036,[-2.1580551  2.3528381  2.4397432  2.5268078  7.9219819  2.04252   -0.1601874],[ 1.014939 -0.251771  0.564   ]
1037,[-2.1579943  2.3528653  2.4396523  2.5268218  7.9220386  2.0424573 -0.160228 ],[ 1.014943 -0.251777  0.563996]
1038,[-2.1579967  2.3528276  2.4396826  2.5268118  7.9219696  2.0425655 -0.1602143],[ 1.014944 -0.251778  0.563992]
1039,[-2.1580045  2.3528135  2.4396015  2.5267727  7.9220189  2.0424575 -0.1601586],[ 1.014939 -0.251779  0.563995]
1040,[-2.1580112  2.3528276  2.4397248  2.5267687  7.9219661  2.0425171 -0.1602026],[ 1.014938 -0.251774  0.563993]
1041,[-2.1579438  2.3527132  2.4396843  2.5267176  7.9220479  2.0424685 -0.1601818],[ 1.014938 -0.251785  0.56399 ]
1042,[-2.1580127  2.3527513  2.4396809  2.5268106  7.922018   2.0424744 -0.1601323],[ 1.014936 -0.251786  0.56399 ]
1043,[-2.1579762  2.3527945  2.4396475  2.5268151  7.9219736  2.0425193 -0.1601674],[ 1.014936 -0.251787  0.563991]
1044,[-2.1580122  2.3527408  2.4396712  2.5267958  7.9220387  2.0424732 -0.1602097],[ 1.01493  -0.251789  0.563988]
1045,[-2.1580439  2.352804   2.4396583  2.5268521  7.9219472  2.0424713 -0.1601848],[ 1.014927 -0.25179   0.563992]
1046,[-2.158056   2.3527396  2.439629   2.526819   7.9220088  2.0424778 -0.160207 ],[ 1.014925 -0.251789  0.563991]
1047,[-2.1580808  2.352798   2.4396542  2.5268211  7.9220194  2.0425104 -0.1601947],[ 1.014921 -0.251794  0.563992]
1048,[-2.1579857  2.3527263  2.4396502  2.5267925  7.9219777  2.0424556 -0.1601581],[ 1.014919 -0.251793  0.563993]
1049,[-2.1580124  2.3527196  2.4396537  2.5268106  7.9220415  2.0424689 -0.1601873],[ 1.014918 -0.251794  0.563994]
1050,[-2.1579845  2.3527844  2.4396464  2.5267684  7.921978   2.0424458 -0.160198 ],[ 1.014921 -0.251799  0.563992]
1051,[-2.1580169  2.3527248  2.4396471  2.5267524  7.921968   2.042484  -0.1601853],[ 1.014922 -0.251801  0.563989]
1052,[-2.1580229  2.3526931  2.4396471  2.5268192  7.9219848  2.0425274 -0.1601868],[ 1.014924 -0.251797  0.563987]
1053,[-2.1579919  2.3526864  2.4396998  2.5268213  7.9219993  2.0425128 -0.1602026],[ 1.014925 -0.251801  0.563984]
1054,[-2.1580119  2.3526745  2.4396111  2.5267334  7.9219746  2.0424661 -0.1601841],[ 1.014924 -0.251805  0.563982]
1055,[-2.1580179  2.3526659  2.4396797  2.5268073  7.922066   2.0425002 -0.1601607],[ 1.014918 -0.251815  0.563978]
1056,[-2.1580568  2.3526576  2.4396821  2.5267877  7.9219792  2.0425045 -0.1601879],[ 1.014914 -0.251814  0.563979]
1057,[-2.1580162  2.3526404  2.4396826  2.5267472  7.9219871  2.0425085 -0.1602358],[ 1.014912 -0.251816  0.56398 ]
1058,[-2.1580589  2.3526268  2.4396533  2.5267822  7.9219836  2.0425317 -0.1601471],[ 1.014904 -0.251819  0.563976]
1059,[-2.1580682  2.3526922  2.439639   2.5268314  7.9219748  2.0425009 -0.1602013],[ 1.014902 -0.25182   0.563976]
1060,[-2.1579814  2.3526407  2.4396669  2.5268342  7.9220263  2.0425121 -0.1601258],[ 1.0149   -0.251821  0.56398 ]
1061,[-2.1580239  2.352525   2.4396411  2.5268104  7.9220062  2.0425159 -0.1602218],[ 1.014889 -0.251832  0.563976]
1062,[-2.1579721  2.3526693  2.4396433  2.5268087  7.9219965  2.0425677 -0.1601465],[ 1.014887 -0.251838  0.563975]
1063,[-2.158041   2.3525167  2.4396912  2.526802   7.9220013  2.04256   -0.1602067],[ 1.014854 -0.251868  0.563967]
1064,[-2.1579571  2.3525088  2.4396752  2.5268888  7.921984   2.0425028 -0.1602194],[ 1.014883 -0.251854  0.563972]
1065,[-2.1580022  2.3524681  2.4396433  2.5268023  7.9220455  2.0425033 -0.1601516],[ 1.014854 -0.251871  0.563961]
1066,[-1.9218114  2.348594   2.439401   2.5586071  7.9261567  2.0479402 -0.1601637],[ 1.038767 -0.25451   0.56399 ]
1067,[-1.9218765  2.3485907  2.4394542  2.5585684  7.926101   2.0479314 -0.1601733],[ 1.038756 -0.254518  0.563989]
1068,[-1.9218169  2.3485227  2.4394678  2.5582769  7.926116   2.047943  -0.1601933],[ 1.038722 -0.254606  0.563999]
1069,[-1.9218467  2.3485415  2.439437   2.5581898  7.9261491  2.0480038 -0.1601585],[ 1.038722 -0.25462   0.564001]
1070,[-1.9218142  2.3485747  2.4394416  2.558079   7.9261858  2.0479402 -0.1602048],[ 1.038718 -0.254643  0.563995]
1071,[-1.9217937  2.348562   2.4393929  2.5581023  7.9261687  2.0479247 -0.1601596],[ 1.038714 -0.254646  0.563999]
1072,[-1.9218452  2.3485258  2.4394079  2.5580396  7.9261542  2.0479037 -0.1602317],[ 1.03871  -0.254653  0.563997]
1073,[-1.9218556  2.3485899  2.4394375  2.5578334  7.9262021  2.047913  -0.1602019],[ 1.038689 -0.254685  0.563991]
1074,[-1.9218433  2.3485771  2.4394206  2.5577786  7.9262106  2.047943  -0.1602359],[ 1.038685 -0.254696  0.56399 ]
1075,[-1.9218718  2.3485933  2.4394516  2.5577624  7.9261691  2.0479702 -0.1601617],[ 1.038684 -0.254705  0.563985]
1076,[-1.9218351  2.348574   2.4394728  2.5575881  7.9261764  2.0479297 -0.1601669],[ 1.038676 -0.254757  0.563988]
1077,[-1.9218124  2.3485387  2.4394332  2.5574517  7.9261611  2.0479411 -0.1601879],[ 1.03867  -0.254775  0.56399 ]
1078,[-1.9218716  2.3485911  2.4393805  2.5574817  7.9261846  2.0479442 -0.1602061],[ 1.038665 -0.254787  0.563986]
1079,[-1.9218256  2.3485706  2.4394423  2.5573651  7.9261733  2.0479261 -0.1601945],[ 1.038666 -0.254816  0.563986]
1080,[-1.9218101  2.3485995  2.439396   2.5573506  7.9261588  2.0479151 -0.1601696],[ 1.038664 -0.254822  0.563986]
1081,[-1.921822   2.3485473  2.4394053  2.5572531  7.9261017  2.0479478 -0.1601896],[ 1.03866  -0.254829  0.563987]
1082,[-1.921836   2.3485547  2.4394349  2.5570039  7.9261725  2.0479559 -0.1602138],[ 1.03864  -0.254881  0.563985]
1083,[-1.9218531  2.3486112  2.4393741  2.5569663  7.9261538  2.0479728 -0.1602364],[ 1.038635 -0.254886  0.563985]
1084,[-1.9218101  2.3485237  2.4394303  2.556987   7.9261275  2.0479457 -0.1601512],[ 1.038623 -0.254892  0.563982]
1085,[-1.9218003  2.3485029  2.439433   2.5566418  7.9261567  2.0479304 -0.1601895],[ 1.038595 -0.254959  0.563997]
1086,[-1.9218331  2.3486247  2.439463   2.5566239  7.9261386  2.0479302 -0.1601559],[ 1.038589 -0.254972  0.563996]
1087,[-1.9218729  2.3485821  2.4394387  2.5565629  7.92615    2.0479776 -0.1601808],[ 1.038585 -0.254985  0.563996]
1088,[-1.9218643  2.3485341  2.4394087  2.5564005  7.9261047  2.0479554 -0.1601581],[ 1.038577 -0.255028  0.563992]
1089,[-1.9217897  2.3485513  2.4394494  2.5563965  7.92613    2.047965  -0.1601549],[ 1.038576 -0.255034  0.563987]
