id,joint_position,m6
2065,[-2.595612   1.7803157  2.1174903  0.1171409  1.0926962 -0.3481953 -0.4013048],[-0.414587  0.435461  0.149528]
2066,[-2.5978272  1.7820056  2.1187696  0.1199559  1.0790582 -0.3537821 -0.4015523],[-0.41449   0.433897  0.150495]
2067,[-2.6032875  1.7846111  2.1181312  0.1215808  1.0469656 -0.3683439 -0.402052 ],[-0.414565  0.429232  0.153751]
2068,[-2.6047344  1.7848495  2.117516   0.1214687  1.040215  -0.371783  -0.4022411],[-0.414661  0.428534  0.154448]
2069,[-2.6104503  1.7853168  2.1144662  0.1225466  1.0143456 -0.3905706 -0.4042503],[-0.415662  0.425086  0.158622]
2070,[-2.6159236  1.7855743  2.1118214  0.1231327  0.9946218 -0.4117158 -0.4086673],[-0.41685   0.422823  0.163117]
2071,[-2.617162   1.7855991  2.1114252  0.1231949  0.9903636 -0.4172909 -0.4099383],[-0.417088  0.422521  0.163962]
2072,[-2.6238163  1.7849277  2.1083918  0.1227004  0.9679294 -0.4443026 -0.4168162],[-0.418138  0.420437  0.168447]
2073,[-2.6285067  1.7809184  2.1027975  0.1191338  0.9450617 -0.4644299 -0.4212932],[-0.419134  0.417543  0.171615]
2074,[-2.6294961  1.7791694  2.1007295  0.1177943  0.9394956 -0.468899  -0.422842 ],[-0.419362  0.416743  0.172138]
2075,[-2.6306248  1.7771705  2.098316   0.1160862  0.9324536 -0.4741439 -0.4243794],[-0.419595  0.415909  0.17269 ]
2076,[-2.6338036  1.7639659  2.0829718  0.1064861  0.8964505 -0.5025425 -0.4393517],[-0.421452  0.408961  0.176183]
2077,[-2.6343882  1.7580627  2.0764315  0.1042681  0.8788576 -0.5146197 -0.4472707],[-0.42251   0.403869  0.178517]
2078,[-2.634362   1.7550014  2.0729911  0.1030617  0.8698821 -0.5209635 -0.4507534],[-0.422858  0.402018  0.179294]
2079,[-2.6344008  1.7519038  2.0693285  0.1017881  0.8616014 -0.526431  -0.4530095],[-0.423181  0.400203  0.18009 ]
2080,[-2.6342473  1.7485469  2.0655122  0.0998394  0.8526945 -0.5331892 -0.4542244],[-0.423509  0.398306  0.180877]
2081,[-2.6326482  1.7317641  2.046051   0.0891283  0.8164058 -0.5678671 -0.4572535],[-0.425343  0.387089  0.185677]
2082,[-2.6307473  1.7200416  2.0329514  0.0858441  0.7929702 -0.5916377 -0.4590717],[-0.427048  0.378537  0.189739]
2083,[-2.627779   1.7089351  2.0213606  0.0869185  0.7718472 -0.6147467 -0.4593085],[-0.428884  0.370266  0.19405 ]
2084,[-2.6271696  1.7072623  2.0197058  0.0878181  0.768353  -0.6174302 -0.4592838],[-0.429109  0.369097  0.194698]
2085,[-2.6254361  1.7029269  2.0161586  0.0924901  0.7550421 -0.6242545 -0.4593546],[-0.429714  0.364465  0.196513]
2086,[-2.6248426  1.701937   2.0154831  0.0949087  0.7496266 -0.6257793 -0.4593357],[-0.429768  0.363287  0.196887]
2087,[-2.6245186  1.7009338  2.0153515  0.0978137  0.7446966 -0.6267418 -0.4592939],[-0.429786  0.362116  0.197229]
2088,[-2.6233292  1.6994632  2.0159328  0.1072362  0.7312636 -0.6268927 -0.4592285],[-0.429515  0.358082  0.197902]
2089,[-2.6227281  1.6993602  2.0165751  0.1103782  0.7278295 -0.6266404 -0.4591911],[-0.429379  0.357249  0.197934]
2090,[-2.6222222  1.6992801  2.0174263  0.1135838  0.7245646 -0.6259241 -0.4592175],[-0.42921   0.356481  0.197926]
2091,[-2.614233   1.6999763  2.0295238  0.1446667  0.6999898 -0.5975021 -0.4592973],[-0.426433  0.348451  0.194566]
2092,[-2.6123068  1.7007735  2.0320382  0.1494038  0.7000837 -0.592025  -0.4592229],[-0.426182  0.347951  0.193942]
2093,[-2.6103692  1.7019561  2.0348704  0.1548497  0.7011633 -0.5863153 -0.4592741],[-0.425747  0.346967  0.192741]
2094,[-2.6036284  1.706158   2.0445373  0.1720593  0.7065544 -0.5713505 -0.4592953],[-0.425015  0.345543  0.191075]
2095,[-2.60074    1.7078098  2.0480316  0.1773492  0.7095933 -0.5656352 -0.4592343],[-0.424707  0.344985  0.190587]
2096,[-2.5886734  1.7154067  2.0616386  0.1968525  0.7285218 -0.5442809 -0.4592658],[-0.423308  0.343171  0.187423]
2097,[-2.5693269  1.7267306  2.0794587  0.2239254  0.7576656 -0.5178918 -0.4592578],[-0.42175   0.340664  0.184887]
2098,[-2.5653255  1.7287906  2.0826955  0.2285488  0.7641301 -0.5135736 -0.4592322],[-0.421467  0.340116  0.18456 ]
2099,[-2.5460939  1.7379115  2.0954154  0.2468031  0.7941914 -0.4910454 -0.4592293],[-0.42025   0.337978  0.182632]
2100,[-2.5251131  1.7466911  2.1069775  0.2632912  0.8324065 -0.4690838 -0.4592096],[-0.419429  0.336317  0.180709]
2101,[-2.51986    1.7485755  2.1092198  0.2663274  0.8431854 -0.4632638 -0.459217 ],[-0.419309  0.3361    0.180343]
2102,[-2.492769   1.7552112  2.115989   0.2744557  0.892271  -0.4364187 -0.4592015],[-0.418569  0.334032  0.177698]
2103,[-2.4706538  1.7581466  2.1166003  0.2748016  0.9346738 -0.4090302 -0.4592624],[-0.418151  0.332414  0.174763]
2104,[-2.4649537  1.7586177  2.1163507  0.2742673  0.9468393 -0.4018081 -0.4592801],[-0.418127  0.332199  0.174228]
2105,[-2.4479115  1.7592128  2.1140308  0.2707614  0.9851689 -0.3835635 -0.4591595],[-0.418352  0.331749  0.17229 ]
2106,[-2.4422941  1.7592242  2.1126235  0.2689916  0.9976811 -0.3779497 -0.459173 ],[-0.418435  0.331531  0.171873]
2107,[-2.4077213  1.7577079  2.0990705  0.254203   1.0793023 -0.3339047 -0.4592057],[-0.419238  0.330569  0.168864]
2108,[-2.3861949  1.7540515  2.0840077  0.2388491  1.1330523 -0.2998484 -0.4592618],[-0.419769  0.330205  0.167109]
2109,[-2.3813632  1.7524532  2.0792241  0.2342796  1.1446042 -0.2931712 -0.4591857],[-0.419871  0.329931  0.166947]
2110,[-2.3566949  1.743399   2.0548179  0.2127298  1.2085857 -0.247214  -0.4591639],[-0.420674  0.328474  0.165273]
2111,[-2.3383663  1.7344497  2.0349679  0.1987172  1.2624402 -0.2130705 -0.4591795],[-0.421657  0.328094  0.163933]
2112,[-2.3341975  1.7318748  2.0300062  0.1956224  1.275146  -0.2064441 -0.4591137],[-0.421887  0.328023  0.163724]
2113,[-2.3223751  1.7236789  2.0145769  0.1854208  1.3091264 -0.1864675 -0.4589379],[-0.42289   0.327125  0.163383]
2114,[-2.3153474  1.7178348  2.0039599  0.1781753  1.3292937 -0.1758853 -0.4589647],[-0.423505  0.326433  0.16375 ]
2115,[-2.3031089  1.7041839  1.9810983  0.158001   1.3733058 -0.1505821 -0.4588789],[-0.424229  0.326524  0.162462]
2116,[-2.300123   1.7006667  1.9753358  0.152786   1.3849096 -0.1447415 -0.4588045],[-0.424448  0.326626  0.162371]
2117,[-2.2948852  1.6930507  1.9638493  0.1423962  1.4060378 -0.1333625 -0.458108 ],[-0.424933  0.327177  0.161754]
2118,[-2.290056   1.6853259  1.9527156  0.1320227  1.4261231 -0.1214157 -0.4572491],[-0.425175  0.327425  0.161046]
2119,[-2.2878561  1.6811851  1.9467614  0.126368   1.4352956 -0.1144703 -0.4567928],[-0.425167  0.327589  0.160506]
2120,[-2.2772787  1.6584438  1.9155749  0.0908487  1.4806924 -0.0934794 -0.4560319],[-0.425506  0.329386  0.157942]
2121,[-2.2747626  1.6539367  1.9097865  0.0842662  1.4924698 -0.0914906 -0.4560116],[-0.425644  0.330069  0.157849]
2122,[-2.2720761  1.6492484  1.9042152  0.0777966  1.5053105 -0.0885523 -0.4561118],[-0.425647  0.330816  0.157657]
2123,[-2.269721   1.6446345  1.8984009  0.0706445  1.5198641 -0.0853589 -0.4561381],[-0.425629  0.331827  0.157449]
2124,[-2.2667134  1.639706   1.8922898  0.062439   1.5361061 -0.0809966 -0.4560947],[-0.425566  0.332994  0.157191]
2125,[-2.2638676  1.6342166  1.8855571  0.0531571  1.5541401 -0.0763371 -0.4560945],[-0.425301  0.334413  0.156902]
2126,[-2.2528067  1.6151603  1.8620954  0.0173705  1.6148801 -0.0670487 -0.456121 ],[-0.424048  0.341597  0.156094]
2127,[-2.248486   1.6083682  1.8541363  0.0060825  1.6356649 -0.0672113 -0.4561741],[-0.423926  0.343319  0.156451]
2128,[-2.2443593  1.6016601  1.8464667 -0.0040866  1.6574259 -0.0668384 -0.4562391],[-0.423629  0.345205  0.156497]
2129,[-2.2318938  1.5812247  1.8246211 -0.031928   1.7161283 -0.0669791 -0.4563671],[-0.422876  0.350732  0.157959]
2130,[-2.2237949  1.567551   1.810918  -0.0479062  1.7490029 -0.0669541 -0.4564052],[-0.422407  0.352283  0.158493]
2131,[-2.2060649  1.5410693  1.7848775 -0.0768442  1.8059268 -0.0667656 -0.4564193],[-0.420969  0.353276  0.159576]
2132,[-2.2012668  1.534983   1.7791914 -0.0828334  1.8190808 -0.0667454 -0.4564513],[-0.420583  0.353108  0.15977 ]
2133,[-2.1803486  1.5124877  1.7588676 -0.101849   1.8721719 -0.0671751 -0.4565794],[-0.41846   0.351117  0.161171]
2134,[-2.174897   1.5079177  1.755307  -0.104135   1.8843942 -0.0675608 -0.4565097],[-0.417981  0.35059   0.161449]
2135,[-2.1595476  1.4985526  1.7500654 -0.1017647  1.9092107 -0.0757243 -0.4565588],[-0.417056  0.346067  0.162769]
2136,[-2.149663   1.4960178  1.7508324 -0.0939475  1.9158216 -0.0802994 -0.4562964],[-0.416541  0.342808  0.16246 ]
2137,[-2.1311536  1.4986137  1.7675484 -0.0575403  1.9011235 -0.1165173 -0.4559079],[-0.417201  0.329585  0.162742]
2138,[-2.1281598  1.5008243  1.7727077 -0.0495663  1.8954759 -0.1234505 -0.455989 ],[-0.417223  0.327544  0.162724]
2139,[-2.1215336  1.5122531  1.7947325 -0.0169557  1.8629375 -0.1514351 -0.4558612],[-0.417778  0.317795  0.162058]
2140,[-2.1218147  1.5265926  1.8165213  0.0092686  1.8181338 -0.1818928 -0.4556716],[-0.419365  0.310741  0.162766]
2141,[-2.1399825  1.5455917  1.839344   0.0272495  1.744204  -0.2151989 -0.4556875],[-0.422492  0.307912  0.163765]
2142,[-2.1447408  1.5482829  1.842137   0.0285237  1.7322707 -0.2192015 -0.4557265],[-0.423074  0.308355  0.163944]
2143,[-2.1617584  1.5556758  1.8500106  0.0333177  1.7038693 -0.2296278 -0.4557211],[-0.425805  0.311717  0.164544]
2144,[-2.1678023  1.5581382  1.8524293  0.0350276  1.6945162 -0.2335598 -0.4557903],[-0.426635  0.312897  0.164724]
2145,[-2.1736994  1.5605567  1.8550849  0.0369947  1.6853428 -0.2371814 -0.455695 ],[-0.42747   0.314115  0.164958]
2146,[-2.1997809  1.5692905  1.8648276  0.0461378  1.6504216 -0.2516372 -0.4558697],[-0.432019  0.321247  0.165942]
2147,[-2.2131784  1.5732997  1.8692211  0.050819   1.6350732 -0.2574685 -0.4559416],[-0.433771  0.324493  0.16626 ]
2148,[-2.231987   1.5795406  1.8762624  0.0583513  1.6138248 -0.2663456 -0.4563025],[-0.437198  0.330896  0.167069]
2149,[-2.2527847  1.5880664  1.8867118  0.0706659  1.5898051 -0.277876  -0.4587719],[-0.440479  0.337491  0.168299]
2150,[-2.2566762  1.5904868  1.8893021  0.0731661  1.5843329 -0.2810012 -0.4598501],[-0.440992  0.338524  0.168598]
2151,[-2.2710676  1.6016219  1.9015663  0.0831588  1.5549517 -0.297623  -0.464545 ],[-0.442582  0.341914  0.170699]
2152,[-2.2726278  1.6039928  1.9040456  0.0849986  1.54773   -0.3010807 -0.4657235],[-0.442654  0.341857  0.171026]
2153,[-2.2753093  1.6086257  1.9088337  0.0892216  1.5322633 -0.3052332 -0.4693567],[-0.442476  0.340432  0.171716]
2154,[-2.2765665  1.6133941  1.9137001  0.0939783  1.5149426 -0.3077444 -0.4743846],[-0.44204   0.338548  0.171784]
2155,[-2.276823   1.6228431  1.924073   0.1068106  1.4747319 -0.3116686 -0.4934917],[-0.440527  0.330918  0.172214]
2156,[-2.2767053  1.6250404  1.926262   0.109867   1.4635158 -0.3120629 -0.4963484],[-0.439692  0.327044  0.172156]
2157,[-2.2763808  1.6287234  1.9299284  0.1152145  1.4398618 -0.3116714 -0.4984868],[-0.438278  0.320771  0.171891]
2158,[-2.2761314  1.6304038  1.9316434  0.1176894  1.4274535 -0.3112465 -0.4988443],[-0.437786  0.318701  0.171899]
2159,[-2.2756605  1.632027   1.9330992  0.1200647  1.4174876 -0.310776  -0.4990807],[-0.437347  0.316714  0.171855]
2160,[-2.2752728  1.6338847  1.9346817  0.1229707  1.407702  -0.3098975 -0.4996191],[-0.436481  0.313088  0.172019]
2161,[-2.2747812  1.6357387  1.9364853  0.1261625  1.3986144 -0.309523  -0.5002155],[-0.435649  0.309732  0.172343]
2162,[-2.2742438  1.642485   1.9429798  0.1390447  1.3678026 -0.3062119 -0.5032697],[-0.434873  0.306864  0.172573]
2163,[-2.2740417  1.6466125  1.9447283  0.1429376  1.3541203 -0.297034  -0.5070069],[-0.433665  0.303389  0.172469]
2164,[-2.2738347  1.6492313  1.9450147  0.1436274  1.3524122 -0.2880967 -0.5092402],[-0.433191  0.303011  0.17226 ]
2165,[-2.2735889  1.6538737  1.9433669  0.1400222  1.3685002 -0.2647452 -0.5127349],[-0.432537  0.306064  0.171784]
2166,[-2.2734883  1.6547073  1.9419879  0.1375727  1.3759918 -0.2587269 -0.5134737],[-0.432461  0.307201  0.171672]
2167,[-2.2727423  1.6552089  1.9403049  0.1343802  1.3846951 -0.2523869 -0.5142872],[-0.432402  0.308402  0.17165 ]
2168,[-2.2659702  1.6557716  1.929509   0.1132516  1.4367766 -0.2310508 -0.5182413],[-0.432094  0.31672   0.171932]
2169,[-2.2532485  1.655186   1.9163029  0.0906758  1.5074396 -0.2131457 -0.5190473],[-0.431099  0.326103  0.173651]
2170,[-2.249177   1.6549705  1.9130239  0.0853796  1.5243154 -0.2092466 -0.5191568],[-0.430767  0.327515  0.17415 ]
2171,[-2.2448528  1.6548331  1.9094999  0.0803801  1.539804  -0.2060334 -0.5191025],[-0.430385  0.328691  0.174715]
2172,[-2.2261472  1.6522697  1.8947092  0.0611709  1.5926576 -0.1931354 -0.5189726],[-0.427907  0.330507  0.17787 ]
2173,[-2.1955531  1.6453841  1.8732444  0.0344086  1.649703  -0.1637613 -0.51818  ],[-0.422938  0.326891  0.179474]
2174,[-2.1604357  1.6329864  1.8480872  0.0028559  1.7030129 -0.1370919 -0.5168983],[-0.416709  0.319592  0.18029 ]
2175,[-2.1229193  1.6165889  1.8226944 -0.0228537  1.7484021 -0.1046872 -0.5163372],[-0.409812  0.309422  0.17904 ]
2176,[-2.0875783  1.600796   1.802194  -0.0382502  1.7851577 -0.0820154 -0.5139031],[-0.403756  0.297415  0.178347]
2177,[-2.0683007  1.5922626  1.7913886 -0.0450208  1.8072305 -0.0670354 -0.5109622],[-0.399799  0.290272  0.177603]
2178,[-2.0563772  1.5874293  1.7856581 -0.0469693  1.821032  -0.0611046 -0.5094357],[-0.398153  0.28689   0.177592]
2179,[-2.0305266  1.5761645  1.7733214 -0.0511245  1.8571925 -0.0530026 -0.5063874],[-0.393848  0.279293  0.178207]
2180,[-2.0112092  1.5638908  1.7608807 -0.0596627  1.8974214 -0.0416285 -0.5010518],[-0.390449  0.276257  0.178505]
2181,[-1.9982926  1.551636   1.7512469 -0.0656318  1.9326959 -0.0286754 -0.4958184],[-0.387784  0.275453  0.177146]
2182,[-1.9877237  1.5411609  1.7464936 -0.0670986  1.9701457 -0.0233227 -0.4916317],[-0.385962  0.276432  0.176052]
2183,[-1.9825932  1.5356162  1.7456514 -0.0670379  1.989346  -0.0246726 -0.4868019],[-0.385149  0.277869  0.175774]
2184,[-1.9797586  1.5332721  1.7466471 -0.0654366  1.9976783 -0.0257564 -0.483935 ],[-0.384698  0.278147  0.175202]
2185,[-1.9730388  1.5347903  1.7625111 -0.0454415  2.0072942 -0.0362136 -0.4772383],[-0.383706  0.2778    0.172996]
2186,[-1.9642514  1.5498317  1.7951092 -0.0056696  2.007462  -0.0712765 -0.4711709],[-0.383298  0.27635   0.172831]
2187,[-1.9574364  1.5685008  1.8260887  0.0248441  2.0019708 -0.0929202 -0.4714138],[-0.381569  0.275998  0.172249]
2188,[-1.955959   1.5733455  1.8331747  0.0304752  1.9979062 -0.1003473 -0.4721204],[-0.381249  0.275851  0.172393]
2189,[-1.9546245  1.5779823  1.8401293  0.0343605  1.9929395 -0.1066455 -0.4731888],[-0.380907  0.275745  0.172547]
2190,[-1.9507899  1.5935195  1.8616309  0.0398073  1.9775958 -0.1201616 -0.4889562],[-0.378559  0.276091  0.172397]
2191,[-1.9473948  1.6025756  1.8748331  0.0323379  1.9758477 -0.1344746 -0.4995416],[-0.376311  0.279591  0.172856]
2192,[-1.9470574  1.6038993  1.8785558  0.0259149  1.9742665 -0.1552149 -0.5006304],[-0.376528  0.281616  0.174625]
2193,[-1.9471649  1.6038306  1.8790708  0.0250267  1.9733701 -0.1605566 -0.5007235],[-0.376711  0.281944  0.175031]
2194,[-1.9478838  1.60442    1.8809358  0.0219194  1.9664826 -0.1762766 -0.5007161],[-0.377707  0.282573  0.176553]
2195,[-1.9483457  1.6056865  1.8798087  0.0140132  1.9549689 -0.189893  -0.5007394],[-0.378191  0.281713  0.178497]
2196,[-1.9465252  1.6010326  1.8535137 -0.0375932  1.93469   -0.2110595 -0.4980026],[-0.377929  0.277776  0.18572 ]
2197,[-1.9459203  1.5991004  1.848781  -0.045084   1.9361672 -0.2125131 -0.4976891],[-0.377848  0.277677  0.186566]
2198,[-1.9420731  1.5886653  1.8271216 -0.0756352  1.9458699 -0.2196217 -0.4960648],[-0.377784  0.277113  0.191341]
2199,[-1.9371269  1.575312   1.8049121 -0.1028574  1.9610019 -0.225478  -0.494142 ],[-0.377969  0.27617   0.195879]
2200,[-1.9360487  1.5716365  1.7995197 -0.1089252  1.9649453 -0.2270467 -0.4937025],[-0.37797   0.275957  0.196684]
2201,[-1.9347265  1.5676234  1.7937199 -0.1155175  1.968039  -0.2281718 -0.4932816],[-0.378006  0.275618  0.197471]
2202,[-1.9301095  1.5476211  1.7669119 -0.1487872  1.9770226 -0.233418  -0.491993 ],[-0.37822   0.273087  0.200892]
2203,[-1.9229062  1.518082   1.7326784 -0.1892056  1.9897065 -0.2349315 -0.4906727],[-0.378306  0.268927  0.203147]
2204,[-1.9132671  1.4875091  1.7046766 -0.2230856  2.0094342 -0.2281057 -0.4888985],[-0.377161  0.265162  0.20254 ]
2205,[-1.9075397  1.4674686  1.6882818 -0.2460217  2.0184312 -0.2159085 -0.4873932],[-0.375591  0.263345  0.200001]
2206,[-1.9044532  1.4534209  1.676484  -0.2625655  2.020268  -0.2085022 -0.4865704],[-0.3749    0.261982  0.198354]
2207,[-1.8983963  1.4200977  1.6458575 -0.3018586  2.022675  -0.1854662 -0.4855381],[-0.373238  0.257678  0.193677]
2208,[-1.8936554  1.393658   1.6173249 -0.3289795  2.0323396 -0.1591352 -0.4849833],[-0.371923  0.254361  0.190597]
2209,[-1.8905149  1.3787044  1.5968572 -0.34191    2.0428662 -0.1447062 -0.4847849],[-0.3716    0.251511  0.190512]
2210,[-1.8897251  1.3760474  1.5925838 -0.3433363  2.0480933 -0.1401825 -0.4846972],[-0.371501  0.251168  0.190683]
2211,[-1.8887948  1.3738368  1.5887222 -0.3440214  2.0542827 -0.1354806 -0.4847312],[-0.371322  0.251029  0.19092 ]
2212,[-1.8858973  1.3671668  1.5743499 -0.3461204  2.0797229 -0.1136872 -0.4847334],[-0.370367  0.251441  0.192674]
2213,[-1.8839991  1.3614677  1.5587195 -0.3507935  2.1031356 -0.0911519 -0.484809 ],[-0.369473  0.251701  0.19471 ]
2214,[-1.8819578  1.3570426  1.5477612 -0.3564886  2.1304011 -0.0620136 -0.4847189],[-0.367679  0.254245  0.195735]
2215,[-1.8789423  1.3548339  1.5465173 -0.3572475  2.1520867 -0.0362976 -0.4847375],[-0.365315  0.256782  0.19431 ]
2216,[-1.8725569  1.3544048  1.5542078 -0.3571508  2.1808114 -0.0051208 -0.4847267],[-0.360747  0.261471  0.190938]
2217,[-1.8708961e+00  1.3544295e+00  1.5565634e+00 -3.5710320e-01  2.1861901e+00 -1.1257152e-03 -4.8471600e-01],[-0.360043  0.262128  0.190554]
2218,[-1.8627967  1.3552554  1.5680245 -0.3571175  2.2101674  0.0241579 -0.4847568],[-0.35522   0.266298  0.187647]
2219,[-1.8520544  1.3582462  1.5831953 -0.3589512  2.2277942  0.0504894 -0.4847261],[-0.349163  0.269962  0.183593]
2220,[-1.8497653  1.3585914  1.5857209 -0.3599907  2.2303252  0.0548871 -0.4846789],[-0.34822   0.270333  0.182982]
2221,[-1.8408587  1.3588794  1.5930511 -0.3658519  2.2442069  0.0824347 -0.4846641],[-0.343133  0.272331  0.17987 ]
2222,[-1.8304893  1.3583816  1.5981779 -0.3737381  2.2593293  0.1118328 -0.4846535],[-0.337596  0.273712  0.17685 ]
2223,[-1.8221791  1.3574393  1.5987315 -0.3833913  2.2685266  0.1456011 -0.4844365],[-0.332565  0.27408   0.173901]
2224,[-1.8154953  1.3569225  1.5978552 -0.3904227  2.2756858  0.1749289 -0.4841909],[-0.328616  0.273688  0.17172 ]
2225,[-1.8096114  1.3568919  1.5980002 -0.3940562  2.2922568  0.2025077 -0.4841686],[-0.325     0.274501  0.170364]
2226,[-1.8086917  1.3567241  1.597823  -0.3956606  2.2960467  0.2087516 -0.4841003],[-0.324278  0.274879  0.170131]
2227,[-1.8048564  1.3549598  1.5966085 -0.4055846  2.3115306  0.2339797 -0.4841357],[-0.320977  0.277012  0.169458]
2228,[-1.8022552  1.3522857  1.5943422 -0.4175506  2.3222489  0.2543638 -0.4841557],[-0.318169  0.279105  0.169068]
2229,[-1.8006675  1.3500446  1.5919862 -0.4272637  2.3292661  0.2683465 -0.4841479],[-0.316701  0.28025   0.169013]
2230,[-1.7997355  1.3486102  1.5904467 -0.4329652  2.333034   0.2759269 -0.4841663],[-0.315972  0.280827  0.169027]
2231,[-1.7948114  1.3442119  1.5861542 -0.4521576  2.3512979  0.2961269 -0.4842338],[-0.312542  0.283771  0.170288]
2232,[-1.7892845  1.3423789  1.5847622 -0.466586   2.3681121  0.3128907 -0.4842762],[-0.30939   0.286192  0.171958]
2233,[-1.7863458  1.3407348  1.5824    -0.4784732  2.3708186  0.3227521 -0.4842536],[-0.307877  0.287003  0.172489]
2234,[-1.780461   1.3364223  1.5754191 -0.5049354  2.3721995  0.3412203 -0.4842509],[-0.304533  0.287868  0.174212]
2235,[-1.7733443  1.3324855  1.5685178 -0.5280582  2.376965   0.3626362 -0.4842183],[-0.300828  0.288174  0.17569 ]
2236,[-1.7715968  1.3315452  1.5667082 -0.5330957  2.3786922  0.3674537 -0.484221 ],[-0.300068  0.288191  0.176036]
2237,[-1.7695391  1.3306411  1.5650513 -0.5380709  2.3803334  0.3725215 -0.4842555],[-0.299318  0.288165  0.176294]
2238,[-1.7616208  1.3268359  1.5588454 -0.5581092  2.3848872  0.3899224 -0.4842616],[-0.295841  0.28769   0.177874]
2239,[-1.7598283  1.3257831  1.5570228 -0.5633979  2.3851733  0.3949923 -0.4842305],[-0.295182  0.287555  0.178124]
2240,[-1.7560371  1.323725   1.5537932 -0.5731106  2.3861165  0.4040953 -0.4841976],[-0.293046  0.287097  0.178748]
2241,[-1.7523158  1.322182   1.5514798 -0.5818967  2.3879228  0.4134989 -0.4842636],[-0.291655  0.286836  0.179066]
2242,[-1.7429154  1.3187469  1.5479704 -0.6005274  2.3947129  0.4409564 -0.4842824],[-0.287253  0.286509  0.179301]
2243,[-1.734073   1.3159793  1.5466743 -0.617469   2.4010768  0.4691198 -0.4841533],[-0.282479  0.286744  0.178653]
2244,[-1.7247101  1.314688   1.5474724 -0.6307474  2.4109988  0.4894824 -0.4836673],[-0.278596  0.287191  0.178991]
2245,[-1.7223823  1.3147262  1.5481361 -0.6328359  2.4136977  0.4934416 -0.4835526],[-0.277832  0.28733   0.178978]
2246,[-1.7136631  1.3152011  1.5510863 -0.6387048  2.4237342  0.5048461 -0.4821466],[-0.274796  0.287569  0.17958 ]
2247,[-1.7018867  1.3197768  1.5575612 -0.6374019  2.4318643  0.5064975 -0.4769323],[-0.272281  0.286568  0.180435]
2248,[-1.6902544  1.3300918  1.5682603 -0.6336024  2.4324269  0.5046799 -0.4656481],[-0.269494  0.285795  0.1808  ]
2249,[-1.6873541  1.3335212  1.5722418 -0.629686   2.4334092  0.4997539 -0.4644923],[-0.269358  0.285588  0.18115 ]
2250,[-1.6792922  1.3485587  1.5884873 -0.6061477  2.4398522  0.484611  -0.463422 ],[-0.268897  0.284711  0.181136]
2251,[-1.6765928  1.3552192  1.5959364 -0.5943348  2.4412255  0.4751968 -0.4632572],[-0.268952  0.284459  0.180988]
2252,[-1.6636953  1.3971866  1.6415905 -0.5188893  2.4410577  0.4158262 -0.462793 ],[-0.27064   0.282144  0.179009]
2253,[-1.658383   1.4281982  1.6740259 -0.4604911  2.440372   0.3706085 -0.4629863],[-0.273115  0.280099  0.177656]
2254,[-1.6563683  1.4493411  1.695621  -0.4220807  2.438211   0.3432    -0.4628638],[-0.274299  0.279414  0.17693 ]
2255,[-1.6662892  1.5504153  1.7959315 -0.2370003  2.3798909  0.2119736 -0.4634899],[-0.286388  0.274105  0.17169 ]
2256,[-1.6808718  1.5776656  1.8252003 -0.1876088  2.3458762  0.1794109 -0.4636208],[-0.292047  0.273393  0.168546]
2257,[-1.6848488  1.5827163  1.8310354 -0.1781294  2.3385949  0.1723546 -0.4637012],[-0.293273  0.273475  0.168095]
2258,[-1.689093   1.5870097  1.8369023 -0.1689294  2.3320909  0.1658225 -0.4638183],[-0.294408  0.273728  0.167634]
2259,[-1.7076498  1.5989936  1.8536512 -0.1407077  2.3098283  0.1452044 -0.4642319],[-0.300082  0.276135  0.165498]
2260,[-1.7223182  1.6041339  1.8633363 -0.1249273  2.29423    0.1314168 -0.465382 ],[-0.304656  0.278668  0.163883]
2261,[-1.7268052  1.6052364  1.8659258 -0.1205826  2.2890086  0.1276128 -0.4656715],[-0.305664  0.279434  0.163438]
2262,[-1.7311025  1.6062129  1.8686085 -0.1166717  2.283977   0.1242411 -0.4658999],[-0.306777  0.280085  0.16298 ]
2263,[-1.7355435  1.6072677  1.8710312 -0.1124826  2.2788177  0.1206275 -0.4658815],[-0.307858  0.280802  0.162568]
2264,[-1.7531028  1.611769   1.8814356 -0.0953008  2.2533641  0.1061187 -0.4669064],[-0.313066  0.283111  0.16017 ]
2265,[-1.7697161  1.6198714  1.8942587 -0.073087   2.2190537  0.0833692 -0.4690891],[-0.318197  0.283168  0.158141]
2266,[-1.7733141  1.6227325  1.8980865 -0.0666587  2.2097335  0.0787858 -0.4697032],[-0.319227  0.282919  0.157815]
2267,[-1.7878594  1.6358245  1.9153135 -0.0371917  2.1689811  0.0585565 -0.4736059],[-0.323708  0.280816  0.155384]
2268,[-1.7911867  1.6395572  1.9199436 -0.0291179  2.1566367  0.0516111 -0.4757464],[-0.324719  0.280078  0.155133]
2269,[-1.80897    1.6581233  1.9415263  0.007984   2.100141   0.0199529 -0.4932964],[-0.330376  0.275742  0.15418 ]
2270,[-1.8274003  1.6759761  1.9615133  0.0427268  2.044662  -0.0151206 -0.496291 ],[-0.335951  0.272391  0.154628]
2271,[-1.8311036  1.6794589  1.9655033  0.0494966  2.0329251 -0.023678  -0.4967325],[-0.337066  0.271778  0.155023]
2272,[-1.8354117  1.6828311  1.9695166  0.0566082  2.0206409 -0.0319156 -0.4972034],[-0.338143  0.271189  0.155398]
