id,joint_position,m6
1016,[-2.6369693  1.2719997  1.6409476  0.5476877  0.5764761  0.1512243 -0.5548359],[-0.548198  0.24717   0.125076]
1017,[-2.638092   1.2586654  1.6274348  0.5507536  0.5732403  0.1539733 -0.5547628],[-0.552487  0.244903  0.123723]
1018,[-2.6393659  1.2505096  1.6190246  0.5543632  0.5696473  0.156304  -0.5549055],[-0.554575  0.243908  0.123064]
1019,[-2.6429842  1.2353023  1.6032317  0.5638871  0.5556169  0.1630804 -0.5548117],[-0.559392  0.241472  0.122084]
1020,[-2.6441503  1.2317641  1.5996455  0.5670039  0.55127    0.1657283 -0.5548137],[-0.560253  0.240971  0.121946]
1021,[-2.6538324  1.2139514  1.5812664  0.5873382  0.5317817  0.1865095 -0.5548856],[-0.566347  0.239228  0.121328]
1022,[-2.6597195  1.2066157  1.5731744  0.5977375  0.5259027  0.1971619 -0.5548318],[-0.570446  0.240052  0.121222]
1023,[-2.6617141  1.2043918  1.5705645  0.6013131  0.5240655  0.2006383 -0.5548875],[-0.571473  0.240314  0.121188]
1024,[-2.6752663  1.1930831  1.5585713  0.6288746  0.5027719  0.2247876 -0.5548277],[-0.576791  0.241925  0.121828]
1025,[-2.6784554  1.1909011  1.5564663  0.6363094  0.4961128  0.2294578 -0.5548288],[-0.578909  0.242221  0.122533]
1026,[-2.6927304  1.1823104  1.5483543  0.6604186  0.4792895  0.2505837 -0.5548276],[-0.584286  0.244523  0.123671]
1027,[-2.7084136  1.1741679  1.5445539  0.6907117  0.4772754  0.271053  -0.554841 ],[-0.592408  0.252283  0.123733]
1028,[-2.7111781  1.1724666  1.5436113  0.6961693  0.4757729  0.2729014 -0.5549511],[-0.593784  0.253764  0.123912]
1029,[-2.7264495  1.1664584  1.5393422  0.7140043  0.4633279  0.2764034 -0.5548244],[-0.600133  0.261226  0.124835]
1030,[-2.7473366  1.1626475  1.5388099  0.7363697  0.4496231  0.2778692 -0.55485  ],[-0.606403  0.271147  0.126707]
1031,[-2.7515829  1.1626933  1.5392174  0.7402681  0.4482708  0.2783044 -0.5548509],[-0.607331  0.273049  0.126976]
1032,[-2.768878   1.1632026  1.5436709  0.7557077  0.4439402  0.2812951 -0.5548592],[-0.611436  0.283278  0.128211]
1033,[-2.7820711  1.1652473  1.548829   0.7714087  0.4395018  0.2873036 -0.5548409],[-0.614192  0.291728  0.129584]
1034,[-2.7912126  1.167826   1.5542256  0.788004   0.4357457  0.2946686 -0.5548039],[-0.615648  0.295787  0.130672]
1035,[-2.81516    1.1765197  1.5712256  0.8288672  0.4330587  0.3118765 -0.5548306],[-0.619805  0.309358  0.134872]
1036,[-2.8197863  1.1781371  1.5733234  0.8340167  0.4313698  0.3146202 -0.5548348],[-0.620382  0.311652  0.135511]
1037,[-2.8302693  1.1807559  1.5764949  0.8428292  0.4274158  0.3205452 -0.5548878],[-0.621855  0.318685  0.136978]
1038,[-2.8398488  1.1836131  1.5792453  0.8512804  0.4212966  0.3259279 -0.5548224],[-0.62272   0.323339  0.138143]
1039,[-2.8662963  1.1899169  1.5833777  0.8704444  0.400681   0.3439139 -0.5548891],[-0.624677  0.336652  0.14157 ]
1040,[-2.8929586  1.193991   1.5830595  0.8723986  0.3968844  0.3601258 -0.5548053],[-0.627148  0.352676  0.143047]
1041,[-2.9202504  1.1967261  1.5820047  0.8816227  0.389411   0.3769854 -0.5548807],[-0.630127  0.368572  0.144924]
1042,[-2.9255958  1.1971763  1.581995   0.8836842  0.3883152  0.3804181 -0.5548108],[-0.630477  0.371358  0.145193]
1043,[-2.9471889  1.1996177  1.5825334  0.8937265  0.3830647  0.3943239 -0.5548425],[-0.632737  0.384851  0.146568]
1044,[-2.95331    1.2003177  1.5831239  0.8981244  0.380661   0.3994277 -0.5548577],[-0.63305   0.387473  0.146818]
1045,[-2.9750819  1.2032512  1.5871527  0.9209599  0.3643832  0.4214852 -0.554882 ],[-0.634253  0.399748  0.14831 ]
1046,[-3.003509   1.2077068  1.596578   0.9582566  0.3430324  0.4587735 -0.5548528],[-0.63456   0.413842  0.149248]
1047,[-3.0091465  1.2086166  1.5990626  0.9657415  0.341166   0.466536  -0.5548077],[-0.634558  0.416333  0.149233]
1048,[-3.0204732  1.2099746  1.602562   0.9752814  0.3401666  0.4785582 -0.5548347],[-0.634742  0.424773  0.148845]
1049,[-3.0317886  1.210728   1.604869   0.9813129  0.3393822  0.4895203 -0.5548388],[-0.634809  0.43066   0.1482  ]
1050,[-3.0605597  1.2127212  1.6123476  1.0128058  0.3267193  0.523616  -0.5549215],[-0.63494   0.446956  0.147122]
1051,[-3.066257   1.2132171  1.6142188  1.0208678  0.3234663  0.5307262 -0.5548889],[-0.635001  0.449539  0.147253]
1052,[-3.0838256  1.2145198  1.6191846  1.0423417  0.3144593  0.5531174 -0.5548271],[-0.634765  0.460067  0.146874]
1053,[-3.0897288  1.2149165  1.6205549  1.0479453  0.3114924  0.558609  -0.5548493],[-0.634685  0.462694  0.146782]
1054,[-3.1173842  1.2189925  1.632552   1.0980998  0.2953653  0.6073849 -0.5548435],[-0.633939  0.477893  0.14709 ]
1055,[-3.1227303  1.2204097  1.6366042  1.1120744  0.2936301  0.6183946 -0.5548722],[-0.633826  0.480292  0.147321]
1056,[-3.1333065  1.2230628  1.6454585  1.139914   0.2930527  0.637477  -0.5548551],[-0.63375   0.488112  0.148787]
1057,[-3.1440887  1.2254356  1.6531899  1.1652914  0.2929692  0.6564782 -0.5548922],[-0.633646  0.493328  0.14961 ]
1058,[-3.1691995  1.2294067  1.6691849  1.2211378  0.2906079  0.6992688 -0.5548983],[-0.633158  0.508017  0.151396]
1059,[-3.1875334  1.2326854  1.6813108  1.2609701  0.288856   0.7228593 -0.5548663],[-0.632555  0.519576  0.153244]
1060,[-3.1960766  1.2339767  1.6867539  1.2799523  0.2867694  0.7385461 -0.5548937],[-0.632054  0.523644  0.153635]
1061,[-3.2116084  1.2368682  1.6971104  1.3155171  0.2808533  0.7605852 -0.5548559],[-0.630868  0.532911  0.155087]
1062,[-3.2277801  1.239035   1.7072065  1.3513306  0.2787766  0.7921141 -0.5548446],[-0.629392  0.542442  0.155985]
1063,[-3.2306302  1.2390254  1.7083672  1.3560685  0.2780247  0.7975861 -0.5547963],[-0.629136  0.543811  0.155938]
1064,[-3.2402146  1.2389033  1.7100022  1.3695363  0.2740889  0.8074285 -0.5549043],[-0.628574  0.549983  0.156151]
1065,[-3.2479234  1.2382358  1.7096941  1.3858076  0.2642398  0.8185895 -0.5548058],[-0.628779  0.554673  0.157402]
1066,[-3.2488167  1.2381385  1.7094339  1.3879062  0.263658   0.8224464 -0.5548335],[-0.628807  0.555173  0.157484]
1067,[-3.25086    1.2364867  1.7064955  1.3962022  0.2601552  0.8429019 -0.5549   ],[-0.628888  0.555747  0.157471]
1068,[-3.2509544  1.2356895  1.7047198  1.3971149  0.2588248  0.8458868 -0.5548239],[-0.629045  0.555643  0.157424]
1069,[-3.2498589  1.2289584  1.6932788  1.3971051  0.2516761  0.8520024 -0.5548221],[-0.631258  0.554123  0.157504]
1070,[-3.2444689  1.2148536  1.6759254  1.4069359  0.2482533  0.8681358 -0.5548045],[-0.636431  0.550477  0.157391]
1071,[-3.236093   1.1984275  1.6591201  1.4257659  0.2481933  0.8870896 -0.5548906],[-0.642882  0.544616  0.156986]
1072,[-3.2342286  1.1951316  1.655627   1.4285014  0.2479305  0.8880552 -0.5548556],[-0.644017  0.543474  0.156914]
1073,[-3.2247946  1.1812251  1.6431553  1.4452451  0.2435551  0.8926827 -0.554873 ],[-0.649772  0.536709  0.157532]
1074,[-3.2222402  1.1778072  1.6395706  1.4473459  0.2432742  0.894105  -0.5547859],[-0.650879  0.535217  0.157518]
1075,[-3.1964631  1.149752   1.6146828  1.4820907  0.2398977  0.9221399 -0.5548366],[-0.66153   0.516817  0.155937]
1076,[-3.1935518  1.1463206  1.6117574  1.4835956  0.2395339  0.923338  -0.554922 ],[-0.662368  0.515163  0.155631]
1077,[-3.1824975  1.1352618  1.5989523  1.483337   0.2378159  0.9242024 -0.5548369],[-0.666278  0.506889  0.154068]
1078,[-3.1798003  1.1325229  1.5955564  1.4827207  0.2370343  0.9240145 -0.5548283],[-0.667024  0.505298  0.153804]
1079,[-3.1692557  1.1219962  1.5808984  1.4804926  0.23276    0.9236499 -0.5548424],[-0.670853  0.497513  0.152931]
1080,[-3.1666615  1.1195758  1.5770772  1.4793675  0.2324185  0.9226983 -0.5549027],[-0.671707  0.496109  0.152867]
1081,[-3.1566639  1.1104797  1.5615073  1.4748787  0.231586   0.9164789 -0.5547838],[-0.676105  0.489209  0.154103]
1082,[-3.1304927  1.0953048  1.5226512  1.4445274  0.2318158  0.8828288 -0.5548794],[-0.68543   0.472821  0.16105 ]
1083,[-3.1225183  1.0919688  1.5116456  1.4325769  0.2324224  0.8735108 -0.5548619],[-0.687724  0.466374  0.163294]
1084,[-3.119859   1.0909007  1.5080479  1.4278697  0.2334285  0.8688654 -0.5548164],[-0.688345  0.464688  0.163966]
1085,[-3.1168244  1.0900272  1.5045626  1.4225752  0.2348971  0.8647313 -0.5548257],[-0.688907  0.463068  0.164526]
1086,[-3.1138294  1.0887969  1.500602   1.4155307  0.2365189  0.8587723 -0.5548435],[-0.68947   0.461308  0.165105]
1087,[-3.1002502  1.0849879  1.4854612  1.3866084  0.2404213  0.8330137 -0.5548681],[-0.692037  0.45257   0.167455]
1088,[-3.0821788  1.0817836  1.4707432  1.3511668  0.2466822  0.8020781 -0.5547819],[-0.693733  0.441039  0.169038]
1089,[-3.0629289  1.0796893  1.4576765  1.3098313  0.2522831  0.7679699 -0.554853 ],[-0.694169  0.428617  0.169844]
1090,[-3.0588458  1.0791858  1.4547379  1.2983228  0.2540107  0.7585232 -0.5548046],[-0.694124  0.426499  0.169705]
1091,[-3.0506139  1.0781272  1.4489795  1.2771456  0.2558656  0.7380976 -0.554885 ],[-0.694049  0.420228  0.169537]
1092,[-3.0419474  1.0770763  1.4439526  1.2597519  0.2575994  0.7258137 -0.5548718],[-0.693789  0.415671  0.169179]
1093,[-3.0380826  1.0764125  1.4414749  1.2495648  0.2594457  0.7181804 -0.5548436],[-0.693587  0.41344   0.16881 ]
1094,[-3.02055    1.0754665  1.4374853  1.2248857  0.2658195  0.6921961 -0.5548102],[-0.692725  0.401819  0.168389]
1095,[-3.0162206  1.0752395  1.4366014  1.2163947  0.270247   0.6865847 -0.5548455],[-0.692448  0.399581  0.168162]
1096,[-2.9981542  1.0737613  1.4318441  1.1812009  0.2860904  0.6658021 -0.5548461],[-0.690695  0.388567  0.164938]
1097,[-2.993633   1.0735057  1.4308608  1.1726514  0.2891564  0.6572225 -0.5548313],[-0.690391  0.386342  0.164606]
1098,[-2.9756873  1.0724834  1.4286767  1.1455352  0.2961144  0.6298865 -0.5548409],[-0.688323  0.374843  0.162801]
1099,[-2.9530647  1.0709251  1.4237751  1.1035851  0.3031111  0.5926542 -0.5548875],[-0.684915  0.361022  0.159768]
1100,[-2.9487526  1.0706142  1.4226686  1.0944785  0.3057742  0.587072  -0.5548366],[-0.684276  0.358854  0.159045]
1101,[-2.9098284  1.0661739  1.4060347  1.0026724  0.3205414  0.521701  -0.5547968],[-0.677157  0.335733  0.152215]
1102,[-2.9055727  1.0658363  1.4044498  0.9942499  0.3219709  0.5136851 -0.5548142],[-0.676562  0.33371   0.151882]
1103,[-2.8890855  1.0636047  1.3968747  0.959179   0.3343668  0.4884833 -0.5548519],[-0.674111  0.324264  0.150383]
1104,[-2.8693728  1.0589793  1.3837219  0.9228102  0.3426104  0.4605121 -0.5548499],[-0.671987  0.312575  0.149705]
1105,[-2.8578558  1.0553935  1.3752242  0.9067701  0.3458729  0.448837  -0.5548629],[-0.670973  0.304503  0.149615]
1106,[-2.8503623  1.0527614  1.3695532  0.8960403  0.3510494  0.4415328 -0.5549236],[-0.670702  0.300675  0.149803]
1107,[-2.8465779  1.0512965  1.3662341  0.8886635  0.3544469  0.4357845 -0.5549112],[-0.670608  0.298893  0.14978 ]
1108,[-2.8288512  1.0415404  1.3462784  0.8561441  0.3652134  0.4138185 -0.5548503],[-0.670369  0.28828   0.14942 ]
1109,[-2.8152826  1.031935   1.3270491  0.8312929  0.3721352  0.3987537 -0.5548528],[-0.670737  0.279052  0.149436]
1110,[-2.8054814  1.0246566  1.314291   0.8192613  0.3833671  0.3924044 -0.5549075],[-0.671971  0.272295  0.149367]
1111,[-2.7994165  1.0197375  1.3072064  0.8167561  0.3919301  0.3905998 -0.5548627],[-0.672988  0.269213  0.149494]
1112,[-2.7857003  1.0037387  1.2830753  0.8141341  0.3958602  0.3852243 -0.5549329],[-0.676342  0.258302  0.15084 ]
1113,[-2.7832751  1.0002025  1.2779993  0.8139274  0.3963404  0.3841638 -0.5548386],[-0.676934  0.256487  0.151114]
1114,[-2.7741635  0.9868797  1.2585546  0.8136232  0.397512   0.3826652 -0.5548384],[-0.679848  0.247982  0.151981]
1115,[-2.7719641  0.9836906  1.2535994  0.8133126  0.3975987  0.3826987 -0.5548376],[-0.680358  0.246369  0.152076]
1116,[-2.7647517  0.9715007  1.2348176  0.8121254  0.3974824  0.3826672 -0.5549535],[-0.682924  0.238939  0.152658]
1117,[-2.7633648  0.9685844  1.2304127  0.8119822  0.3975034  0.3826897 -0.5548695],[-0.683421  0.237668  0.152834]
1118,[-2.7588708  0.9580882  1.2128264  0.8117317  0.3934841  0.3846565 -0.5548598],[-0.685782  0.231871  0.153972]
1119,[-2.7567325  0.9482864  1.1948706  0.8122056  0.3893442  0.3948974 -0.5549272],[-0.688291  0.227756  0.155146]
1120,[-2.7593305  0.9439643  1.1845596  0.8200479  0.3818879  0.416461  -0.5549214],[-0.690109  0.22686   0.15629 ]
1121,[-2.7666698  0.9426692  1.176558   0.8220116  0.3708925  0.4363711 -0.554835 ],[-0.69164   0.230101  0.156922]
1122,[-2.778579   0.9423431  1.1683459  0.8213071  0.3464279  0.4463563 -0.554837 ],[-0.692723  0.235821  0.158498]
1123,[-2.794466   0.9442847  1.1684297  0.8306588  0.3406758  0.4658574 -0.5548408],[-0.695439  0.245771  0.159638]
1124,[-2.8145392  0.9480022  1.1752911  0.8538035  0.339992   0.4818529 -0.5549096],[-0.700093  0.258869  0.161525]
1125,[-2.8183618  0.9492477  1.1781701  0.8614206  0.3400288  0.4861644 -0.5548849],[-0.700947  0.261245  0.161994]
1126,[-2.8267031  0.952103   1.1856084  0.8792437  0.3403292  0.4952436 -0.5548757],[-0.703452  0.26847   0.163402]
1127,[-2.8327773  0.9551395  1.1925689  0.8941548  0.340096   0.5022765 -0.5548165],[-0.70493   0.273607  0.16412 ]
1128,[-2.8544383  0.9652122  1.216441   0.9388387  0.3384757  0.5216915 -0.5548034],[-0.708411  0.289369  0.166575]
1129,[-2.8911691  0.981478   1.2587271  1.0191379  0.3354845  0.5639787 -0.5549388],[-0.712193  0.315929  0.169797]
1130,[-2.9002912  0.985041   1.2687877  1.0382478  0.335115   0.5730569 -0.5548113],[-0.71286   0.321239  0.170262]
1131,[-2.9227016  0.9916309  1.2932299  1.0908791  0.3345871  0.6033601 -0.5548013],[-0.714773  0.336767  0.170542]
1132,[-2.9271579  0.9923328  1.2974102  1.1003755  0.3337193  0.6087224 -0.5548368],[-0.715016  0.339256  0.170473]
1133,[-2.944047   0.9932922  1.309101   1.1267413  0.3320365  0.6194305 -0.5549021],[-0.71688   0.35199   0.169473]
1134,[-2.948278   0.9931434  1.3115875  1.1334394  0.3303266  0.6228642 -0.5548334],[-0.71722   0.354389  0.169179]
1135,[-2.9647191  0.9931377  1.3229153  1.163892   0.3264518  0.6411629 -0.554857 ],[-0.718779  0.365964  0.167512]
1136,[-2.9686155  0.9932559  1.3263274  1.1724802  0.3257704  0.647513  -0.5548529],[-0.718944  0.368145  0.167079]
1137,[-2.9841485  0.9945834  1.3395985  1.2016     0.3212757  0.6663443 -0.5547816],[-0.719427  0.37903   0.165092]
1138,[-2.9878743  0.9949763  1.3426119  1.208306   0.3192706  0.671988  -0.5548395],[-0.719344  0.381021  0.164703]
1139,[-3.0026023  0.9976104  1.3529897  1.225531   0.3107891  0.6948832 -0.5548667],[-0.718137  0.390816  0.161044]
1140,[-3.0061734  0.9984553  1.3557106  1.2297536  0.3076768  0.6996365 -0.5548972],[-0.717768  0.392675  0.160458]
1141,[-3.0202699  1.0030578  1.3667912  1.2424833  0.2982297  0.7143805 -0.5548043],[-0.71573   0.402048  0.158039]
1142,[-3.0375786  1.0089591  1.3785684  1.2546841  0.2927008  0.7422475 -0.5548474],[-0.713276  0.413565  0.154592]
1143,[-3.0548701  1.0143321  1.3855382  1.2590387  0.2860599  0.756115  -0.5548866],[-0.711432  0.425295  0.152857]
1144,[-3.0582788  1.0152724  1.3864903  1.2595578  0.284616   0.7582126 -0.554884 ],[-0.71119   0.427205  0.152896]
1145,[-3.0719318  1.0196002  1.3907472  1.2673358  0.2760234  0.7710806 -0.5548998],[-0.709977  0.43671   0.153087]
1146,[-3.0790734  1.0213741  1.3922552  1.2763711  0.2686315  0.7843926 -0.5548716],[-0.709268  0.441807  0.153415]
1147,[-3.0894523  1.0235789  1.3939388  1.2898265  0.2586784  0.8010175 -0.5548422],[-0.708914  0.446985  0.154281]
1148,[-3.0929368  1.024092   1.3945879  1.2954656  0.2560992  0.8063819 -0.5548448],[-0.708942  0.448667  0.154846]
1149,[-3.1066401  1.0258392  1.3973111  1.3183622  0.2551885  0.8310982 -0.5547725],[-0.709499  0.458097  0.157131]
1150,[-3.1099765  1.0258697  1.3978667  1.3247805  0.2550597  0.8392946 -0.5548121],[-0.709679  0.461715  0.157618]
1151,[-3.122963   1.026068   1.4000434  1.3513666  0.2523785  0.862558  -0.5547739],[-0.710519  0.469161  0.159406]
1152,[-3.1413965  1.0250991  1.4010279  1.3858624  0.2444549  0.8974334 -0.5548384],[-0.711519  0.481255  0.160986]
1153,[-3.1527052  1.0238403  1.39819    1.3958007  0.2347565  0.9164036 -0.5548294],[-0.711554  0.488747  0.160961]
1154,[-3.1644444  1.0183242  1.3874931  1.4056249  0.214355   0.9502912 -0.554796 ],[-0.711383  0.495473  0.158666]
1155,[-3.1733723  1.0073035  1.3721585  1.4219909  0.2052979  0.9907131 -0.5547948],[-0.713271  0.500898  0.156452]
1156,[-3.1747301  1.0043262  1.3688042  1.42854    0.2042236  1.0001913 -0.5548109],[-0.713897  0.501641  0.156258]
1157,[-3.1793404  0.9856723  1.3480777  1.469877   0.1961937  1.0465286 -0.5548439],[-0.719547  0.504505  0.15648 ]
1158,[-3.1803722  0.9688495  1.3298514  1.508689   0.1920099  1.0808951 -0.5548158],[-0.725852  0.50494   0.158107]
1159,[-3.1791313  0.9468444  1.3056055  1.5584974  0.1888366  1.1232072 -0.5547929],[-0.733809  0.50277   0.161256]
1160,[-3.1784337  0.9424899  1.3005723  1.567523   0.1877756  1.1326541 -0.5548517],[-0.735046  0.502081  0.161776]
1161,[-3.1763258  0.9339584  1.2899262  1.5831499  0.1854191  1.1498568 -0.5547774],[-0.738566  0.499637  0.162765]
1162,[-3.1735349  0.9260677  1.2789462  1.5952291  0.184381   1.1664686 -0.554772 ],[-0.74074   0.497679  0.163122]
1163,[-3.1720588  0.922108   1.2738737  1.6018715  0.1831245  1.1737969 -0.5547594],[-0.741792  0.496646  0.163315]
1164,[-3.1654546  0.906916   1.2531459  1.6246103  0.1765947  1.200892  -0.55489  ],[-0.746709  0.49006   0.164554]
1165,[-3.1634924  0.9031966  1.2476571  1.6296217  0.1741848  1.207455  -0.5548686],[-0.747649  0.488571  0.164853]
1166,[-3.159199   0.8951877  1.2361681  1.6381235  0.1703053  1.2192024 -0.5548327],[-0.750723  0.483731  0.165332]
1167,[-3.1541934  0.8882545  1.2260066  1.6454587  0.1679964  1.2299153 -0.5548777],[-0.752687  0.480365  0.165641]
1168,[-3.1431386  0.8747008  1.2049476  1.6544315  0.1658401  1.2450018 -0.5548284],[-0.757048  0.471109  0.16641 ]
1169,[-3.140239   0.8713935  1.1996638  1.6548578  0.1657877  1.2480971 -0.5548581],[-0.757858  0.469218  0.166417]
1170,[-3.1249566  0.8551295  1.1743799  1.6588672  0.1609783  1.2621911 -0.5547787],[-0.762295  0.456835  0.166228]
1171,[-3.1216798  0.8521751  1.169763   1.6594918  0.1603346  1.2643235 -0.5548337],[-0.762968  0.4547    0.166222]
1172,[-3.115586   0.8458598  1.1600379  1.6592736  0.1592493  1.2675921 -0.554843 ],[-0.764915  0.448105  0.166061]
1173,[-3.1091743  0.8398727  1.1512978  1.6597949  0.158679   1.269545  -0.5548443],[-0.766298  0.443736  0.166105]
1174,[-3.0928276  0.8266223  1.1308988  1.6600348  0.1582952  1.273073  -0.5548241],[-0.76974   0.430492  0.166461]
1175,[-3.0761988  0.8145793  1.1124189  1.6591967  0.1545048  1.274739  -0.5548726],[-0.772364  0.417335  0.166333]
1176,[-3.0600421  0.8030036  1.0935118  1.6553299  0.1512451  1.2723429 -0.5548258],[-0.775039  0.404378  0.166533]
1177,[-3.0454354  0.7949985  1.0801393  1.6479366  0.1518555  1.2589085 -0.5548735],[-0.776908  0.391232  0.167608]
1178,[-3.0294487  0.7910579  1.0713089  1.6290359  0.1523495  1.2369585 -0.5547832],[-0.777116  0.378405  0.167708]
1179,[-3.0262711  0.7906116  1.0699025  1.6240973  0.1527486  1.2308315 -0.5548385],[-0.777065  0.376385  0.167623]
1180,[-3.0144069  0.7899345  1.0672598  1.6046032  0.1549478  1.2078884 -0.5548214],[-0.77643   0.366638  0.167391]
1181,[-3.0000277  0.7897075  1.0623468  1.5648519  0.1594543  1.1761352 -0.5548657],[-0.774774  0.355896  0.164873]
1182,[-2.9973557  0.7896865  1.0613463  1.5569556  0.1598091  1.1684078 -0.5548301],[-0.774463  0.354137  0.164493]
1183,[-2.9868581  0.7895835  1.0571551  1.5251764  0.1613541  1.1417918 -0.5547763],[-0.773085  0.34607   0.16246 ]
1184,[-2.9746354  0.7883628  1.0527661  1.4957196  0.1670475  1.1129777 -0.5547957],[-0.771624  0.336856  0.160958]
1185,[-2.9721336  0.7879012  1.0516448  1.4895587  0.1685777  1.1061039 -0.5548271],[-0.771501  0.335408  0.160791]
1186,[-2.9625733  0.7868655  1.0486033  1.465281   0.1764169  1.0746365 -0.5548258],[-0.77108   0.328415  0.160489]
1187,[-2.9380851  0.7877753  1.0459331  1.3789934  0.1897626  0.9861306 -0.5548148],[-0.766584  0.312239  0.155479]
1188,[-2.9354787  0.7878135  1.0456891  1.3690686  0.1904817  0.9743957 -0.5548739],[-0.766073  0.310802  0.154849]
1189,[-2.9301248  0.7879642  1.0457335  1.3502669  0.1924887  0.9511399 -0.5548382],[-0.76478   0.306732  0.153321]
1190,[-2.9097843  0.7935146  1.0560172  1.2913525  0.2047138  0.8747551 -0.5548486],[-0.759565  0.294908  0.148465]
1191,[-2.8934515  0.8065513  1.0783032  1.2490034  0.2189827  0.8201842 -0.5548533],[-0.752541  0.285717  0.145043]
1192,[-2.8759232  0.8254073  1.1029824  1.1838769  0.2360101  0.7551442 -0.5548988],[-0.742945  0.276827  0.140635]
1193,[-2.8721797  0.8298362  1.1078489  1.1678425  0.2397547  0.7381899 -0.5549001],[-0.741142  0.275424  0.140062]
1194,[-2.8575051  0.8473018  1.1282063  1.1127359  0.2498474  0.6838239 -0.5548496],[-0.731162  0.26833   0.137358]
1195,[-2.8536727  0.8519176  1.132732   1.09736    0.2534962  0.6719424 -0.5549068],[-0.729351  0.266987  0.136934]
1196,[-2.8389082  0.8706248  1.1520665  1.041242   0.2653971  0.6232284 -0.5548881],[-0.719282  0.260554  0.134634]
1197,[-2.821511   0.895058   1.1780303  0.9769835  0.2823191  0.5653332 -0.5548688],[-0.707062  0.253616  0.133381]
1198,[-2.8181772  0.9002231  1.1833295  0.9633076  0.2875175  0.5532896 -0.554829 ],[-0.705041  0.252665  0.133186]
1199,[-2.8050725  0.9202064  1.2038907  0.9182213  0.2986522  0.5126651 -0.5548587],[-0.695161  0.248191  0.132934]
1200,[-2.8020229  0.9251865  1.2085727  0.9079571  0.2993717  0.5032622 -0.5548341],[-0.693072  0.24716   0.132999]
1201,[-2.7907307  0.943848   1.2274607  0.8642349  0.3095999  0.4681046 -0.5547446],[-0.683266  0.243667  0.132493]
1202,[-2.7886076  0.9485076  1.2321014  0.8541012  0.3112187  0.4587131 -0.5548941],[-0.681339  0.243093  0.132377]
1203,[-2.7796671  0.9683879  1.2522616  0.8163503  0.3190165  0.4311014 -0.5548104],[-0.671709  0.241269  0.131777]
1204,[-2.7727678  0.9879134  1.2720734  0.778908   0.3244147  0.4029039 -0.5548321],[-0.662183  0.240793  0.131492]
1205,[-2.7712781  0.9928935  1.2771127  0.7703831  0.3262014  0.3972425 -0.5548872],[-0.66032   0.241007  0.131378]
1206,[-2.7659311  1.0200751  1.3062885  0.7356417  0.3371882  0.3703599 -0.5548528],[-0.649983  0.243082  0.132037]
1207,[-2.7637327  1.0492099  1.3383838  0.7095621  0.3452539  0.3490117 -0.5548649],[-0.64013   0.246999  0.133477]
1208,[-2.7634792  1.0797198  1.370295   0.6812205  0.3541746  0.3217798 -0.5548451],[-0.630699  0.252748  0.136187]
1209,[-2.7639394  1.1118167  1.4038088  0.6595038  0.3659434  0.2979505 -0.5548842],[-0.622131  0.259784  0.139643]
1210,[-2.7639918  1.1183379  1.4111573  0.6558733  0.3697939  0.292509  -0.5549085],[-0.620839  0.261038  0.140328]
1211,[-2.7645283  1.1450141  1.4402479  0.6382716  0.3968353  0.2759641 -0.5549167],[-0.614761  0.26901   0.143106]
1212,[-2.7645874  1.151419   1.4471214  0.6347309  0.4018717  0.2702941 -0.5548581],[-0.613614  0.270568  0.143598]
1213,[-2.7646334  1.1635879  1.4608767  0.6312932  0.4078121  0.2620981 -0.5548097],[-0.610196  0.274014  0.14595 ]
1214,[-2.7645988  1.1751521  1.4739938  0.6295143  0.4110465  0.2568561 -0.5548244],[-0.607685  0.275632  0.14736 ]
1215,[-2.7635465  1.2038234  1.5072758  0.6280444  0.4237566  0.246933  -0.5549077],[-0.6002    0.279637  0.150478]
1216,[-2.7630448  1.2092097  1.5143036  0.6272585  0.4290514  0.2448322 -0.5548405],[-0.599079  0.280393  0.150824]
1217,[-2.7590263  1.2299121  1.5416993  0.6231869  0.4506326  0.2329394 -0.5548415],[-0.59353  0.28441  0.15151]
1218,[-2.752651   1.2520946  1.5715247  0.6194611  0.4623704  0.2188259 -0.5547614],[-0.586019  0.286116  0.151521]
1219,[-2.7438359  1.2727874  1.603305   0.6143461  0.4840369  0.2098127 -0.5548601],[-0.578019  0.287238  0.14933 ]
1220,[-2.7333224  1.2944797  1.6381887  0.614136   0.5052862  0.204249  -0.5548334],[-0.569507  0.287947  0.145809]
1221,[-2.7216444  1.3182357  1.676505   0.6139162  0.5290365  0.2031725 -0.5548027],[-0.559482  0.288287  0.141568]
1222,[-2.7192917  1.3235381  1.6846164  0.6140369  0.5342245  0.2029105 -0.5548443],[-0.557749  0.288546  0.140916]
1223,[-2.7101989  1.3445361  1.7154026  0.6132927  0.5484891  0.2001613 -0.554818 ],[-0.548817  0.289081  0.138353]
1224,[-2.7079535  1.3495086  1.7222342  0.6130535  0.5494227  0.1994098 -0.5548469],[-0.546961  0.288972  0.137852]
1225,[-2.7000177  1.3687404  1.7497022  0.6122274  0.5570936  0.1991218 -0.5547894],[-0.537901  0.288683  0.135543]
1226,[-2.6976497  1.3739551  1.7571747  0.6130176  0.5610046  0.1994259 -0.5548998],[-0.536285  0.288716  0.135116]
1227,[-2.6937814  1.3843024  1.7727436  0.6145974  0.5739856  0.2000494 -0.5548303],[-0.531797  0.290058  0.133508]
