id,joint_position,m6
2173,[-2.4505353  1.4274696  1.4264963 -0.7626381  1.2311192  0.2146671 -0.2409527],[1.09324  0.476097 0.162313]
2174,[-2.4505625  1.4275916  1.4268444 -0.7626672  1.2310495  0.2147251 -0.2410451],[1.093352 0.476176 0.16229 ]
2175,[-2.4505734  1.4275592  1.4266683 -0.7626868  1.23106    0.2147118 -0.2409915],[1.093383 0.476257 0.162397]
2176,[-2.4505699  1.4276241  1.4266595 -0.7625626  1.2311363  0.2147076 -0.2409857],[1.09335  0.476226 0.162411]
2177,[-2.4505827  1.4276012  1.4263804 -0.7625443  1.231029   0.2147514 -0.2409353],[1.093208 0.476125 0.162508]
2178,[-2.4505019  1.4276107  1.4264446 -0.7625891  1.231102   0.2147194 -0.2408741],[1.09312  0.47607  0.162556]
2179,[-2.4505675  1.4275497  1.4264644 -0.7627456  1.23103    0.2147486 -0.2409659],[1.093279 0.476132 0.162481]
2180,[-2.4505272  1.4276546  1.4263726 -0.7626804  1.2309852  0.2147608 -0.2408679],[1.093299 0.476135 0.162467]
2181,[-2.4505379  1.4275687  1.4265739 -0.762617   1.2310419  0.2147492 -0.240898 ],[1.093309 0.476174 0.16243 ]
2182,[-2.450567   1.4275458  1.4265256 -0.7627245  1.231071   0.2147129 -0.2409838],[1.093302 0.476178 0.162419]
2183,[-2.450521   1.4275458  1.4265504 -0.762614   1.2310343  0.2147837 -0.2410186],[1.093257 0.476182 0.162397]
2184,[-2.4505675  1.4276069  1.4265689 -0.7626145  1.2310972  0.2147253 -0.2409507],[1.093251 0.47619  0.162404]
2185,[-2.4505653  1.4276012  1.426536  -0.7627186  1.2311029  0.2147116 -0.2410097],[1.093238 0.476199 0.162416]
2186,[-2.4505954  1.4276164  1.4265243 -0.7627017  1.2310543  0.2146721 -0.2409544],[1.093295 0.47618  0.162415]
2187,[-2.4504836  1.4276221  1.4264952 -0.7626214  1.2310772  0.2146712 -0.2409344],[1.093295 0.47618  0.162415]
2188,[-2.4506087  1.4276183  1.4264928 -0.7626355  1.231091   0.2147088 -0.2410085],[1.093285 0.476134 0.162456]
2189,[-2.4505224  1.4275573  1.4264765 -0.762614   1.2310839  0.2147289 -0.2410266],[1.093282 0.47613  0.162461]
2190,[-2.4505301  1.4276183  1.4264797 -0.7626591  1.231113   0.2146922 -0.2409408],[1.093278 0.476141 0.162447]
2191,[-2.4506304  1.4276202  1.4264449 -0.7626369  1.2310929  0.2146605 -0.2408906],[1.09328  0.476161 0.162435]
2192,[-2.4506745  1.4275535  1.4264978 -0.7626385  1.2310815  0.2146598 -0.2409014],[1.093289 0.476185 0.162408]
2193,[-2.4505475  1.4275954  1.4264653 -0.7626681  1.2310538  0.2147145 -0.2408962],[1.093282 0.476159 0.162421]
2194,[-2.4504797  1.4275935  1.4265021 -0.7625974  1.2310576  0.2147288 -0.2409641],[1.093284 0.476153 0.162421]
2195,[-2.4505723  1.4276679  1.4264885 -0.7626275  1.2310143  0.2146503 -0.2409306],[1.093285 0.476146 0.16244 ]
2196,[-2.4504976  1.4275878  1.4264938 -0.762612   1.2310266  0.2146901 -0.2409463],[1.093285 0.476147 0.162441]
2197,[-2.4505954  1.4275821  1.4264872 -0.7626856  1.2310686  0.2146773 -0.2409508],[1.093279 0.476156 0.162444]
2198,[-2.450582   1.4276012  1.4265027 -0.7626332  1.2310438  0.2147221 -0.2410297],[1.093276 0.476161 0.162442]
2199,[-2.4506018  1.4275439  1.4265091 -0.7626777  1.2310696  0.2147075 -0.2409488],[1.093277 0.476173 0.162427]
2200,[-2.4505892  1.4275993  1.4264815 -0.7625783  1.2311177  0.2147034 -0.2409211],[1.093276 0.476174 0.162425]
2201,[-2.4505136  1.4276317  1.4265317 -0.7626413  1.2310982  0.2147072 -0.2409981],[1.093276 0.476174 0.162425]
2202,[-2.4505589  1.427542   1.4264411 -0.7626504  1.2310495  0.2147322 -0.2409301],[1.093284 0.476159 0.162424]
2203,[-2.4505322  1.427584   1.4265068 -0.7627051  1.2310901  0.2147017 -0.2410738],[1.093285 0.476157 0.162426]
2204,[-2.4505739  1.4276202  1.4265099 -0.7626271  1.2310324  0.2146822 -0.2409386],[1.093285 0.476154 0.162429]
2205,[-2.4505472  1.427542   1.4264884 -0.7626584  1.2311316  0.2146881 -0.2410005],[1.093282 0.476146 0.162437]
2206,[-2.4505091  1.4276012  1.426528  -0.7625974  1.2310934  0.214674  -0.241059 ],[1.093282 0.476146 0.162437]
2207,[-2.4505525  1.4275153  1.4264497 -0.7627214  1.2310529  0.2146684 -0.2409665],[1.093281 0.476149 0.162438]
2208,[-2.4505801  1.4276488  1.4265054 -0.7625872  1.2310662  0.2146968 -0.2409725],[1.09328  0.476164 0.162434]
2209,[-2.4505706  1.4276298  1.4265198 -0.762609   1.2310834  0.2147273 -0.2409069],[1.093276 0.476169 0.162431]
2210,[-2.450521   1.4275993  1.4264379 -0.7625909  1.2311006  0.2147027 -0.2409099],[1.093278 0.476166 0.16243 ]
2211,[-2.4504848  1.4276012  1.4264808 -0.7627605  1.231091   0.2146929 -0.2410068],[1.093279 0.476164 0.162429]
2212,[-2.450603   1.4276889  1.4265113 -0.7626275  1.2311254  0.2148007 -0.24093  ],[1.093283 0.476155 0.162434]
2213,[-2.4505444  1.427584   1.4264705 -0.7626039  1.2310801  0.2147046 -0.2409673],[1.093279 0.476155 0.162436]
2214,[-2.4505398  1.4276088  1.4265527 -0.7626253  1.2310638  0.2147234 -0.240971 ],[1.093278 0.476154 0.162436]
2215,[-2.4505069  1.4275897  1.4264482 -0.7625439  1.2310314  0.2147572 -0.2409499],[1.093278 0.47616  0.162434]
2216,[-2.4506145  1.4276412  1.4265308 -0.7626395  1.231111   0.214714  -0.2408953],[1.093274 0.476165 0.162433]
2217,[-2.4505548  1.4275573  1.4265529 -0.7625655  1.2310328  0.2147173 -0.2409592],[1.09328  0.476165 0.162429]
2218,[-2.4505599  1.4275287  1.4264395 -0.7626646  1.2310009  0.2146693 -0.2410016],[1.093281 0.476154 0.162432]
2219,[-2.4504955  1.4275764  1.4265207 -0.7625492  1.2311049  0.214751  -0.2409241],[1.09328  0.476154 0.162431]
2220,[-2.4505351  1.427645   1.4265242 -0.7626499  1.2311211  0.2147497 -0.2408452],[1.093279 0.476158 0.162434]
2221,[-2.450557   1.4275382  1.4265268 -0.7626041  1.23104    0.2147001 -0.2409907],[1.093278 0.476165 0.162428]
2222,[-2.450489   1.4276126  1.4264885 -0.7625509  1.2310596  0.2147124 -0.2410118],[1.093277 0.476159 0.16243 ]
2223,[-2.4505341  1.4275134  1.4264708 -0.7626372  1.2310667  0.2147367 -0.2409204],[1.093277 0.476157 0.162432]
2224,[-2.4505048  1.4276565  1.4264663 -0.7626964  1.2310925  0.2146947 -0.240948 ],[1.093278 0.476153 0.162433]
2225,[-2.4505398  1.4275649  1.426502  -0.762637   1.2311072  0.2147552 -0.2409441],[1.093278 0.476153 0.162431]
2226,[-2.4505246  1.4275706  1.426517  -0.7626019  1.2310677  0.2147278 -0.2409697],[1.093274 0.47616  0.162431]
2227,[-2.4505665  1.427605   1.4264779 -0.7626041  1.2311001  0.2147076 -0.2409579],[1.093273 0.476161 0.16243 ]
2228,[-2.4505627  1.4276622  1.4264948 -0.7626166  1.2311821  0.2147075 -0.2410619],[1.093276 0.476156 0.162432]
2229,[-2.4505167  1.4275706  1.4264885 -0.7625717  1.2310433  0.2146962 -0.2409334],[1.093277 0.476155 0.162429]
2230,[-2.4506011  1.4275821  1.426514  -0.7626319  1.2310891  0.2146956 -0.2409822],[1.093275 0.476159 0.162429]
2231,[-2.4505749  1.4275973  1.4265609 -0.7626107  1.231091   0.2146815 -0.240943 ],[1.093274 0.476161 0.162426]
2232,[-2.4505067  1.4276317  1.4264665 -0.7625888  1.2310767  0.2147024 -0.2409899],[1.093274 0.476159 0.162426]
2233,[-2.4505057  1.4275554  1.4265051 -0.7626364  1.2310634  0.2147112 -0.2409334],[1.093274 0.476157 0.162426]
2234,[-2.450448   1.4275897  1.4265215 -0.7625983  1.2311063  0.2147194 -0.240892 ],[1.093276 0.476155 0.162428]
2235,[-2.4505582  1.4276088  1.4265219 -0.7625893  1.231082   0.2147384 -0.2410569],[1.093133 0.476102 0.162495]
2236,[-2.4505746  1.4276088  1.4264597 -0.7626437  1.2311196  0.2147098 -0.2409673],[1.093273 0.47616  0.162425]
2237,[-2.4505746  1.4275726  1.4265076 -0.7625647  1.2310591  0.2146983 -0.2409063],[1.093273 0.476153 0.162424]
2238,[-2.4505816  1.4275954  1.4266119 -0.7626451  1.2310743  0.2147072 -0.2409799],[1.093273 0.476152 0.162425]
2239,[-2.4506338  1.4275306  1.4264704 -0.762575   1.2311273  0.2147276 -0.2410205],[1.093272 0.476154 0.162424]
2240,[-2.450521   1.4275611  1.4265485 -0.7626539  1.2311234  0.2146981 -0.2409932],[1.093134 0.476098 0.162492]
2241,[-2.4505584  1.4275325  1.4264992 -0.7625382  1.2311425  0.2147315 -0.2409894],[1.093272 0.476153 0.162425]
2242,[-2.4505191  1.4275249  1.4265321 -0.7625607  1.2310963  0.2146968 -0.2410358],[1.093133 0.4761   0.162488]
2243,[-2.4505382  1.4275859  1.4265103 -0.7626521  1.2311282  0.2147052 -0.2409625],[1.09327  0.476156 0.162422]
2244,[-2.4504836  1.4276202  1.4265119 -0.7626414  1.2310548  0.2147173 -0.2409343],[1.093272 0.476155 0.16242 ]
2245,[-2.4505291  1.4275668  1.426523  -0.7625945  1.2310948  0.2147629 -0.2409278],[1.093275 0.476155 0.162419]
2246,[-2.4505818  1.4275821  1.4265573 -0.7625458  1.2310786  0.2147683 -0.2410536],[1.093274 0.476153 0.162422]
2247,[-2.450597   1.4275706  1.4264942 -0.762593   1.2310729  0.2147086 -0.2409275],[1.093128 0.476096 0.162491]
2248,[-2.4505718  1.4275287  1.4265902 -0.7625661  1.2311335  0.2147142 -0.2410019],[1.093268 0.476153 0.162418]
2249,[-2.4505346  1.4275344  1.4265492 -0.7625515  1.2311049  0.214711  -0.2409068],[1.093271 0.476157 0.162413]
2250,[-2.4505374  1.4275611  1.4264742 -0.7626045  1.2310658  0.2147184 -0.240958 ],[1.093132 0.476101 0.162482]
2251,[-2.4505467  1.4276755  1.4265279 -0.7624549  1.2310667  0.2147702 -0.2409675],[1.09327  0.476151 0.16241 ]
2252,[-2.4506056  1.4276431  1.4265157 -0.762572   1.2310247  0.2147548 -0.2409613],[1.093133 0.476098 0.162476]
2253,[-2.4506171  1.4276012  1.4264832 -0.7626888  1.2311406  0.2147489 -0.240943 ],[1.093131 0.476096 0.16248 ]
2254,[-2.4505999  1.4275687  1.4264644 -0.7626118  1.231133   0.214743  -0.2408979],[1.093131 0.476096 0.16248 ]
2255,[-2.4505115  1.4275439  1.4265658 -0.7626913  1.2311049  0.2147428 -0.240906 ],[1.093128 0.476098 0.162481]
2256,[-2.4505289  1.4276183  1.4265163 -0.7626191  1.2310491  0.2146971 -0.2410017],[1.093269 0.476154 0.162414]
2257,[-2.4505463  1.427645   1.4265063 -0.762531   1.2311325  0.2147004 -0.2410258],[1.093266 0.476152 0.162414]
2258,[-2.450506   1.427626   1.4264657 -0.7625017  1.2310576  0.2147256 -0.2409012],[1.093132 0.4761   0.162479]
2259,[-2.4505007  1.4275344  1.4264561 -0.7625986  1.2310843  0.214703  -0.2408858],[1.093132 0.4761   0.162478]
2260,[-2.4505837  1.4275249  1.4264956 -0.7625695  1.2310419  0.2146805 -0.2409324],[1.093128 0.476097 0.162484]
2261,[-2.4505634  1.4275783  1.4264923 -0.7625582  1.2311158  0.2147366 -0.2409503],[1.093131 0.4761   0.162479]
2262,[-2.450506   1.4275191  1.4264688 -0.7625332  1.2311573  0.2146939 -0.2409626],[1.09313 0.4761  0.16248]
2263,[-2.4505527  1.4275935  1.426538  -0.7625889  1.2310705  0.2147191 -0.2409851],[1.09313  0.476099 0.16248 ]
2264,[-2.4505551  1.4275268  1.4264306 -0.7626734  1.2310877  0.2146926 -0.2409787],[1.093269 0.476154 0.162412]
2265,[-2.4505904  1.4275649  1.4265207 -0.7626617  1.2311292  0.2147532 -0.2409051],[1.093269 0.476153 0.162415]
2266,[-2.4505527  1.4275745  1.4264919 -0.7625948  1.2310505  0.2147275 -0.2409571],[1.093129 0.476097 0.162482]
2267,[-2.4505696  1.4275611  1.4264939 -0.7626197  1.2310719  0.2146869 -0.2409351],[1.093128 0.476097 0.162484]
2268,[-2.4505751  1.427584   1.426483  -0.7625651  1.2311025  0.2147067 -0.2409733],[1.093127 0.476098 0.162481]
2269,[-2.4506123  1.4275401  1.4265287 -0.762539   1.2311397  0.2147091 -0.2410062],[1.093129 0.476097 0.162482]
2270,[-2.4505129  1.4275821  1.4264824 -0.7625684  1.2310333  0.21472   -0.2409774],[1.093129 0.476096 0.162483]
2271,[-2.4506392  1.4275745  1.4265381 -0.7625493  1.2311225  0.2147394 -0.2409274],[1.093266 0.476151 0.162416]
2272,[-2.450552   1.4275668  1.4264407 -0.7626084  1.2310863  0.2147125 -0.2409486],[1.093266 0.476149 0.162414]
2273,[-2.4506164  1.4275611  1.4265325 -0.7625557  1.2310901  0.2147108 -0.2409471],[1.093266 0.476151 0.162417]
2274,[-2.4505882  1.4276221  1.4265194 -0.7625983  1.231082   0.214744  -0.2408953],[1.093128 0.476097 0.16248 ]
2275,[-2.4505715  1.4275706  1.4265052 -0.7626566  1.2311134  0.2147295 -0.2409145],[1.093267 0.476151 0.16241 ]
2276,[-2.4505372  1.4275211  1.4265112 -0.7626327  1.2310715  0.2147301 -0.2409738],[1.093269 0.476151 0.162409]
2277,[-2.4506514  1.4275859  1.4264697 -0.7625332  1.2310867  0.2147126 -0.2409957],[1.093266 0.476152 0.162407]
2278,[-2.4505486  1.4275535  1.4265844 -0.7626284  1.2310638  0.2146977 -0.2409222],[1.093264 0.47615  0.162405]
2279,[-2.4505956  1.4275497  1.4265127 -0.7626271  1.2310772  0.2146851 -0.2409644],[1.093264 0.47615  0.162404]
2280,[-2.4506001  1.4274982  1.4265743 -0.7624953  1.2310781  0.2147731 -0.2410479],[1.093264 0.476152 0.162396]
2281,[-2.4506092  1.4275001  1.4264677 -0.762521   1.2311635  0.2147004 -0.2409754],[1.093264 0.476147 0.162393]
2282,[-2.4505386  1.4274905  1.4264731 -0.762597   1.2310486  0.2147567 -0.2410386],[1.093262 0.476148 0.162396]
2283,[-2.4505868  1.4276031  1.4265193 -0.7625685  1.2310357  0.2146999 -0.2409901],[1.093263 0.47615  0.162401]
2284,[-2.450598   1.4275935  1.4265026 -0.7625827  1.2310228  0.2147109 -0.2408907],[1.093264 0.47615  0.1624  ]
2285,[-2.4505532  1.4275497  1.4265177 -0.7626299  1.231092   0.2147035 -0.2409445],[1.093263 0.476148 0.162401]
2286,[-2.4505556  1.4275115  1.4264344 -0.7625872  1.2311358  0.2147514 -0.2410153],[1.093263 0.476148 0.162399]
2287,[-2.4505494  1.4275668  1.4265851 -0.7626223  1.2311006  0.2147028 -0.2409349],[1.093264 0.476151 0.162398]
2288,[-2.4505031  1.4275344  1.4265044 -0.7625986  1.2310376  0.2147143 -0.2409905],[1.093264 0.476149 0.162395]
2289,[-2.4506361  1.4275973  1.4265288 -0.7626379  1.2310929  0.2146757 -0.2409661],[1.093263 0.476148 0.162394]
2290,[-2.450479   1.4274753  1.4264623 -0.762616   1.2310824  0.2146928 -0.2409721],[1.093261 0.476148 0.162396]
2291,[-2.450552   1.4274905  1.4265186 -0.7624894  1.2310996  0.214701  -0.2409638],[1.093262 0.476147 0.1624  ]
2292,[-2.4505546  1.4275382  1.426517  -0.7625741  1.2311239  0.2147262 -0.2410146],[1.093262 0.476148 0.162397]
2293,[-2.4504845  1.4275649  1.4265535 -0.762654   1.2311015  0.2147134 -0.2409144],[1.093261 0.476147 0.162398]
2294,[-2.4505749  1.427626   1.4265044 -0.7625527  1.2311134  0.2146976 -0.2409548],[1.093248 0.476147 0.162405]
2295,[-2.4505711  1.4275172  1.4264907 -0.7626179  1.2311292  0.2147286 -0.2409753],[1.093261 0.476146 0.162397]
2296,[-2.4505847  1.4275535  1.4265963 -0.7626256  1.2310767  0.2147502 -0.240931 ],[1.093261 0.476147 0.162398]
2297,[-2.4505439  1.4275172  1.4264783 -0.7626353  1.2310681  0.2147148 -0.2410336],[1.09326  0.476147 0.162396]
2298,[-2.4505775  1.4276336  1.4264249 -0.7625604  1.2310853  0.2147157 -0.2409465],[1.09326  0.476146 0.162398]
2299,[-2.4505527  1.4276126  1.4265286 -0.762579   1.2310257  0.2146456 -0.2409613],[1.093262 0.476147 0.162398]
2300,[-2.4505692  1.4275458  1.4265597 -0.7625841  1.231122   0.2146711 -0.2409441],[1.093261 0.476146 0.162396]
2301,[-2.450567   1.4275172  1.4265295 -0.7625163  1.2310028  0.2147212 -0.2410165],[1.093257 0.476124 0.162408]
2302,[-2.4505658  1.427563   1.4264642 -0.762512   1.2311392  0.2147279 -0.2410239],[1.093247 0.476146 0.162405]
2303,[-2.4505594  1.4275458  1.4264466 -0.7626129  1.2311134  0.2147313 -0.2409852],[1.09326  0.476145 0.162397]
2304,[-2.4505637  1.4274829  1.4264297 -0.7626101  1.2310486  0.2147227 -0.2409246],[1.093262 0.476145 0.162395]
2305,[-2.4505212  1.4275172  1.4265169 -0.7626109  1.231082   0.2146856 -0.2410249],[1.093259 0.476146 0.162398]
2306,[-2.4505126  1.4275497  1.4264232 -0.762534   1.2311058  0.2147396 -0.2409457],[1.093262 0.476147 0.162394]
2307,[-2.4505181  1.4275287  1.4264675 -0.7626221  1.231029   0.2146893 -0.2409293],[1.093259 0.476147 0.162398]
2308,[-2.4505301  1.427563   1.4264625 -0.7625824  1.2310743  0.2147219 -0.2409662],[1.093259 0.476145 0.162395]
2309,[-2.4506106  1.4275535  1.4264953 -0.7625621  1.2310758  0.2147798 -0.2409255],[1.093259 0.476146 0.162395]
2310,[-2.4505625  1.4275687  1.4265208 -0.7625981  1.2310138  0.2147385 -0.2409622],[1.093258 0.476146 0.162395]
2311,[-2.4505405  1.4275268  1.426483  -0.7624889  1.2310967  0.2147089 -0.2409416],[1.093258 0.476145 0.162399]
2312,[-2.4505212  1.4274867  1.426476  -0.7625679  1.2310371  0.2146755 -0.2408988],[1.093258 0.476145 0.162394]
2313,[-2.4505994  1.427584   1.4266185 -0.7625942  1.2311039  0.214691  -0.2409439],[1.093245 0.476145 0.162405]
2314,[-2.4505441  1.4275363  1.4264905 -0.7625684  1.231101   0.2146975 -0.2409841],[1.09326  0.476147 0.162397]
2315,[-2.4505358  1.4276107  1.4265001 -0.7625827  1.2311072  0.214698  -0.2410029],[1.09326  0.476144 0.162397]
2316,[-2.4506321  1.4275516  1.4265246 -0.7625861  1.2310567  0.2147489 -0.2408426],[1.09326  0.476143 0.162394]
2317,[-2.4505799  1.4275001  1.4264928 -0.7625813  1.2310705  0.2147345 -0.2409871],[1.093261 0.476145 0.162392]
2318,[-2.4505327  1.4276126  1.4265113 -0.7625464  1.2310748  0.2147269 -0.2409295],[1.09326  0.476144 0.162393]
2319,[-2.4505799  1.4275516  1.426538  -0.7625145  1.2310333  0.2147216 -0.2409715],[1.093257 0.476141 0.162398]
2320,[-2.4505582  1.4275649  1.4265226 -0.7625173  1.2310729  0.2147297 -0.2409522],[1.093257 0.476143 0.162397]
2321,[-2.4505408  1.4275039  1.426439  -0.7626056  1.231204   0.214703  -0.2409895],[1.093257 0.476145 0.1624  ]
2322,[-2.4504955  1.4276107  1.4266262 -0.762619   1.231082   0.214724  -0.2409234],[1.093256 0.476142 0.162397]
2323,[-2.4505694  1.4275363  1.4264371 -0.762522   1.2311134  0.214754  -0.2409888],[1.093255 0.476142 0.162397]
2324,[-2.4505661  1.4275535  1.4264727 -0.762536   1.2310901  0.2147084 -0.241036 ],[1.093258 0.47614  0.162398]
2325,[-2.4505498  1.4275592  1.4265479 -0.7625855  1.2311015  0.2147142 -0.2409546],[1.093258 0.476142 0.1624  ]
2326,[-2.4505098  1.4275039  1.4264084 -0.7625461  1.2311349  0.2146917 -0.2409555],[1.093256 0.476142 0.162398]
2327,[-2.4504697  1.4275668  1.4264576 -0.7625993  1.2311182  0.2147269 -0.240971 ],[1.093257 0.476145 0.162396]
2328,[-2.4505608  1.4275325  1.4264622 -0.762478   1.231154   0.2146663 -0.2409904],[1.093257 0.476145 0.162397]
2329,[-2.4505143  1.4275954  1.4265438 -0.7625311  1.2311139  0.2147249 -0.240883 ],[1.093255 0.47614  0.162401]
2330,[-2.4505424  1.4275382  1.4264499 -0.7625965  1.2310853  0.2146801 -0.2409647],[1.093256 0.476139 0.162399]
2331,[-2.4505813  1.4275745  1.4264582 -0.7625502  1.2310858  0.2146859 -0.2409448],[1.093255 0.476141 0.162399]
2332,[-2.4505303  1.4275592  1.4265976 -0.7624577  1.2311654  0.2147029 -0.2409944],[1.093255 0.476143 0.162399]
2333,[-2.4505889  1.4275611  1.4265101 -0.7624547  1.2310929  0.2146526 -0.2409606],[1.093254 0.476144 0.162399]
2334,[-2.4505203  1.427542   1.426504  -0.7626557  1.2311096  0.2146838 -0.2409392],[1.093253 0.476144 0.162399]
2335,[-2.4505486  1.4276126  1.4264976 -0.7625373  1.231113   0.2147393 -0.2409684],[1.093256 0.476141 0.162398]
2336,[-2.4504898  1.4275706  1.4264687 -0.7625437  1.2310381  0.2147201 -0.2409935],[1.093255 0.476138 0.162398]
2337,[-2.4505408  1.427523   1.426545  -0.7625361  1.2311234  0.2146887 -0.241012 ],[1.093256 0.47614  0.162397]
2338,[-2.4506044  1.4275306  1.4264592 -0.7626505  1.2311139  0.2147283 -0.2409551],[1.093255 0.476143 0.162395]
2339,[-2.4505565  1.4275573  1.4265363 -0.7625847  1.2311349  0.2147215 -0.2409761],[1.093254 0.476143 0.162399]
2340,[-2.4504924  1.4275592  1.4265496 -0.7624655  1.2310963  0.2147412 -0.240958 ],[1.093256 0.476142 0.162399]
2341,[-2.4504957  1.4275096  1.4265735 -0.7625625  1.2311025  0.2147637 -0.240983 ],[1.093254 0.476141 0.162398]
2342,[-2.4505217  1.427542   1.4265753 -0.7625712  1.2311163  0.2146634 -0.240904 ],[1.093255 0.476139 0.162397]
2343,[-2.4505539  1.4275077  1.426578  -0.7626343  1.2310534  0.2146923 -0.2409232],[1.093255 0.476139 0.162397]
2344,[-2.4505801  1.4275954  1.4265019 -0.7626075  1.231111   0.214696  -0.241018 ],[1.093254 0.47614  0.162399]
2345,[-2.4505389  1.4276317  1.4264777 -0.7626245  1.2310867  0.2147503 -0.2409596],[1.093254 0.476139 0.1624  ]
2346,[-2.4505332  1.4275516  1.4264638 -0.762536   1.231173   0.2147155 -0.2410122],[1.093255 0.47614  0.1624  ]
2347,[-2.4505656  1.4275458  1.4264686 -0.7625584  1.2311163  0.2146762 -0.2409497],[1.093253 0.476141 0.1624  ]
2348,[-2.4505742  1.4275859  1.4265014 -0.7625262  1.2310839  0.2146882 -0.2409879],[1.093247 0.476139 0.162398]
2349,[-2.4505458  1.4275611  1.4265037 -0.7625383  1.2310929  0.2147378 -0.2410091],[1.093254 0.476143 0.162397]
2350,[-2.4504929  1.4274581  1.4264776 -0.7625877  1.2310529  0.2147063 -0.2409364],[1.093255 0.47614  0.162398]
2351,[-2.4505575  1.4275096  1.4264033 -0.7638302  1.2318196  0.2205897 -0.2409808],[1.093627 0.476342 0.162325]
2352,[-2.4505446  1.4275649  1.4271106 -0.7648966  1.2313018  0.2563559 -0.2410229],[1.098694 0.476524 0.160548]
2353,[-2.450743   1.4276412  1.427225  -0.7648996  1.2315769  0.2649435 -0.2410344],[1.0997   0.476535 0.16018 ]
2354,[-2.4506414  1.4275363  1.4268638 -0.7651362  1.2311444  0.3003364 -0.240877 ],[1.105027 0.475868 0.158472]
2355,[-2.4506226  1.427584   1.426805  -0.7649751  1.2312174  0.3093867 -0.2409051],[1.106022 0.47571  0.15817 ]
2356,[-2.4505067  1.4275859  1.4264286 -0.7647782  1.2311683  0.3466789 -0.2409342],[1.111416 0.474552 0.156542]
2357,[-2.4504194  1.4276031  1.4264833 -0.764918   1.231225   0.3916747 -0.2409029],[1.115927 0.473847 0.155458]
2358,[-2.4504688  1.4276546  1.4265052 -0.7651132  1.2313423  0.4007296 -0.2409511],[1.115927 0.473847 0.155458]
2359,[-2.4504473  1.4276298  1.4264736 -0.7650774  1.231288   0.4272022 -0.2409457],[1.123577 0.472473 0.153663]
2360,[-2.4505391  1.4276508  1.4265304 -0.7650349  1.2313919  0.4359739 -0.2409771],[1.124626 0.472273 0.153407]
2361,[-2.4505188  1.4276221  1.4265609 -0.7649719  1.2314739  0.4793635 -0.2408604],[1.130908 0.470802 0.152032]
2362,[-2.4505019  1.4275001  1.4266195 -0.764939   1.2313991  0.4877043 -0.2410227],[1.132003 0.470553 0.151843]
2363,[-2.4504631  1.4276164  1.4268098 -0.7650108  1.2314224  0.5214956 -0.2409782],[1.137352 0.469146 0.150902]
2364,[-2.4504778  1.4275268  1.4267433 -0.7650244  1.2315269  0.5548909 -0.2409353],[1.142511 0.467616 0.150211]
2365,[-2.4504013  1.427563   1.4266312 -0.7649899  1.2315102  0.5638058 -0.2409367],[1.143542 0.467262 0.150113]
2366,[-2.4504325  1.427542   1.4267405 -0.7649587  1.2314539  0.5726732 -0.2409057],[1.143542 0.467262 0.150113]
2367,[-2.4504778  1.4274905  1.4266942 -0.7649764  1.2315817  0.6069656 -0.2410437],[1.149852 0.465203 0.149482]
2368,[-2.4504955  1.4275954  1.4266027 -0.7650593  1.2316628  0.6156003 -0.2409573],[1.149852 0.465203 0.149482]
2369,[-2.4504814  1.4275249  1.4267277 -0.7650813  1.231638   0.6411059 -0.2409349],[1.154936 0.4634   0.149124]
2370,[-2.4504068  1.4276355  1.4266242 -0.7651746  1.2315035  0.6494327 -0.2410056],[1.155961 0.463032 0.149047]
2371,[-2.4504719  1.4276088  1.42665   -0.7650764  1.2316232  0.6581725 -0.2409028],[1.156958 0.462627 0.148986]
2372,[-2.4504783  1.4275134  1.4267495 -0.7651265  1.2316837  0.6903257 -0.2410083],[1.161825 0.460589 0.148805]
2373,[-2.4504375  1.4275802  1.4266957 -0.7650613  1.2316499  0.6979627 -0.2409616],[1.162795 0.460197 0.148777]
2374,[-2.450453   1.4275993  1.4266448 -0.7650329  1.2316208  0.7216852 -0.24096  ],[1.16651  0.458568 0.148749]
2375,[-2.450424   1.4275535  1.4267052 -0.7650929  1.2316136  0.7297034 -0.2409879],[1.167436 0.45818  0.148764]
2376,[-2.4504383  1.4275611  1.4267186 -0.7650969  1.2316275  0.768585  -0.2409335],[1.172923 0.455832 0.148945]
2377,[-2.4503529  1.4275268  1.4266047 -0.7652103  1.2317252  0.8056805 -0.2409421],[1.17794  0.453344 0.149276]
2378,[-2.4504828  1.4275554  1.4267378 -0.7652237  1.2317352  0.8351975 -0.2409927],[1.182052 0.451124 0.14962 ]
2379,[-2.4504447  1.4276031  1.4267132 -0.7652101  1.2317028  0.8423448 -0.2409718],[1.18288  0.450716 0.149717]
2380,[-2.4505177  1.4275497  1.4267315 -0.7650651  1.2317376  0.849687  -0.2410331],[1.18365  0.450288 0.149812]
2381,[-2.4504316  1.4276069  1.4267339 -0.7651221  1.2316813  0.8764272 -0.2409766],[1.187362 0.448196 0.15025 ]
2382,[-2.4503858  1.427523   1.4267256 -0.7651043  1.2318115  0.902048  -0.2410168],[1.190858 0.446205 0.150784]
2383,[-2.4503906  1.4275821  1.4267393 -0.765209   1.2318869  0.9084847 -0.2409576],[1.191543 0.445824 0.150889]
2384,[-2.4504955  1.4275726  1.4267169 -0.7652233  1.2318983  0.9382247 -0.2409063],[1.195445 0.443451 0.151587]
