id,joint_position,m6
1194,[-2.3721135  1.4017738  1.589359  -0.0112256  1.0608568  0.4591608 -0.3271275],[1.035328 0.312986 0.100365]
1195,[-2.3796868  1.3970302  1.5826032 -0.0125029  1.045857   0.4623443 -0.3272365],[1.034429 0.313019 0.100458]
1196,[-2.3880131  1.3920787  1.5760572 -0.0129259  1.0321155  0.4662969 -0.3271641],[1.032622 0.313595 0.100468]
1197,[-2.3909569  1.3904937  1.5740663 -0.0126949  1.0281496  0.4676533 -0.3272439],[1.032114 0.313868 0.100457]
1198,[-2.3937573  1.3888801  1.5721314 -0.0124985  1.0243716  0.4690394 -0.3271608],[1.031544 0.314122 0.100377]
1199,[-2.3967862  1.3873313  1.5703782 -0.0123207  1.0210652  0.4706974 -0.3272152],[1.030958 0.314464 0.100304]
1200,[-2.4080775  1.3817943  1.5661755 -0.0101158  1.0102959  0.4743511 -0.327177 ],[1.028081 0.317058 0.099391]
1201,[-2.4200845  1.377642   1.5666984 -0.0036432  0.9968796  0.478616  -0.3272343],[1.025838 0.319891 0.097482]
1202,[-2.4231596e+00  1.3765681e+00  1.5671923e+00 -1.8417663e-03  9.9314547e-01  4.8045358e-01 -3.2725728e-01],[1.025663 0.320451 0.096894]
1203,[-2.4377434  1.3703998  1.5705514  0.006961   0.9725666  0.4897934 -0.3272076],[1.024729 0.32378  0.092555]
1204,[-2.443351   1.3679984  1.5722258  0.0113966  0.9645238  0.4935298 -0.3271804],[1.024302 0.325176 0.090292]
1205,[-2.4487011  1.365927   1.5737709  0.0154563  0.9570255  0.4963674 -0.3271778],[1.023908 0.326214 0.089015]
1206,[-2.4514694  1.3649753  1.5744935  0.0177932  0.9527774  0.4972279 -0.3272091],[1.023644 0.326656 0.088485]
1207,[-2.4614863  1.3619235  1.5761184  0.0253118  0.9361944  0.4999986 -0.327241 ],[1.022387 0.328574 0.086602]
1208,[-2.4662883  1.3601173  1.57568    0.0278747  0.9277053  0.5001146 -0.3272589],[1.021689 0.329202 0.086348]
1209,[-2.4757841  1.3559879  1.572597   0.0320721  0.9128084  0.5028704 -0.3272016],[1.019741 0.330362 0.086216]
1210,[-2.4844966  1.350735   1.5678807  0.0372512  0.8984981  0.506568  -0.3278587],[1.017428 0.330953 0.085881]
1211,[-2.4867854  1.3493465  1.5670559  0.0396288  0.8950162  0.5075559 -0.3283641],[1.016935 0.330998 0.08576 ]
1212,[-2.4969423  1.3420013  1.5660812  0.05419    0.8796244  0.5123717 -0.3328374],[1.013594 0.331262 0.084089]
1213,[-2.5046952  1.3349593  1.566897   0.0657321  0.8682513  0.5170643 -0.3361792],[1.011689 0.331921 0.080821]
1214,[-2.5066469  1.3330043  1.5672797  0.0688213  0.8649988  0.5177497 -0.3369356],[1.010484 0.332397 0.078585]
1215,[-2.5212522  1.3201411  1.5727935  0.0847979  0.8486505  0.5181235 -0.3464727],[1.008306 0.335799 0.072371]
1216,[-2.523314   1.3185504  1.572891   0.0850011  0.8462782  0.5182047 -0.3482168],[1.008133 0.336833 0.071083]
1217,[-2.5359495  1.3072932  1.5672817  0.0835965  0.8253326  0.5181264 -0.3598206],[1.006995 0.339283 0.068411]
1218,[-2.5380564  1.3053001  1.5654613  0.083573   0.8223939  0.5180337 -0.3619807],[1.006535 0.339622 0.068086]
1219,[-2.5421712  1.3011726  1.5614451  0.0834598  0.8174024  0.5170097 -0.3672354],[1.004692 0.340642 0.067556]
1220,[-2.546124   1.2973807  1.5575854  0.0836618  0.8153634  0.5153904 -0.3733782],[1.003104 0.341441 0.067246]
1221,[-2.5499852  1.2937797  1.5539725  0.0837729  0.8154907  0.5123115 -0.3798994],[1.000361 0.342968 0.066899]
1222,[-2.5553679  1.2883456  1.548683   0.0835903  0.8157229  0.5051103 -0.3903081],[0.997394 0.34456  0.066771]
1223,[-2.5568666  1.2865108  1.5468547  0.083185   0.8156896  0.5018269 -0.3942482],[0.996367 0.345101 0.066669]
1224,[-2.5611832  1.2812617  1.5419165  0.081755   0.8159513  0.4919411 -0.4052602],[0.992516 0.347266 0.066448]
1225,[-2.5625453  1.279671   1.5405364  0.0812864  0.8160648  0.4885226 -0.4089847],[0.991602 0.347751 0.066412]
1226,[-2.566498   1.2735141  1.5351378  0.0788667  0.8162422  0.4740976 -0.4237223],[0.987679 0.349844 0.065995]
1227,[-2.5677104  1.2711185  1.5332211  0.0781507  0.8165965  0.4668857 -0.4310741],[0.986325 0.350414 0.065793]
1228,[-2.5688984  1.2670119  1.5297947  0.0756657  0.8168731  0.4527696 -0.4445136],[0.983586 0.351215 0.06564 ]
1229,[-2.5688398  1.2637256  1.5254129  0.0707655  0.8172035  0.4395877 -0.4569923],[0.981683 0.351307 0.066066]
1230,[-2.5687661  1.2631438  1.5241535  0.0690107  0.8172684  0.436422  -0.459978 ],[0.981364 0.351306 0.066245]
1231,[-2.5685258  1.2619689  1.5215019  0.0654605  0.8174181  0.4296166 -0.4657749],[0.980377 0.351241 0.066963]
1232,[-2.568321   1.2601741  1.5167663  0.0595404  0.8181748  0.4203844 -0.4737968],[0.979387 0.351254 0.067841]
1233,[-2.5681102  1.2579711  1.510435   0.0506746  0.8185229  0.4110353 -0.4815814],[0.978218 0.351494 0.069167]
1234,[-2.5681984  1.257233   1.5079991  0.047759   0.8187175  0.4075984 -0.4842944],[0.977687 0.351537 0.069695]
1235,[-2.5681825  1.2565196  1.505816   0.0451699  0.8189826  0.4046109 -0.4867433],[0.97748  0.351639 0.069953]
1236,[-2.5683768  1.2548583  1.4982868  0.0356503  0.822875   0.3910371 -0.4955337],[0.9749   0.352398 0.07238 ]
1237,[-2.5684416  1.2545226  1.4964739  0.0331211  0.8243346  0.3870777 -0.4977067],[0.974366 0.352669 0.072873]
1238,[-2.5690808  1.2524322  1.4866507  0.0185248  0.8299255  0.3665581 -0.5032846],[0.971292 0.354672 0.075854]
1239,[-2.569973   1.250706   1.4786979  0.008412   0.8322763  0.3486134 -0.503301 ],[0.968313 0.356032 0.078488]
1240,[-2.5702038  1.250397   1.4769754  0.0063225  0.8324814  0.3437361 -0.5033765],[0.967738 0.356223 0.07907 ]
1241,[-2.5706980e+00  1.2499278e+00  1.4734482e+00  2.1175398e-03  8.3249235e-01  3.3429489e-01 -5.0107217e-01],[0.965942 0.356702 0.080879]
1242,[-2.5711577  1.2490924  1.4677621 -0.0053767  0.8323579  0.320798  -0.493955 ],[0.964523 0.357194 0.08263 ]
1243,[-2.5719161  1.2477039  1.4584552 -0.0177228  0.8319354  0.3027296 -0.4775832],[0.962288 0.35799  0.08585 ]
1244,[-2.5720024  1.247269   1.4556502 -0.0211121  0.8318219  0.2987652 -0.4723816],[0.961904 0.358108 0.086597]
1245,[-2.5728607  1.2425616  1.4386774 -0.0404031  0.8288665  0.278298  -0.4429043],[0.959079 0.358345 0.090794]
1246,[-2.5739546  1.2361682  1.4229208 -0.0549405  0.8219228  0.2622407 -0.4155327],[0.956389 0.357535 0.094207]
1247,[-2.5742631  1.2342494  1.4186273 -0.0585519  0.8195601  0.2581528 -0.4081787],[0.955869 0.357274 0.09483 ]
1248,[-2.5775771  1.2181934  1.3884264 -0.085045   0.8003168  0.2305734 -0.3493293],[0.951247 0.355119 0.09882 ]
1249,[-2.5797725  1.2106574  1.3762454 -0.0960213  0.7923574  0.2185843 -0.3240159],[0.949729 0.354686 0.09944 ]
1250,[-2.5826414  1.200352   1.360534  -0.1121211  0.7848692  0.2026417 -0.2933099],[0.947322 0.354978 0.099913]
1251,[-2.5834286  1.1978057  1.3567909 -0.1161231  0.7834163  0.198864  -0.2861382],[0.946804 0.355045 0.099996]
1252,[-2.584228   1.1953433  1.3530263 -0.1197827  0.7818184  0.1959053 -0.2794831],[0.946328 0.355129 0.100013]
1253,[-2.5919385  1.1778339  1.3266053 -0.1414258  0.7654395  0.1728512 -0.2401563],[0.941354 0.355889 0.101202]
1254,[-2.5930624  1.1762889  1.3239124 -0.1432929  0.7639856  0.1706098 -0.2365608],[0.940812 0.355888 0.101427]
1255,[-2.5964301  1.1719611  1.3168489 -0.1466532  0.7589173  0.1646386 -0.2277519],[0.938691 0.356409 0.102341]
1256,[-2.598923   1.1693042  1.3126562 -0.1472328  0.7539749  0.1614588 -0.2241774],[0.937587 0.356519 0.102861]
1257,[-2.6061623  1.1632636  1.3059552 -0.144407   0.7370825  0.1596403 -0.2199119],[0.934937 0.356393 0.103076]
1258,[-2.607856   1.1622146  1.305716  -0.1431952  0.7335482  0.1596567 -0.2200297],[0.934713 0.35647  0.102872]
1259,[-2.6230323  1.1527045  1.309581  -0.1349486  0.7005525  0.1633152 -0.2382796],[0.935117 0.359443 0.096405]
1260,[-2.625118   1.1513408  1.3104962 -0.1336857  0.6968784  0.1648506 -0.2434394],[0.935273 0.359924 0.095336]
1261,[-2.6272275  1.1499026  1.3114923 -0.1325569  0.6938162  0.1665199 -0.2488969],[0.935402 0.360499 0.094247]
1262,[-2.6359694  1.144625   1.3159786 -0.1246082  0.6827826  0.175485  -0.2745728],[0.935737 0.363521 0.08896 ]
1263,[-2.6382234  1.1435092  1.3170743 -0.1218463  0.6802936  0.1779433 -0.2818576],[0.935723 0.364075 0.088033]
1264,[-2.651896   1.1384376  1.3219514 -0.102129   0.6679959  0.1963894 -0.3239956],[0.933802 0.368501 0.082829]
1265,[-2.6583788  1.1363662  1.3228898 -0.0894851  0.6618104  0.2073207 -0.3438192],[0.93233  0.369695 0.081828]
1266,[-2.6605902  1.1359904  1.3233966 -0.0838522  0.6593604  0.2114155 -0.3504443],[0.931742 0.369911 0.081669]
1267,[-2.6646445  1.1354926  1.32548   -0.0710611  0.6559877  0.2197927 -0.3629203],[0.92967  0.370572 0.081211]
1268,[-2.6684332  1.1356242  1.3290542 -0.0570081  0.6522288  0.2275378 -0.3745379],[0.928249 0.371014 0.080858]
1269,[-2.6752071  1.1364959  1.3414224 -0.0260069  0.6477733  0.2412691 -0.3953457],[0.925219 0.372311 0.0789  ]
1270,[-2.6767144  1.136494   1.3452153 -0.0188126  0.647253   0.2443542 -0.3997045],[0.924837 0.372661 0.078192]
1271,[-2.6825666  1.1365646  1.3662891  0.0161201  0.6468673  0.2558199 -0.4208916],[0.923311 0.375025 0.07214 ]
1272,[-2.6847219  1.1368831  1.382363   0.0402672  0.6482821  0.2603    -0.4333467],[0.92258  0.376189 0.06706 ]
1273,[-2.6855705  1.1382716  1.3947752  0.0574265  0.6491961  0.2621571 -0.4412202],[0.922337 0.376657 0.064461]
1274,[-2.6864727  1.1426891  1.4154075  0.0837512  0.6527953  0.2621624 -0.4521881],[0.922007 0.377598 0.060536]
1275,[-2.6866744  1.1469634  1.4288131  0.0989676  0.6558433  0.2621491 -0.4582053],[0.92215  0.378293 0.058982]
1276,[-2.6868694  1.1614688  1.4596424  0.1350901  0.6600361  0.2621914 -0.4695857],[0.922372 0.379262 0.057976]
1277,[-2.6872988  1.1793731  1.4835626  0.17081    0.6603804  0.2626189 -0.4731399],[0.921293 0.378978 0.062435]
1278,[-2.6885638  1.1956447  1.5001559  0.2061704  0.6610336  0.2627494 -0.4710474],[0.917799 0.378129 0.069744]
1279,[-2.6906095  1.2047504  1.5136328  0.2385235  0.6621075  0.2626024 -0.4604965],[0.913653 0.377675 0.074806]
1280,[-2.6914287  1.2062057  1.5170465  0.2474829  0.6620684  0.2625758 -0.4571731],[0.912836 0.377685 0.075337]
1281,[-2.6920233  1.2073596  1.5205659  0.2553804  0.6622505  0.2624823 -0.4533492],[0.912096 0.37774  0.075683]
1282,[-2.6950915  1.2084506  1.5347805  0.28337    0.6631041  0.2606609 -0.4350552],[0.909116 0.378923 0.074775]
1283,[-2.6984212  1.2060531  1.5490032  0.3047009  0.6670551  0.2552745 -0.4129416],[0.907605 0.381562 0.069718]
1284,[-2.6991198  1.2049697  1.5523648  0.3079798  0.6679463  0.2530805 -0.4068313],[0.907543 0.382254 0.068432]
1285,[-2.7018483  1.2007297  1.5631307  0.312602   0.672822   0.2433486 -0.3793044],[0.908184 0.386006 0.061697]
1286,[-2.7026913  1.1992858  1.5669208  0.3116022  0.6748834  0.2372852 -0.365013 ],[0.908666 0.387512 0.059537]
1287,[-2.7035024  1.1988032  1.5696429  0.3099408  0.6768107  0.2310528 -0.351607 ],[0.9092   0.389366 0.0576  ]
1288,[-2.7037194  1.1986812  1.5704283  0.3081333  0.6781349  0.2273009 -0.3450099],[0.909306 0.389882 0.05739 ]
1289,[-2.7037892  1.1987994  1.5707698  0.3061853  0.6798525  0.2240563 -0.3388648],[0.909303 0.390417 0.057241]
1290,[-2.7031686  1.2007068  1.5667462  0.2913483  0.6933846  0.2055158 -0.3135155],[0.907841 0.392714 0.0602  ]
1291,[-2.6959028  1.2060054  1.5481273  0.2716053  0.7520871  0.1717294 -0.2926338],[0.898186 0.395946 0.073042]
1292,[-2.694277   1.2067702  1.547037   0.2717622  0.7596192  0.1680251 -0.2913904],[0.897153 0.396086 0.074126]
1293,[-2.6896944  1.2088454  1.5459673  0.2723717  0.7815962  0.1584179 -0.2884005],[0.893901 0.396579 0.077761]
1294,[-2.6864498  1.2101463  1.5461885  0.2722553  0.7936349  0.153317  -0.2869574],[0.892978 0.396785 0.078847]
1295,[-2.6806648  1.2117255  1.5480961  0.2716355  0.8069673  0.1452613 -0.2841247],[0.892707 0.396067 0.079746]
1296,[-2.6793149  1.2120612  1.5489051  0.2712529  0.8090248  0.1438495 -0.2830816],[0.892849 0.395889 0.079587]
1297,[-2.6769011  1.2122119  1.5510579  0.2708183  0.8119283  0.141792  -0.2805093],[0.89375  0.395163 0.078859]
1298,[-2.6757815  1.2122043  1.5520322  0.2704095  0.8131075  0.1405037 -0.279192 ],[0.89403  0.39499  0.078515]
1299,[-2.6738043  1.2120155  1.5536402  0.2695775  0.8142796  0.1383139 -0.2768531],[0.894712 0.394475 0.077682]
1300,[-2.6720042  1.2117103  1.5551155  0.2679315  0.8173537  0.1358301 -0.2752493],[0.895613 0.394171 0.076345]
1301,[-2.6695397  1.2109092  1.5570997  0.2653432  0.8238955  0.1316868 -0.2736063],[0.896146 0.394428 0.074931]
1302,[-2.6664479  1.2109836  1.5596175  0.2571723  0.8421316  0.1220964 -0.272511 ],[0.896737 0.396705 0.073341]
1303,[-2.665978   1.2114051  1.5601346  0.2557237  0.846796   0.1200879 -0.2725751],[0.896717 0.397362 0.073299]
1304,[-2.6644816  1.2149642  1.5614429  0.2479148  0.866457   0.1117506 -0.272509 ],[0.896545 0.400873 0.074358]
1305,[-2.6641338  1.2160285  1.5613801  0.2455826  0.8713503  0.1091997 -0.2723904],[0.896407 0.401678 0.074841]
1306,[-2.6634464  1.2205089  1.5596719  0.2359303  0.8909011  0.1009972 -0.2726097],[0.895384 0.405499 0.07807 ]
1307,[-2.663197   1.221413   1.558717   0.2333872  0.8950543  0.09873   -0.2725204],[0.895137 0.406219 0.078831]
1308,[-2.6623366  1.2247623  1.5546713  0.2269022  0.9124012  0.0918407 -0.272579 ],[0.893226 0.409275 0.08293 ]
1309,[-2.6616488  1.2256702  1.5524226  0.2245802  0.918756   0.0885142 -0.2725774],[0.892071 0.41041  0.085103]
1310,[-2.6604598  1.225941   1.5494391  0.2233789  0.9252114  0.0855895 -0.2725859],[0.891001 0.41062  0.086605]
1311,[-2.6589212  1.22555    1.5479673  0.2238083  0.9290504  0.083897  -0.2726273],[0.890036 0.410064 0.087505]
1312,[-2.6576374  1.2250007  1.5477061  0.2238385  0.9301014  0.0824855 -0.2726235],[0.889995 0.409532 0.087324]
1313,[-2.655602   1.2213863  1.5481195  0.2233398  0.9290137  0.0805549 -0.2728254],[0.890824 0.40816  0.085174]
1314,[-2.6551397  1.2202304  1.548396   0.2230585  0.9282475  0.0802215 -0.2732314],[0.891078 0.407852 0.084476]
1315,[-2.65484    1.2187961  1.5484072  0.2226     0.9273214  0.0798158 -0.2737693],[0.891256 0.40757  0.0838  ]
1316,[-2.6539745  1.2110103  1.5467813  0.218287   0.9221478  0.0790223 -0.276313 ],[0.892436 0.406284 0.079196]
1317,[-2.6538913  1.1996215  1.5415862  0.2112494  0.9174538  0.0790136 -0.2795341],[0.893133 0.405542 0.073331]
1318,[-2.6543059  1.1952098  1.53833    0.2081937  0.9156704  0.0789579 -0.2808286],[0.893081 0.40551  0.071086]
1319,[-2.6545973  1.1928943  1.536478   0.2063659  0.9145131  0.0789085 -0.2814315],[0.892967 0.405486 0.070461]
1320,[-2.655195   1.1883224  1.5318364  0.2021764  0.9116697  0.0787867 -0.2832105],[0.892731 0.405463 0.069419]
1321,[-2.6568584  1.1812881  1.5219949  0.1935899  0.9067731  0.0778243 -0.2863367],[0.891709 0.405634 0.068305]
1322,[-2.6584532  1.1766856  1.5143057  0.1878081  0.9038367  0.0772167 -0.2877814],[0.890755 0.405787 0.068187]
1323,[-2.6656837  1.1611655  1.4861275  0.1712964  0.8936148  0.0755743 -0.2887697],[0.886075 0.406248 0.069247]
1324,[-2.6683292  1.1552013  1.4761649  0.1669539  0.8901558  0.0752121 -0.288649 ],[0.883481 0.406359 0.069892]
1325,[-2.6710434  1.149031   1.4662327  0.1635189  0.8860111  0.0750022 -0.2886923],[0.881553 0.406316 0.070068]
1326,[-2.6776214  1.1322635  1.4434812  0.1580364  0.8757844  0.0739565 -0.2886802],[0.875956 0.406262 0.069722]
1327,[-2.6788881  1.1286662  1.4391919  0.1568004  0.8735652  0.0733967 -0.2886596],[0.875147 0.406229 0.06945 ]
1328,[-2.6800451  1.1252158  1.43507    0.1555977  0.8712201  0.0725425 -0.2885846],[0.873534 0.406193 0.068838]
1329,[-2.6830561  1.1149352  1.4230185  0.1522179  0.8627434  0.0700108 -0.2886877],[0.871279 0.405886 0.067694]
1330,[-2.6865556  1.1013148  1.4062476  0.1442632  0.8515782  0.0659511 -0.2885822],[0.868211 0.405091 0.065601]
1331,[-2.6873109  1.0978568  1.4021089  0.1421453  0.8486576  0.064885  -0.2886294],[0.867659 0.404817 0.06528 ]
1332,[-2.6880064  1.094723   1.397814   0.1399016  0.845809   0.0638868 -0.2885619],[0.867147 0.404533 0.06487 ]
1333,[-2.690443   1.0822147  1.3799725  0.1289376  0.834549   0.060031  -0.2885809],[0.864571 0.403026 0.06386 ]
1334,[-2.6919982  1.0741199  1.3661517  0.1198292  0.8277264  0.0563065 -0.2886493],[0.862374 0.401888 0.063896]
1335,[-2.6925128  1.0714439  1.3615929  0.1171391  0.8257375  0.0548659 -0.2885931],[0.861783 0.401654 0.06415 ]
1336,[-2.6929669  1.0693763  1.3569988  0.114326   0.8239532  0.0536093 -0.2886066],[0.861245 0.401356 0.064344]
1337,[-2.6953104  1.0565532  1.3324707  0.09907    0.8147292  0.0473355 -0.2886527],[0.857404 0.399705 0.066076]
1338,[-2.6957178  1.0540851  1.3274244  0.0960778  0.8135891  0.0459588 -0.2886379],[0.856706 0.399464 0.066456]
1339,[-2.696471   1.049599   1.3179464  0.0906746  0.8121409  0.0420342 -0.2886932],[0.854441 0.399006 0.067825]
1340,[-2.6968234  1.0474799  1.3136122  0.0883702  0.8122067  0.0401802 -0.2886409],[0.853643 0.398955 0.06827 ]
1341,[-2.6972842  1.0455478  1.3095168  0.0864086  0.8122106  0.0385772 -0.2887112],[0.852848 0.398911 0.068669]
1342,[-2.6983852  1.039986   1.2977933  0.0798627  0.8124876  0.0309579 -0.2888495],[0.849795 0.3989   0.070583]
1343,[-2.6990149  1.0361179  1.2897477  0.073776   0.8124514  0.0258227 -0.2889078],[0.848501 0.399091 0.071451]
1344,[-2.699455   1.0341418  1.2856994  0.0700419  0.8124175  0.0231852 -0.2889095],[0.847896 0.399158 0.071751]
1345,[-2.7009785  1.0265716  1.2696784  0.0563946  0.8126287  0.0117073 -0.2891698],[0.845005 0.39972  0.073308]
1346,[-2.7032182  1.0168212  1.248871   0.0348568  0.8128595 -0.00273   -0.2893049],[0.842238 0.400849 0.074989]
1347,[-2.7058842  1.0083163  1.2273787  0.0119784  0.8128824 -0.0157063 -0.2892658],[0.839479 0.402099 0.077399]
1348,[-2.7065015  1.0065654  1.2230929  0.0069984  0.8131504 -0.0181722 -0.2892797],[0.838986 0.402299 0.077908]
1349,[-2.7077081e+00  1.0034850e+00  1.2140253e+00 -1.9458765e-03  8.1287003e-01 -2.2263113e-02 -2.8929925e-01],[0.837755 0.403161 0.07946 ]
1350,[-2.709219   1.000397   1.2052954 -0.0106449  0.8127027 -0.0257857 -0.2892637],[0.836876 0.403702 0.080474]
1351,[-2.7101016  0.9985622  1.2007996 -0.0147272  0.8124552 -0.0279674 -0.2893034],[0.836446 0.404032 0.08105 ]
1352,[-2.713779   0.9928573  1.1840217 -0.0307416  0.8123035 -0.0343985 -0.2893168],[0.834034 0.405984 0.083479]
1353,[-2.7178867  0.98786    1.1706967 -0.0427004  0.8122096 -0.0403324 -0.2892753],[0.831654 0.408405 0.085603]
1354,[-2.7192852  0.9866584  1.1677605 -0.045309   0.812192  -0.0416396 -0.2894334],[0.831201 0.408959 0.085918]
1355,[-2.725688   0.9812358  1.155147  -0.0571111  0.8121295 -0.0458812 -0.2895637],[0.829031 0.412801 0.087001]
1356,[-2.7269886  0.9802478  1.153111  -0.0594536  0.8120313 -0.0469278 -0.2898249],[0.828661 0.413495 0.087018]
1357,[-2.7297385  0.9787257  1.1496749 -0.0627742  0.8120952 -0.0490386 -0.2902028],[0.827801 0.415693 0.087174]
1358,[-2.732461   0.9771789  1.1464342 -0.0664946  0.8122263 -0.0508806 -0.2905339],[0.82724  0.417291 0.08728 ]
1359,[-2.7366548  0.9742549  1.1403747 -0.0743209  0.8120937 -0.0529536 -0.2907909],[0.826529 0.420273 0.087293]
1360,[-2.7394781  0.9718402  1.1348536 -0.0808226  0.8117185 -0.0538849 -0.2910208],[0.826156 0.421821 0.087276]
1361,[-2.7466159  0.9626754  1.1157826 -0.0986895  0.8047476 -0.0570067 -0.2913715],[0.824414 0.425121 0.087781]
1362,[-2.7531235  0.9487727  1.0898761 -0.1166817  0.7917538 -0.0598184 -0.2914978],[0.82157  0.426475 0.088584]
1363,[-2.7543197  0.9453891  1.0839882 -0.1201979  0.7888374 -0.0602613 -0.2915202],[0.821022 0.426483 0.088632]
1364,[-2.7580142  0.9299319  1.059687  -0.1326083  0.7763505 -0.06175   -0.2915696],[0.817871 0.425817 0.088195]
1365,[-2.7609332  0.9073527  1.0301334 -0.1434548  0.7588301 -0.0629654 -0.291648 ],[0.813849 0.423026 0.085339]
1366,[-2.761586   0.8719257  0.9938905 -0.1551139  0.7359276 -0.0661188 -0.2916311],[0.809325 0.416921 0.075567]
1367,[-2.7615771  0.8634055  0.9846613 -0.1585697  0.7272558 -0.0666279 -0.2916406],[0.808783 0.415102 0.073742]
1368,[-2.7613695  0.8519595  0.9718001 -0.1622926  0.7119646 -0.0666084 -0.2920835],[0.807896 0.411155 0.071105]
1369,[-2.7614069  0.8460048  0.9634227 -0.1647473  0.7012935 -0.0665728 -0.2929222],[0.807491 0.409145 0.070414]
1370,[-2.7614331  0.8428577  0.9588351 -0.1664209  0.6956258 -0.0665998 -0.2934965],[0.807328 0.408077 0.070228]
1371,[-2.7617183  0.8324683  0.9385965 -0.174852   0.6711044 -0.0661041 -0.2964812],[0.80651  0.402838 0.070725]
1372,[-2.762548   0.8228057  0.9163563 -0.1831637  0.6446247 -0.0635172 -0.2992394],[0.8056   0.397338 0.073376]
1373,[-2.7628112  0.8205074  0.9109775 -0.1845823  0.6379132 -0.062496  -0.2997458],[0.805315 0.396203 0.073976]
1374,[-2.76425    0.8146785  0.897024  -0.1851001  0.6178393 -0.0577382 -0.3001402],[0.804211 0.391982 0.076484]
1375,[-2.7650814  0.8114513  0.8899055 -0.1842949  0.6066327 -0.0533919 -0.3001718],[0.803699 0.390179 0.077243]
1376,[-2.766516   0.8074802  0.8836655 -0.1827795  0.5936723 -0.045813  -0.3001006],[0.803572 0.387989 0.077254]
1377,[-2.7676957  0.8054202  0.8822899 -0.1814553  0.585505  -0.0403591 -0.3000895],[0.804087 0.387316 0.076519]
1378,[-2.7706625  0.8005622  0.8834557 -0.177608   0.5610037 -0.0254699 -0.3001545],[0.807227 0.385292 0.071603]
1379,[-2.772366   0.7980216  0.8871386 -0.1764191  0.5480204 -0.0172663 -0.3001009],[0.810274 0.384404 0.067133]
1380,[-2.7733805  0.7966712  0.8899853 -0.1766877  0.5407581 -0.013079  -0.3000572],[0.811925 0.384329 0.064736]
1381,[-2.7746961  0.7946685  0.8923206 -0.1779445  0.5312514 -0.0078824 -0.3001011],[0.814798 0.384048 0.060994]
1382,[-2.7752311  0.7935966  0.8926203 -0.1779673  0.5257421 -0.0049976 -0.3000435],[0.815677 0.383769 0.059885]
1383,[-2.7756221  0.7932323  0.8927198 -0.1779951  0.5236077 -0.0040185 -0.3000814],[0.815957 0.383638 0.059551]
1384,[-2.7759593e+00  7.9307968e-01  8.9228815e-01 -1.7747527e-01  5.2016306e-01 -2.3201485e-03 -3.0004370e-01],[0.816307 0.383242 0.059486]
1385,[-2.7759864e+00  7.9331810e-01  8.9108038e-01 -1.7748223e-01  5.1789141e-01 -1.4929851e-03 -3.0000541e-01],[0.816336 0.382935 0.059999]
1386,[-2.7751098e+00  7.9509765e-01  8.8618982e-01 -1.7763501e-01  5.1525354e-01  1.7915119e-03 -3.0003300e-01],[0.815904 0.381326 0.063705]
1387,[-2.7731948  0.7977222  0.8798336 -0.1771931  0.5145707  0.0064647 -0.3000834],[0.815072 0.37842  0.068331]
1388,[-2.7705913  0.7997745  0.8776596 -0.1764496  0.5139318  0.0099409 -0.3000208],[0.815187 0.375368 0.071047]
1389,[-2.7669683  0.8021491  0.8803743 -0.1737641  0.5132871  0.0131911 -0.300075 ],[0.816374 0.372724 0.071425]
1390,[-2.7632763  0.8052905  0.8867271 -0.1701716  0.5125718  0.0169435 -0.2998096],[0.818008 0.370715 0.070857]
1391,[-2.7619288  0.8065608  0.8894715 -0.1687288  0.5117888  0.0181103 -0.2999416],[0.818621 0.369998 0.070477]
1392,[-2.7594383  0.8088744  0.8952457 -0.1663479  0.509294   0.0199235 -0.2998349],[0.821008 0.367811 0.06941 ]
1393,[-2.7566192  0.8114322  0.9011843 -0.1651801  0.5073171  0.0215653 -0.2998128],[0.822673 0.366394 0.068552]
1394,[-2.7509425  0.8184112  0.9151856 -0.1621712  0.5056343  0.0252064 -0.2991903],[0.827174 0.363247 0.06688 ]
1395,[-2.7494416  0.8205951  0.9189449 -0.1612729  0.5055747  0.0258618 -0.2990401],[0.828033 0.362697 0.066739]
1396,[-2.7479029  0.8231605  0.922758  -0.1600646  0.5054469  0.0263144 -0.2988289],[0.828837 0.362167 0.066545]
1397,[-2.7452784  0.8278983  0.9300093 -0.158247   0.5054946  0.0275854 -0.2984572],[0.831242 0.360464 0.066772]
1398,[-2.7438753  0.8304141  0.9332262 -0.1572217  0.5054603  0.0281242 -0.2982799],[0.832036 0.359913 0.067036]
1399,[-2.74247    0.8330691  0.9363881 -0.1569145  0.5053034  0.0283444 -0.2981531],[0.832797 0.359338 0.067292]
1400,[-2.7354748  0.8474334  0.9506147 -0.1545687  0.505764   0.0284569 -0.2976905],[0.836614 0.356031 0.07104 ]
1401,[-2.7312286  0.8572868  0.9591051 -0.1537527  0.5072184  0.0285049 -0.2977002],[0.839134 0.353833 0.07446 ]
1402,[-2.7285697  0.8643115  0.9649166 -0.1535403  0.509481   0.0285053 -0.2977063],[0.840419 0.352894 0.076132]
1403,[-2.7202468  0.8807471  0.979863  -0.1539562  0.5205956  0.0281724 -0.2977691],[0.844203 0.35052  0.080757]
1404,[-2.7183475  0.8840736  0.9828809 -0.1541475  0.5234327  0.0280782 -0.297667 ],[0.844768 0.350211 0.081486]
1405,[-2.710892   0.8952964  0.995491  -0.1536517  0.5367866  0.0260623 -0.2978528],[0.847315 0.348367 0.084026]
