id,joint_position,m6
405,[-2.5477984  1.7207645  2.6979804  2.3360248  0.9290242 -0.9532174 -0.5976242],[-0.29591   0.04588   0.321363]
406,[-2.5481255  1.7208961  2.6979353  2.3360431  0.9290462 -0.9532136 -0.5976291],[-0.295921  0.045968  0.321365]
407,[-2.5491016  1.7208751  2.697962   2.3360045  0.9290133 -0.9532476 -0.5976514],[-0.295968  0.04626   0.321419]
408,[-2.5493221  1.7208064  2.697928   2.335964   0.9289675 -0.95319   -0.5976921],[-0.295989  0.046317  0.321418]
409,[-2.5500863  1.720753   2.6979282  2.3361127  0.9290299 -0.95327   -0.5976588],[-0.295864  0.046611  0.321329]
410,[-2.5501587  1.720816   2.6980431  2.3360376  0.9289951 -0.9531879 -0.5976162],[-0.295873  0.046678  0.321321]
411,[-2.5498869  1.7208446  2.6980793  2.336025   0.9289808 -0.9531699 -0.5976843],[-0.295838  0.046515  0.321303]
412,[-2.5497386  1.7209323  2.6980357  2.3360124  0.9289031 -0.9531971 -0.5977215],[-0.295841  0.046483  0.321303]
413,[-2.548166   1.7208369  2.6979878  2.3360627  0.929194  -0.9532726 -0.5977098],[-0.295924  0.04612   0.321371]
414,[-2.5477903  1.7208713  2.6980679  2.3360171  0.9292064 -0.9532538 -0.5977184],[-0.295917  0.046006  0.321361]
415,[-2.5451849  1.7207454  2.6980624  2.3360212  0.9294825 -0.9532216 -0.597658 ],[-0.295866  0.045079  0.321297]
416,[-2.5444624  1.7209438  2.6981409  2.335958   0.9295039 -0.9533148 -0.5977076],[-0.295863  0.044819  0.321306]
417,[-2.5394733  1.720835   2.6981764  2.3361087  0.9294887 -0.9531956 -0.5977008],[-0.295932  0.043196  0.321379]
418,[-2.5379722  1.7208274  2.6980681  2.3360333  0.9294863 -0.9531783 -0.5976645],[-0.295937  0.042841  0.321398]
419,[-2.5309772  1.7207511  2.6981339  2.336009   0.9295506 -0.9532093 -0.5976921],[-0.296016  0.040926  0.321461]
420,[-2.5212145  1.7207416  2.6980047  2.3360198  0.9294968 -0.9532541 -0.5976099],[-0.295816  0.038485  0.321492]
421,[-2.5192251  1.7208636  2.6980631  2.3360229  0.9295001 -0.9532066 -0.5977195],[-0.295807  0.037996  0.321461]
422,[-2.5103662  1.7208217  2.6980672  2.3361089  0.9295483 -0.9532179 -0.5976864],[-0.295575  0.035632  0.321457]
423,[-2.5083711  1.7208656  2.6979847  2.3361056  0.9295716 -0.9532427 -0.5976829],[-0.295497  0.03513   0.321489]
424,[-2.4998913  1.7207378  2.6980777  2.3360665  0.929563  -0.95324   -0.5976533],[-0.295206  0.032375  0.321389]
425,[-2.4973688  1.720835   2.6980288  2.3359201  0.9295955 -0.953203  -0.5977067],[-0.295156  0.031818  0.321371]
426,[-2.4948468  1.7208064  2.6979837  2.3359733  0.9295936 -0.9531767 -0.5976712],[-0.295211  0.031196  0.321357]
427,[-2.4868226  1.7208179  2.6981285  2.3360622  0.9296136 -0.9531718 -0.597697 ],[-0.294791  0.028914  0.321312]
428,[-2.4840281  1.7208579  2.6980765  2.3360348  0.9295998 -0.9532433 -0.597644 ],[-0.29475   0.028342  0.321314]
429,[-2.4722915  1.7208312  2.698034   2.3360653  0.9296541 -0.9532787 -0.5977481],[-0.294339  0.02525   0.321349]
430,[-2.4692733  1.7208789  2.6979697  2.3360455  0.9296465 -0.9531884 -0.5976064],[-0.294216  0.024626  0.321402]
431,[-2.4557943  1.7208198  2.6980574  2.3360195  0.9297762 -0.9532582 -0.5976476],[-0.293828  0.021001  0.321485]
432,[-2.452162   1.7207816  2.6980052  2.336118   0.9296818 -0.953238  -0.5977654],[-0.293648  0.020234  0.321462]
433,[-2.4374614  1.7208083  2.698014   2.3360498  0.9297557 -0.9532193 -0.5977156],[-0.293094  0.015961  0.321494]
434,[-2.4335971  1.7208675  2.6980484  2.3360596  0.9297109 -0.953218  -0.5977146],[-0.292956  0.015047  0.321507]
435,[-2.4168117  1.7208255  2.6980553  2.3359036  0.929666  -0.9532406 -0.5976618],[-0.292267  0.010288  0.321539]
436,[-2.3955452  1.7208121  2.6979437  2.3360136  0.9295902 -0.9532036 -0.597584 ],[-0.291272  0.004453  0.321651]
437,[-2.3913105  1.7208236  2.6978226  2.3361008  0.9295697 -0.9531792 -0.5976985],[-0.291068  0.003483  0.321683]
438,[-2.3739688  1.7208598  2.6978447  2.3360229  0.9296041 -0.953198  -0.5977599],[-0.290147 -0.001354  0.32174 ]
439,[-2.3696105  1.7208732  2.6978583  2.3360023  0.9295721 -0.9531966 -0.5977163],[-0.289935 -0.002343  0.321757]
440,[-2.3519535  1.7208121  2.6979818  2.3360176  0.9296451 -0.953208  -0.5976367],[-0.288841 -0.00725   0.321786]
441,[-2.3474948  1.7207988  2.6979072  2.3360069  0.9296069 -0.9531704 -0.5975996],[-0.288609 -0.008212  0.321807]
442,[-2.3284013  1.7208179  2.6980062  2.3359888  0.9296765 -0.9532427 -0.5977135],[-0.287349 -0.013348  0.321773]
443,[-2.3234644  1.7207835  2.6980515  2.3360233  0.9296255 -0.9531558 -0.5976925],[-0.287021 -0.014404  0.321759]
444,[-2.3035412  1.7208694  2.6980071  2.3360054  0.9297023 -0.9532032 -0.5976646],[-0.285629 -0.019879  0.321817]
445,[-2.2982991  1.7208446  2.6980829  2.3359473  0.929709  -0.9532006 -0.5978191],[-0.285277 -0.021041  0.321823]
446,[-2.2769017  1.7207912  2.6980667  2.3360896  0.9296398 -0.9531608 -0.5976461],[-0.283457 -0.026963  0.321902]
447,[-2.2715642  1.7207912  2.6979053  2.3360004  0.9296861 -0.953141  -0.5976498],[-0.283031 -0.028178  0.321926]
448,[-2.2494137  1.7208522  2.6979492  2.3359981  0.9296079 -0.9531537 -0.5976775],[-0.281048 -0.034256  0.322017]
449,[-2.2214282  1.7207912  2.6977649  2.3361402  0.9295993 -0.9531615 -0.5976265],[-0.278596 -0.041322  0.322185]
450,[-2.215872   1.720877   2.6977341  2.3360419  0.9296083 -0.9532091 -0.5977182],[-0.278149 -0.042524  0.322169]
451,[-2.1932254  1.7208141  2.6977885  2.3360949  0.9295535 -0.9531712 -0.5977087],[-0.275974 -0.048467  0.322207]
452,[-2.1873033  1.7207969  2.6978514  2.3360281  0.9296021 -0.9531285 -0.5976347],[-0.275442 -0.049692  0.322158]
453,[-2.1643772  1.7207912  2.69787    2.3359463  0.9296184 -0.9531892 -0.597654 ],[-0.272901 -0.055806  0.322162]
454,[-2.1582732  1.7208522  2.6978955  2.3360264  0.9295692 -0.9531654 -0.597696 ],[-0.272319 -0.057053  0.322177]
455,[-2.1344051  1.7207378  2.6979136  2.3359404  0.9296255 -0.9532163 -0.597708 ],[-0.269461 -0.063181  0.322244]
456,[-2.128334   1.7207683  2.6980259  2.3359792  0.9296122 -0.9531964 -0.59775  ],[-0.268896 -0.06443   0.322264]
457,[-2.1042032  1.7208293  2.697912   2.3360271  0.9296427 -0.9532056 -0.597675 ],[-0.26592  -0.070695  0.322122]
458,[-2.0979354  1.7208694  2.6978352  2.3360021  0.9296842 -0.9531954 -0.5976682],[-0.265266 -0.071958  0.322134]
459,[-2.0728235  1.7208636  2.6977847  2.3361108  0.9296679 -0.953146  -0.5977418],[-0.26202  -0.078289  0.322251]
460,[-2.066577   1.7208331  2.6978521  2.3359699  0.9296455 -0.953136  -0.5976637],[-0.261224 -0.079594  0.322263]
461,[-2.0413401  1.7208179  2.6978791  2.3358951  0.9295001 -0.9531186 -0.5976692],[-0.257561 -0.085891  0.322297]
462,[-2.0349743  1.7207797  2.697849   2.3361061  0.9295416 -0.9531202 -0.5976663],[-0.256809 -0.087127  0.322301]
463,[-2.009943   1.7208541  2.6978333  2.3360353  0.9296427 -0.9531693 -0.5976276],[-0.253018 -0.09329   0.322372]
464,[-2.0035346  1.7208141  2.6977901  2.3359523  0.9296117 -0.9531507 -0.5977679],[-0.252228 -0.094495  0.322357]
465,[-1.9781177  1.7207854  2.6976984  2.3359704  0.9296579 -0.9531295 -0.5976111],[-0.248154 -0.100641  0.322424]
466,[-1.9719099  1.720835   2.6977684  2.3360174  0.9296269 -0.9530945 -0.5976793],[-0.247329 -0.101812  0.322414]
467,[-1.9466702  1.7207931  2.6977899  2.3360922  0.929565  -0.9531429 -0.5977352],[-0.243072 -0.107716  0.322752]
468,[-1.9404336  1.7208827  2.6978269  2.3360822  0.9295216 -0.9531562 -0.5976949],[-0.242145 -0.108862  0.32277 ]
469,[-1.9160907  1.7207015  2.6977994  2.3360152  0.9294286 -0.9531562 -0.5976501],[-0.237862 -0.114567  0.322843]
470,[-1.9096705  1.7208751  2.6978595  2.3360319  0.9295588 -0.9531894 -0.5977882],[-0.237032 -0.115659  0.322838]
471,[-1.8912683  1.720795   2.6977396  2.3360281  0.9294872 -0.9531912 -0.5976179],[-0.233529 -0.120054  0.322897]
472,[-1.8850849  1.7208121  2.6978049  2.3359959  0.9294376 -0.9531158 -0.5976675],[-0.232559 -0.121133  0.322856]
473,[-1.8790276  1.7207702  2.6977284  2.335953   0.9295092 -0.9531389 -0.5976385],[-0.231631 -0.122246  0.322882]
474,[-1.8540376  1.7208141  2.6978066  2.3360014  0.9294481 -0.9531295 -0.597663 ],[-0.226999 -0.127616  0.322913]
475,[-1.8476142  1.7208408  2.6978295  2.3361313  0.9295068 -0.9531394 -0.5976577],[-0.225999 -0.128673  0.322892]
476,[-1.8353056  1.7208484  2.6978781  2.3359516  0.9294791 -0.9531307 -0.5977017],[-0.223074 -0.131868  0.322901]
477,[-1.8231158  1.7208064  2.6977439  2.3360355  0.9294462 -0.9531384 -0.5976948],[-0.221239 -0.133948  0.322931]
478,[-1.8167229  1.7208427  2.6977384  2.3360636  0.9294434 -0.953145  -0.5976509],[-0.220236 -0.135007  0.322961]
479,[-1.7914057  1.7208388  2.69771    2.3360913  0.9294491 -0.9531333 -0.5977071],[-0.215203 -0.140124  0.322991]
480,[-1.784842   1.7207549  2.6977942  2.3359637  0.9293714 -0.9531381 -0.5976763],[-0.214202 -0.141129  0.323025]
481,[-1.7599068  1.7208312  2.6977785  2.3360281  0.9293642 -0.9531279 -0.5977279],[-0.209039 -0.146048  0.323034]
482,[-1.7539281  1.7208579  2.6976776  2.3360305  0.9292827 -0.9531283 -0.5977508],[-0.208033 -0.147018  0.32306 ]
483,[-1.7297957  1.7208293  2.6976211  2.3359706  0.9294405 -0.9530886 -0.5976039],[-0.20293  -0.151637  0.32308 ]
484,[-1.7239374  1.7207969  2.6977541  2.3360782  0.9292688 -0.9531367 -0.5976464],[-0.201886 -0.152515  0.323107]
485,[-1.7002546  1.7208198  2.6977863  2.3360305  0.929369  -0.9531151 -0.5976325],[-0.196826 -0.156853  0.323081]
486,[-1.6943841  1.7208007  2.6977301  2.3360538  0.9293189 -0.9531614 -0.5977352],[-0.195776 -0.157702  0.323111]
487,[-1.6716378  1.720774   2.6977751  2.3360488  0.9292655 -0.953081  -0.5976619],[-0.190663 -0.161788  0.323098]
488,[-1.6659341  1.7208274  2.6977265  2.33602    0.929225  -0.9530994 -0.5977234],[-0.189562 -0.162571  0.32308 ]
489,[-1.6436625  1.7207702  2.6977613  2.3359573  0.9293356 -0.9531091 -0.5977182],[-0.184603 -0.166391  0.32314 ]
490,[-1.6381571  1.7207606  2.6976864  2.3360221  0.9291906 -0.9531004 -0.5975932],[-0.183623 -0.16711   0.323133]
491,[-1.616538   1.7208484  2.6977479  2.3360543  0.9292264 -0.9531129 -0.5976646],[-0.178688 -0.170629  0.323157]
492,[-1.6113065  1.7208427  2.697715   2.3360069  0.9291768 -0.9530705 -0.5977082],[-0.177756 -0.171315  0.323186]
493,[-1.595695   1.7207797  2.6977437  2.3360105  0.9292545 -0.9531091 -0.5977302],[-0.173844 -0.173947  0.323168]
494,[-1.590916   1.720835   2.6977925  2.33601    0.9292507 -0.9530665 -0.5976475],[-0.172901 -0.174585  0.323188]
495,[-1.5858307  1.7208102  2.6977828  2.3360415  0.9292393 -0.9531187 -0.597668 ],[-0.171905 -0.17524   0.323182]
496,[-1.5651488  1.7207645  2.6978159  2.3360622  0.929285  -0.9530941 -0.5976481],[-0.167019 -0.17837   0.323181]
497,[-1.5600208  1.7208293  2.6978168  2.3360074  0.9293108 -0.953162  -0.5976018],[-0.166037 -0.178983  0.323164]
498,[-1.5450485  1.7208484  2.6978364  2.3359225  0.929235  -0.9531723 -0.5976639],[-0.162088 -0.181377  0.323147]
499,[-1.5401894  1.7207874  2.6978378  2.3359067  0.929368  -0.9530509 -0.597624 ],[-0.161154 -0.181939  0.323149]
500,[-1.5351789  1.7208026  2.6977077  2.3360448  0.9291382 -0.9531419 -0.5976222],[-0.160102 -0.182534  0.323147]
501,[-1.515722   1.7208846  2.6977072  2.3360121  0.9291787 -0.9531053 -0.5976872],[-0.155296 -0.185276  0.323164]
502,[-1.5111725  1.7207626  2.6977026  2.3359787  0.9292116 -0.9531282 -0.5976802],[-0.154298 -0.185811  0.323158]
503,[-1.4932795  1.7208541  2.6978259  2.3360779  0.9291735 -0.9531089 -0.5976897],[-0.149764 -0.188269  0.323174]
504,[-1.489055   1.7208617  2.697691   2.3360674  0.9291253 -0.9531354 -0.5976613],[-0.148914 -0.188741  0.323172]
505,[-1.4681926  1.7208141  2.6977186  2.3360245  0.9292808 -0.9530641 -0.5976819],[-0.143712 -0.191364  0.323144]
506,[-1.456327   1.7207816  2.6978076  2.3360188  0.9291377 -0.9530807 -0.5976436],[-0.140422 -0.192957  0.323119]
507,[-1.4523468  1.7208083  2.6977115  2.3359816  0.9291835 -0.9530477 -0.5976822],[-0.139635 -0.193325  0.323139]
508,[-1.4485456  1.720795   2.6977565  2.3360438  0.9291215 -0.9530377 -0.5976385],[-0.138865 -0.193724  0.323131]
509,[-1.4330628  1.7208713  2.6979058  2.3360767  0.9291859 -0.9530104 -0.5976852],[-0.134702 -0.195578  0.323274]
510,[-1.429433   1.7208121  2.6977673  2.335954   0.9291377 -0.9530911 -0.5976875],[-0.133965 -0.195925  0.323277]
511,[-1.4152117  1.7207626  2.697814   2.3360405  0.9292374 -0.9530851 -0.5976591],[-0.130088 -0.197611  0.32325 ]
512,[-1.4012927  1.7207874  2.6977398  2.3360672  0.9292188 -0.9530811 -0.5976415],[-0.126366 -0.199167  0.323256]
513,[-1.3979332  1.7207759  2.6977818  2.3359494  0.9291706 -0.9530346 -0.5976481],[-0.125675 -0.19947   0.323266]
514,[-1.3946117  1.7207854  2.6977448  2.336096   0.9290771 -0.9531094 -0.5977142],[-0.124951 -0.199768  0.323252]
515,[-1.3813591  1.7206786  2.6977713  2.3360357  0.9291224 -0.9531103 -0.5976508],[-0.121413 -0.201179  0.323238]
516,[-1.3784535  1.7208751  2.6977208  2.336071   0.9290915 -0.9531267 -0.5976384],[-0.120789 -0.201438  0.323251]
517,[-1.3668963  1.7208198  2.6978095  2.335978   0.9291329 -0.9530912 -0.5977359],[-0.117535 -0.202627  0.32324 ]
518,[-1.3639641  1.7207683  2.6977403  2.3360536  0.9290423 -0.9530768 -0.5977914],[-0.116909 -0.202871  0.323232]
519,[-1.3537108  1.7207664  2.6978035  2.3360398  0.9290299 -0.9530886 -0.5976828],[-0.114143 -0.203886  0.323219]
520,[-1.3512799  1.7207931  2.6976902  2.3359365  0.9290571 -0.9530989 -0.5976502],[-0.113611 -0.204063  0.323205]
521,[-1.342433   1.7207912  2.6977131  2.3359711  0.92907   -0.9530768 -0.5976915],[-0.111264 -0.204897  0.323204]
522,[-1.340457   1.720795   2.6978257  2.3360395  0.9290476 -0.9530806 -0.5976803],[-0.110879 -0.205038  0.32321 ]
523,[-1.3330387  1.7208064  2.6977069  2.3360109  0.9290462 -0.9530804 -0.5976655],[-0.108789 -0.205723  0.323193]
524,[-1.3311666  1.7207854  2.6978252  2.335983   0.92904   -0.9530514 -0.597677 ],[-0.108374 -0.205851  0.32318 ]
525,[-1.325055   1.7209399  2.6978064  2.3359637  0.9290352 -0.9530926 -0.5977324],[-0.106671 -0.206413  0.323154]
526,[-1.3235312  1.7207912  2.6977301  2.3359597  0.929019  -0.9530249 -0.5977035],[-0.106324 -0.206522  0.323148]
527,[-1.3184961  1.7208121  2.6977317  2.3360193  0.9290433 -0.9531072 -0.5977248],[-0.104849 -0.206995  0.323137]
528,[-1.3173456  1.7207893  2.6976898  2.3359482  0.9290757 -0.9530615 -0.597662 ],[-0.104614 -0.207071  0.32315 ]
529,[-1.3132635  1.7207168  2.6977682  2.3359141  0.9290986 -0.9530655 -0.5976899],[-0.103402 -0.207447  0.323126]
530,[-1.3124595  1.7207301  2.697809   2.3360081  0.9290061 -0.9530964 -0.5976745],[-0.103218 -0.207507  0.323137]
531,[-1.3096995  1.7207473  2.6977155  2.3360033  0.9290156 -0.9531265 -0.597625 ],[-0.102403 -0.20777   0.323155]
532,[-1.3091943  1.7208617  2.6977711  2.335937   0.9290204 -0.9531239 -0.5976756],[-0.102289 -0.207796  0.323168]
533,[-1.3076711  1.7207263  2.6977789  2.3359895  0.9290195 -0.9530862 -0.5976649],[-0.101796 -0.20796   0.32316 ]
534,[-1.3074725  1.7207874  2.6977663  2.3359954  0.9290142 -0.9531265 -0.5976366],[-0.101749 -0.207971  0.323163]
535,[-1.3074051  1.7208102  2.6977704  2.3360078  0.9289489 -0.9530931 -0.5976951],[-0.101648 -0.208001  0.323159]
536,[-1.3073919  1.7208636  2.6976767  2.3361359  0.9289389 -0.9530879 -0.5977042],[-0.101668 -0.207993  0.323158]
537,[-1.3077483  1.7208503  2.6978247  2.3360226  0.928978  -0.9530413 -0.5977315],[-0.101859 -0.207945  0.323155]
538,[-1.3078636  1.7208598  2.697809   2.3360147  0.9288998 -0.9531058 -0.5977333],[-0.101917 -0.207932  0.323144]
539,[-1.3090452  1.7207931  2.6977813  2.3360388  0.9288249 -0.953064  -0.5976775],[-0.102261 -0.207814  0.323141]
540,[-1.3091117  1.7207778  2.6977558  2.3359077  0.9290323 -0.9531272 -0.5976798],[-0.102349 -0.207781  0.323134]
541,[-1.3115631  1.7208579  2.6978049  2.3359933  0.9286051 -0.953086  -0.5976426],[-0.102803 -0.207637  0.323121]
542,[-1.3120857  1.7207454  2.6977766  2.3359773  0.9287639 -0.953076  -0.597749 ],[-0.103001 -0.207594  0.323125]
543,[-1.3157579  1.7207149  2.6977475  2.3360059  0.9287052 -0.953001  -0.5977479],[-0.103878 -0.207309  0.323136]
544,[-1.3225002  1.7207492  2.6976848  2.336098   0.9287157 -0.9530352 -0.5977268],[-0.105604 -0.206778  0.323169]
545,[-1.3240429  1.7208579  2.6977639  2.3361301  0.9287252 -0.9530504 -0.5976648],[-0.106019 -0.206651  0.323187]
546,[-1.3308957  1.7207816  2.6977549  2.3360131  0.9286985 -0.9530305 -0.5977347],[-0.107891 -0.206005  0.323191]
547,[-1.3327767  1.7208236  2.697788   2.3360543  0.92872   -0.9530392 -0.5977301],[-0.108326 -0.20587   0.323203]
548,[-1.3387764  1.7208255  2.6978326  2.3360078  0.9286928 -0.9530474 -0.5977329],[-0.110008 -0.205324  0.323159]
549,[-1.3407383  1.720753   2.6977217  2.3360219  0.9287157 -0.9530219 -0.5976609],[-0.110468 -0.205158  0.323155]
550,[-1.3428501  1.7207702  2.6978538  2.3360021  0.9287319 -0.9531281 -0.5976879],[-0.110984 -0.205002  0.323169]
551,[-1.3518174  1.7207816  2.6978018  2.3359876  0.9287114 -0.9530295 -0.597674 ],[-0.113262 -0.204185  0.323154]
552,[-1.3541201  1.7207988  2.6978519  2.3361201  0.9287744 -0.9530624 -0.5977434],[-0.113756 -0.203996  0.323158]
553,[-1.3641366  1.7207435  2.6977568  2.3359818  0.9286246 -0.9529758 -0.597703 ],[-0.116314 -0.20309   0.323191]
554,[-1.3669312  1.7207378  2.6977699  2.3360224  0.9286237 -0.9530888 -0.5977021],[-0.116873 -0.202884  0.323185]
555,[-1.3773695  1.7207664  2.6976891  2.3361187  0.9285164 -0.9530929 -0.5976338],[-0.119931 -0.201715  0.323264]
556,[-1.3801973  1.7207435  2.6976793  2.3359706  0.9285312 -0.9529746 -0.5977023],[-0.120562 -0.201477  0.323248]
557,[-1.3886343  1.7207683  2.6976933  2.3360732  0.9286771 -0.9530753 -0.5977216],[-0.123292 -0.200402  0.323312]
558,[-1.3918486  1.7207988  2.6977746  2.3360267  0.9287543 -0.9530761 -0.5976292],[-0.124024 -0.200135  0.323289]
559,[-1.3950275  1.7207664  2.6977272  2.3361409  0.9287972 -0.9531156 -0.5976712],[-0.124699 -0.199853  0.323257]
560,[-1.4050437  1.7208694  2.6977558  2.3360822  0.9287291 -0.9530659 -0.59771  ],[-0.127457 -0.198726  0.32326 ]
561,[-1.4085289  1.7207587  2.697721   2.3360474  0.9286456 -0.9530498 -0.5976108],[-0.128115 -0.198435  0.323249]
562,[-1.4119552  1.7207912  2.6977961  2.3360212  0.9286938 -0.9530425 -0.5976465],[-0.128793 -0.198134  0.323236]
563,[-1.426428   1.7207282  2.6977575  2.3359377  0.9285264 -0.9529815 -0.5977169],[-0.132475 -0.196554  0.323249]
564,[-1.4304442  1.7208846  2.6978171  2.3359365  0.9286237 -0.9530295 -0.5977067],[-0.133226 -0.19621   0.323243]
565,[-1.4464649  1.7208331  2.6976295  2.3359401  0.9285283 -0.9529933 -0.5976571],[-0.137609 -0.194297  0.323109]
566,[-1.4508569  1.7207168  2.6976628  2.3360391  0.9285851 -0.9530156 -0.5977145],[-0.138477 -0.193898  0.323135]
567,[-1.4687514  1.7208141  2.6976199  2.3360758  0.9285254 -0.9530175 -0.5977338],[-0.142987 -0.191685  0.323204]
568,[-1.4733875  1.720774   2.6975925  2.3361013  0.9286642 -0.9530469 -0.5976449],[-0.143898 -0.191235  0.323181]
569,[-1.4878786  1.7208579  2.6976464  2.3359706  0.9285712 -0.9530411 -0.5976977],[-0.147726 -0.189303  0.323198]
570,[-1.4927307  1.720732   2.6977057  2.3359549  0.9287233 -0.9530459 -0.5977188],[-0.148696 -0.188804  0.323209]
571,[-1.4974446  1.7207969  2.6976383  2.3358543  0.928793  -0.9530565 -0.5976729],[-0.149713 -0.188304  0.323179]
572,[-1.5222842  1.7208064  2.697763   2.3359158  0.9287252 -0.9530255 -0.5977045],[-0.155535 -0.185092  0.323119]
573,[-1.5424197  1.7207797  2.6978173  2.3359976  0.9287324 -0.9530591 -0.5977135],[-0.160562 -0.182278  0.323113]
574,[-1.5473535  1.7208427  2.6977913  2.3360536  0.9287457 -0.9530345 -0.5977253],[-0.161491 -0.181706  0.323097]
575,[-1.572585   1.7208598  2.6978459  2.3359878  0.9287705 -0.9530227 -0.5976939],[-0.167472 -0.17808   0.323151]
576,[-1.5936074  1.7207664  2.6977444  2.3360188  0.9286704 -0.9530576 -0.5976875],[-0.172397 -0.174916  0.323166]
577,[-1.5990387  1.7207435  2.6977065  2.3360102  0.9286871 -0.9530622 -0.5976572],[-0.173383 -0.174254  0.323161]
578,[-1.620476   1.7207645  2.6976435  2.3360155  0.9285898 -0.9530516 -0.5977361],[-0.178342 -0.170856  0.323165]
579,[-1.6258215  1.7208293  2.6977079  2.3360336  0.9287629 -0.9530151 -0.597611 ],[-0.179337 -0.170127  0.323159]
580,[-1.6482552  1.7208236  2.6976926  2.3360376  0.9287171 -0.9530199 -0.5976874],[-0.184453 -0.166488  0.32314 ]
581,[-1.6539161  1.7207626  2.6976845  2.3360028  0.9287581 -0.9530529 -0.5977336],[-0.185476 -0.165713  0.323115]
582,[-1.6772089  1.7208522  2.6977055  2.335969   0.9287066 -0.9530655 -0.5976937],[-0.190633 -0.161711  0.32308 ]
583,[-1.6829498  1.7207626  2.6976967  2.3359547  0.9287062 -0.953053  -0.5976904],[-0.191784 -0.16089   0.323108]
584,[-1.7063158  1.7207988  2.69769    2.3361018  0.9287143 -0.9530416 -0.5976983],[-0.196979 -0.156676  0.32309 ]
585,[-1.7123123  1.7208579  2.6977456  2.3360434  0.9288306 -0.95304   -0.5977103],[-0.198038 -0.155827  0.323114]
586,[-1.7361051  1.7207988  2.697808   2.3360543  0.928771  -0.9529921 -0.5976716],[-0.203061 -0.151466  0.323083]
587,[-1.7419891  1.7208236  2.6978137  2.335969   0.9288259 -0.9530071 -0.597693 ],[-0.204079 -0.150582  0.323092]
588,[-1.7600036  1.7208579  2.6977539  2.3359289  0.9285817 -0.9530596 -0.5977003],[-0.208023 -0.146957  0.323043]
589,[-1.7659054  1.7208656  2.6978002  2.3360491  0.9286981 -0.9530562 -0.597665 ],[-0.208936 -0.146019  0.323025]
590,[-1.7717818  1.7208427  2.6977892  2.3360121  0.9287019 -0.9530245 -0.5976884],[-0.209985 -0.145085  0.323016]
591,[-1.789834   1.7208198  2.6976745  2.3360758  0.9287486 -0.9530777 -0.5976818],[-0.214079 -0.141234  0.323052]
592,[-1.7958715  1.7208255  2.6977518  2.3359358  0.9287181 -0.9530294 -0.5976869],[-0.214996 -0.140251  0.323022]
593,[-1.8018316  1.7207931  2.6976769  2.3359654  0.9287534 -0.9530381 -0.5976723],[-0.216016 -0.139271  0.323028]
594,[-1.8203614  1.7208636  2.6978328  2.3361316  0.9287724 -0.9530345 -0.5976672],[-0.21993  -0.135236  0.322999]
595,[-1.8264301  1.7208884  2.6977165  2.3360453  0.9288349 -0.9531264 -0.5976434],[-0.22091  -0.134185  0.322993]
596,[-1.8323971  1.7207568  2.6977465  2.3359823  0.9289098 -0.9530526 -0.5976528],[-0.221861 -0.133182  0.322975]
597,[-1.8572254  1.7207511  2.6977844  2.3360264  0.9288731 -0.9530509 -0.5976657],[-0.226684 -0.127917  0.322947]
598,[-1.8636366  1.720795   2.6977885  2.3359897  0.9288836 -0.9530474 -0.5976512],[-0.227687 -0.126865  0.322941]
599,[-1.8886151  1.7208388  2.6978209  2.3359849  0.9288464 -0.9530571 -0.5975909],[-0.232231 -0.12143   0.322865]
600,[-1.8950692  1.7208503  2.6976871  2.3360143  0.9287996 -0.9530041 -0.5976149],[-0.233212 -0.120307  0.322895]
601,[-1.9207687  1.7208045  2.6977332  2.3360519  0.9288263 -0.9530606 -0.5976856],[-0.237836 -0.114539  0.32287 ]
602,[-1.9270424  1.7207416  2.6976962  2.3359976  0.9288821 -0.9530535 -0.5976429],[-0.238678 -0.113358  0.322817]
603,[-1.9459738  1.7208427  2.6977592  2.3358955  0.9289441 -0.9531133 -0.597701 ],[-0.24238  -0.108572  0.322836]
604,[-1.9525322  1.7208255  2.6977804  2.3359926  0.9289751 -0.953082  -0.5977443],[-0.243335 -0.107396  0.322818]
605,[-1.9587907  1.7207416  2.697753   2.3359752  0.9291592 -0.9530702 -0.5976973],[-0.244141 -0.106209  0.322789]
606,[-1.9838545  1.7208045  2.6978073  2.3360624  0.9290051 -0.9530177 -0.5977145],[-0.248288 -0.100287  0.32242 ]
607,[-1.9903281  1.7208503  2.6977417  2.3359578  0.928988  -0.9530929 -0.597662 ],[-0.249174 -0.099112  0.322447]
608,[-2.0155461  1.7208427  2.6977866  2.3360448  0.9290667 -0.9530544 -0.5976578],[-0.253027 -0.093082  0.322364]
609,[-2.0219958  1.7208446  2.6977682  2.3360012  0.9290671 -0.9530631 -0.5977588],[-0.253893 -0.091879  0.322351]
610,[-2.0404646  1.7208732  2.6977439  2.3360279  0.9291124 -0.9530742 -0.5976563],[-0.256819 -0.086997  0.322327]
611,[-2.0470092  1.7206958  2.697731   2.3360987  0.9289865 -0.953072  -0.597634 ],[-0.25754  -0.085759  0.322289]
612,[-2.053102   1.7208179  2.6978033  2.336103   0.9292302 -0.953089  -0.597675 ],[-0.258277 -0.084554  0.322318]
613,[-2.0780692  1.7208217  2.6977458  2.3360703  0.929152  -0.9530557 -0.5977175],[-0.261983 -0.078286  0.322312]
614,[-2.1026103  1.7208808  2.6978166  2.3360696  0.9290962 -0.9530694 -0.5976852],[-0.265137 -0.072068  0.322228]
