id,joint_position,m6
863,[-1.962552   1.7208541  2.6975875  2.3360424  0.9292264 -0.9530709 -0.5976995],[-0.244991 -0.105123  0.322532]
864,[-1.9695119  1.7208732  2.6976328  2.3359873  0.9291596 -0.9530808 -0.5976778],[-0.24583  -0.103894  0.322499]
865,[-1.9948738  1.7208522  2.6977189  2.3359888  0.9292359 -0.9530825 -0.5976649],[-0.249968 -0.09786   0.322455]
866,[-2.0008266  1.7208179  2.6975639  2.3360014  0.9293509 -0.9530226 -0.5976413],[-0.250854 -0.096657  0.322443]
867,[-2.0071473  1.7208846  2.6976156  2.3360655  0.9293642 -0.9530497 -0.5976553],[-0.251655 -0.095418  0.322427]
868,[-2.0262129  1.7207893  2.6976919  2.3360837  0.9293599 -0.9530529 -0.5976825],[-0.25471  -0.09055   0.322362]
869,[-2.0386846  1.7208045  2.6976435  2.3359451  0.9293404 -0.9531033 -0.5976793],[-0.256297 -0.08812   0.322331]
870,[-2.0579493  1.7208026  2.6977127  2.3361161  0.9293489 -0.9530427 -0.5977069],[-0.259172 -0.083187  0.322339]
871,[-2.0636811  1.7207568  2.6976039  2.3359895  0.9295177 -0.953087  -0.5977041],[-0.259903 -0.081935  0.322293]
872,[-2.094265   1.720835   2.6975894  2.3359344  0.9294763 -0.9530897 -0.5977476],[-0.264051 -0.074484  0.322273]
873,[-2.1191595  1.7208293  2.6976564  2.3359835  0.929565  -0.95308   -0.5977024],[-0.267156 -0.06826   0.322186]
874,[-2.1245465  1.7208713  2.6976731  2.3360083  0.9295521 -0.953081  -0.5976424],[-0.267795 -0.067026  0.32217 ]
875,[-2.1484406  1.7208503  2.6976285  2.3360882  0.9295697 -0.9531279 -0.5976691],[-0.270609 -0.060829  0.322272]
876,[-2.154429   1.7207969  2.6976736  2.3360007  0.929491  -0.9530299 -0.5976494],[-0.271159 -0.059579  0.322257]
877,[-2.1784477  1.7207473  2.6976187  2.3360214  0.9295073 -0.9530669 -0.5976822],[-0.274002 -0.053418  0.322262]
878,[-2.1836905  1.7208102  2.6976042  2.3360882  0.9296031 -0.9530966 -0.5976364],[-0.274523 -0.052129  0.322235]
879,[-2.1895459  1.7208179  2.6976905  2.3360605  0.9295878 -0.9530864 -0.5976864],[-0.274952 -0.050924  0.322246]
880,[-2.2070374  1.7207835  2.6976447  2.335983   0.9295778 -0.9530237 -0.5976926],[-0.276861 -0.046059  0.322215]
881,[-2.2187717  1.7207549  2.697597   2.3360114  0.929626  -0.9530852 -0.5977203],[-0.277843 -0.043592  0.322242]
882,[-2.2364461  1.7208198  2.6976159  2.3359838  0.9296203 -0.9530635 -0.5976793],[-0.279535 -0.038777  0.322188]
883,[-2.241565   1.7208388  2.6976564  2.3360236  0.9296227 -0.9530872 -0.5976726],[-0.280002 -0.037532  0.322147]
884,[-2.2631171  1.7208331  2.6976876  2.3361001  0.929615  -0.9531046 -0.5976448],[-0.281976 -0.031494  0.322071]
885,[-2.2685966  1.720856   2.6977804  2.3359821  0.929646  -0.9531109 -0.5976928],[-0.282384 -0.03032   0.322065]
886,[-2.2738781  1.7208789  2.6977279  2.3360434  0.9297552 -0.953101  -0.5977272],[-0.282828 -0.029093  0.322074]
887,[-2.289979   1.7208579  2.6978221  2.3360946  0.9297094 -0.9530939 -0.5976567],[-0.28431  -0.02446   0.321997]
888,[-2.2946355  1.7209037  2.6977665  2.3360147  0.9297199 -0.9530495 -0.5977237],[-0.284622 -0.023341  0.321951]
889,[-2.3094075  1.7208942  2.6978412  2.3360052  0.9296393 -0.9530569 -0.5975946],[-0.28592  -0.018924  0.321929]
890,[-2.3142397  1.7208064  2.6977954  2.3359959  0.9296694 -0.9530925 -0.5977217],[-0.286182 -0.017854  0.321903]
891,[-2.3385549  1.7208903  2.6978486  2.3360219  0.9297113 -0.9530606 -0.5976387],[-0.287836 -0.011578  0.321855]
892,[-2.3426502  1.7208408  2.69771    2.3360596  0.9296856 -0.9530907 -0.5976813],[-0.28809  -0.010534  0.321838]
893,[-2.3605525  1.7208713  2.6977353  2.3359876  0.9296436 -0.9531325 -0.5976883],[-0.28928  -0.005438  0.321818]
894,[-2.3649235  1.7208751  2.6977851  2.3359916  0.9297724 -0.9531005 -0.5977069],[-0.28953  -0.004434  0.321807]
895,[-2.3694534  1.7207874  2.6977174  2.3360999  0.9296932 -0.9530916 -0.5977051],[-0.289752 -0.003401  0.321803]
896,[-2.3826194  1.720816   2.6977718  2.3361053  0.9296522 -0.9531002 -0.5976931],[-0.290556  0.000592  0.321792]
897,[-2.4034305  1.7208141  2.697835   2.3360684  0.9297466 -0.9530991 -0.5976864],[-0.291609  0.006278  0.321723]
898,[-2.4233866  1.7208465  2.6978502  2.3360553  0.9298162 -0.9531404 -0.5977541],[-0.292527  0.011707  0.321677]
899,[-2.4269526  1.7208293  2.6978276  2.3359122  0.9297891 -0.9531292 -0.597662 ],[-0.292663  0.012573  0.321659]
900,[-2.4411604  1.720795   2.6977949  2.3360667  0.9298682 -0.9530752 -0.5976542],[-0.293244  0.016728  0.321618]
901,[-2.4447489  1.7208579  2.6978951  2.335995   0.9298201 -0.9531209 -0.5976878],[-0.293356  0.017571  0.321589]
902,[-2.4578173  1.7207893  2.6978912  2.3360314  0.9298701 -0.9530474 -0.5977409],[-0.293908  0.021341  0.321558]
903,[-2.4609892  1.7208503  2.6978428  2.3360009  0.9299655 -0.9531565 -0.5976653],[-0.294012  0.022086  0.32151 ]
904,[-2.4640384  1.720877   2.6978314  2.3360801  0.9298615 -0.9531363 -0.5976805],[-0.294067  0.022858  0.321507]
905,[-2.4730909  1.7208083  2.6978483  2.3360527  0.9298739 -0.9531135 -0.5977259],[-0.294602  0.025617  0.321464]
906,[-2.4760213  1.7208636  2.69783    2.3359988  0.929924  -0.9531457 -0.5976883],[-0.294482  0.026312  0.321367]
907,[-2.4876311  1.720835   2.6979265  2.3360691  0.9298539 -0.9531467 -0.5977088],[-0.294983  0.02939   0.32142 ]
908,[-2.4901118  1.7208083  2.6977463  2.3359878  0.9298921 -0.9530773 -0.5976936],[-0.294989  0.029969  0.321439]
909,[-2.5006559  1.7207683  2.6977808  2.3360226  0.9297929 -0.9531207 -0.5976714],[-0.295413  0.032822  0.32152 ]
910,[-2.503305   1.7208141  2.6978531  2.3360124  0.929924  -0.9530957 -0.5977203],[-0.295392  0.033417  0.321503]
911,[-2.5134335  1.7208045  2.6978343  2.3360248  0.9298177 -0.953043  -0.5977654],[-0.295792  0.036169  0.321561]
912,[-2.5155439  1.7208484  2.6979547  2.3360195  0.9298701 -0.9530371 -0.5976403],[-0.295717  0.036734  0.321558]
913,[-2.5246389  1.7208388  2.697793   2.3360481  0.929873  -0.9531755 -0.5976769],[-0.295918  0.039285  0.321552]
914,[-2.5325954  1.7208141  2.6979055  2.3360412  0.9298744 -0.9531511 -0.5977394],[-0.296099  0.041577  0.321532]
915,[-2.5343411  1.7208408  2.6978936  2.3359418  0.9299917 -0.9530959 -0.5976812],[-0.296086  0.042014  0.321535]
916,[-2.5357685  1.7208274  2.6979239  2.3361151  0.9300475 -0.9531447 -0.5976448],[-0.296014  0.042446  0.321457]
917,[-2.5412066  1.7207721  2.6979249  2.3359864  0.9300981 -0.9531593 -0.5977698],[-0.296047  0.04413   0.321425]
918,[-2.5458488  1.720795   2.6979916  2.3359637  0.9300418 -0.9531663 -0.5976866],[-0.295966  0.045507  0.321313]
919,[-2.5463862  1.7208427  2.6981132  2.3359511  0.9301481 -0.9531981 -0.5976396],[-0.296014  0.045661  0.321322]
920,[-2.5481374  1.7208102  2.6980958  2.3360424  0.9301138 -0.9531744 -0.5977271],[-0.296059  0.046209  0.321359]
921,[-2.5484519  1.7207511  2.6980174  2.3360815  0.9300518 -0.9531341 -0.5977382],[-0.296105  0.046298  0.321375]
922,[-2.5487342  1.7208942  2.697957   2.3360517  0.9300604 -0.9531428 -0.5976853],[-0.296116  0.046355  0.321377]
923,[-2.5495088  1.7208255  2.6979001  2.335968   0.9301658 -0.9531757 -0.5976446],[-0.295988  0.046587  0.3213  ]
924,[-2.5495641  1.7207416  2.6978643  2.336051   0.9300728 -0.9531673 -0.5976622],[-0.295973  0.046624  0.321308]
925,[-2.5500224  1.7207816  2.6978703  2.3359969  0.929986  -0.9531189 -0.5976802],[-0.295976  0.046739  0.321345]
926,[-2.5500937  1.7207988  2.6977844  2.3359761  0.9300199 -0.9531063 -0.5977062],[-0.295973  0.046756  0.321346]
927,[-2.5501034  1.7208636  2.6979072  2.3359356  0.9299955 -0.9531269 -0.5976356],[-0.295972  0.046762  0.321351]
928,[-2.5501983  1.720795   2.6978538  2.3360627  0.930058  -0.9531215 -0.5977322],[-0.296027  0.046814  0.321358]
929,[-2.550312   1.7208541  2.6978056  2.3360293  0.9300094 -0.9531257 -0.5977348],[-0.29604   0.046824  0.321376]
930,[-2.5502262  1.7207549  2.69785    2.3360341  0.9299965 -0.9531068 -0.5976841],[-0.296025  0.046804  0.321365]
931,[-2.5502295  1.7208083  2.6979051  2.3360307  0.9299932 -0.9531252 -0.5976064],[-0.296017  0.046796  0.321357]
932,[-2.5501847  1.7207664  2.6978788  2.3360209  0.9299707 -0.9531698 -0.5976403],[-0.295991  0.046781  0.321338]
933,[-2.5500803  1.7208522  2.6978946  2.3360813  0.9300313 -0.9530673 -0.5977072],[-0.295978  0.046764  0.321341]
934,[-2.5492673  1.7207854  2.6980834  2.3360748  0.9302382 -0.9531142 -0.5977027],[-0.295967  0.046598  0.321312]
935,[-2.548959   1.7208255  2.6980269  2.3360476  0.9302497 -0.9531848 -0.5977094],[-0.29595   0.046529  0.321321]
936,[-2.547466   1.7208007  2.6980813  2.3359995  0.9303212 -0.9531622 -0.5976642],[-0.296034  0.046022  0.321353]
937,[-2.5469608  1.7207683  2.6980319  2.3358905  0.9303799 -0.9531525 -0.5976661],[-0.296016  0.04584   0.321324]
938,[-2.5462451  1.7207874  2.6980538  2.3361087  0.9303741 -0.9531839 -0.5977057],[-0.295935  0.045638  0.321317]
939,[-2.5425348  1.7207893  2.6979861  2.3360405  0.9303236 -0.9531436 -0.597707 ],[-0.295996  0.0442    0.321396]
940,[-2.5413418  1.7207912  2.6980135  2.3360624  0.9302239 -0.9531563 -0.5977067],[-0.295962  0.043894  0.321382]
941,[-2.5399523  1.7207969  2.6980119  2.3359356  0.9302778 -0.9531876 -0.5977156],[-0.296051  0.043513  0.32142 ]
942,[-2.534951   1.7207645  2.6980414  2.3359663  0.9302626 -0.953087  -0.5976734],[-0.296058  0.042055  0.32149 ]
943,[-2.5328476  1.7207969  2.6979246  2.3359516  0.9302516 -0.9531838 -0.5977316],[-0.296111  0.041651  0.321502]
944,[-2.5254433  1.7208465  2.6979046  2.3359694  0.9302621 -0.9531969 -0.5976729],[-0.296004  0.039628  0.321558]
945,[-2.5236349  1.7208408  2.6979375  2.3360558  0.9302292 -0.9531574 -0.5976626],[-0.295878  0.03921   0.321519]
946,[-2.5149629  1.7208522  2.6979344  2.336087   0.9302359 -0.9531258 -0.5976393],[-0.295637  0.03693   0.32151 ]
947,[-2.5126712  1.7208198  2.6979277  2.3361158  0.9302425 -0.9531665 -0.5976968],[-0.295682  0.036426  0.321483]
948,[-2.510793   1.7208179  2.6978426  2.3360121  0.9303117 -0.953144  -0.5976348],[-0.295586  0.035923  0.32147 ]
949,[-2.504828   1.720795   2.6979446  2.3359458  0.9302421 -0.9531425 -0.5976756],[-0.295385  0.033821  0.321423]
950,[-2.5026166  1.7207893  2.6979406  2.3359849  0.9301786 -0.953105  -0.5977904],[-0.295318  0.033266  0.321421]
951,[-2.4926519  1.7207626  2.6979239  2.3359537  0.9301853 -0.9531223 -0.5976903],[-0.295121  0.030456  0.321403]
952,[-2.4899127  1.7207378  2.6979551  2.3359976  0.9301982 -0.9531589 -0.5976339],[-0.294895  0.029898  0.321352]
953,[-2.4784245  1.7207702  2.6978743  2.3360636  0.9302044 -0.9531495 -0.5976462],[-0.29459   0.026998  0.321339]
954,[-2.4756567  1.7208903  2.6979327  2.3360174  0.9302583 -0.9531694 -0.5976685],[-0.294435  0.026345  0.321308]
955,[-2.4626758  1.7208656  2.6979716  2.3360043  0.9304256 -0.9531613 -0.5976954],[-0.294104  0.022897  0.321485]
956,[-2.4592857  1.7208751  2.6979785  2.3359501  0.9303837 -0.9531541 -0.5975985],[-0.29406   0.022136  0.321477]
957,[-2.4556472  1.720816   2.6979351  2.3360276  0.9304061 -0.9531097 -0.5976147],[-0.293948  0.021351  0.32152 ]
958,[-2.4447339  1.7208331  2.6979759  2.3359921  0.9303427 -0.9531364 -0.5976907],[-0.293437  0.018024  0.321523]
959,[-2.4249818  1.7208312  2.6979134  2.3360612  0.9302802 -0.9532089 -0.5977656],[-0.292689  0.012552  0.321601]
960,[-2.4208429  1.7208408  2.6978505  2.3360617  0.9302783 -0.9531801 -0.5977156],[-0.292562  0.011607  0.321603]
961,[-2.4165821  1.7208026  2.697829   2.3359861  0.9302797 -0.9530863 -0.5977068],[-0.29239   0.010653  0.32162 ]
962,[-2.4082329  1.7207683  2.6979065  2.3359935  0.9302464 -0.953112  -0.597737 ],[-0.291906  0.007775  0.321668]
963,[-2.403722   1.7208007  2.6977968  2.3359418  0.9302354 -0.953164  -0.5976755],[-0.291746  0.00682   0.321686]
964,[-2.4000244  1.7207969  2.6978357  2.3359489  0.9302545 -0.9531227 -0.5977055],[-0.291591  0.005874  0.321692]
965,[-2.3829868  1.720816   2.6977978  2.3360455  0.9302459 -0.9530982 -0.5976506],[-0.290657  0.001074  0.321781]
966,[-2.3786547  1.7207568  2.6977353  2.3360107  0.9302263 -0.9531038 -0.5976993],[-2.904770e-01  1.195772e-04  3.217854e-01]
967,[-2.3605225  1.7207664  2.6978004  2.3359904  0.9301882 -0.9531409 -0.5977103],[-0.289485 -0.004715  0.321649]
968,[-2.3566272  1.7207912  2.697901   2.3360381  0.9302936 -0.9531736 -0.5976561],[-0.28925  -0.005793  0.321796]
969,[-2.3428016  1.7208026  2.6978774  2.3360283  0.9302521 -0.9531994 -0.5977469],[-0.288308 -0.009844  0.321818]
970,[-2.3378172  1.7208179  2.6979098  2.3360538  0.9303751 -0.9531713 -0.5977194],[-0.288082 -0.010862  0.321821]
971,[-2.3330846  1.7208236  2.6980283  2.3360481  0.9302483 -0.9531442 -0.597775 ],[-0.287828 -0.011912  0.321833]
972,[-2.3126359  1.7208064  2.6979277  2.3359246  0.930325  -0.9531349 -0.5977008],[-0.286377 -0.017373  0.321846]
973,[-2.2925389  1.7208656  2.6979229  2.3358994  0.9302793 -0.9531115 -0.5977036],[-0.284787 -0.02306   0.321945]
974,[-2.2872427  1.7208121  2.6979153  2.3361323  0.9303522 -0.9531569 -0.5977378],[-0.284412 -0.024234  0.321961]
975,[-2.2820435  1.7207797  2.6979373  2.3360815  0.9301147 -0.9531484 -0.597695 ],[-0.284078 -0.025407  0.321981]
976,[-2.2598305  1.7207893  2.6977639  2.3360631  0.9302096 -0.9531611 -0.5977653],[-0.282077 -0.031412  0.322015]
977,[-2.2548234  1.720816   2.6977916  2.3360291  0.9301686 -0.9530956 -0.5976776],[-0.281676 -0.032649  0.322069]
978,[-2.2379663  1.7208045  2.6976883  2.3360083  0.9302068 -0.953131  -0.5976895],[-0.280083 -0.037381  0.322109]
979,[-2.2260773  1.720835   2.6977406  2.335983   0.9302201 -0.9530907 -0.5976998],[-0.279215 -0.039747  0.322197]
980,[-2.2037876  1.7208598  2.6977339  2.336004   0.9302592 -0.9531599 -0.5975996],[-0.27711  -0.045697  0.322201]
981,[-2.1986947  1.7207721  2.6977637  2.3360047  0.9302464 -0.9530849 -0.5977008],[-0.276616 -0.046902  0.322268]
982,[-2.1752882  1.7208293  2.697705   2.3360417  0.9301877 -0.9531202 -0.5977661],[-0.274215 -0.052965  0.322205]
983,[-2.1695623  1.7207874  2.6978414  2.3360364  0.9300537 -0.9531228 -0.5977881],[-0.27374  -0.054114  0.32222 ]
984,[-2.1452639  1.7207969  2.6978159  2.3360322  0.930182  -0.9531138 -0.5976454],[-0.270856 -0.060373  0.322243]
985,[-2.1397886  1.7209304  2.6977625  2.3360701  0.9301434 -0.9531308 -0.5976935],[-0.270216 -0.061676  0.322237]
986,[-2.1336415  1.7208369  2.6977351  2.3361099  0.9301486 -0.9530985 -0.5976954],[-0.269704 -0.062907  0.322293]
987,[-2.1155016  1.7207893  2.6978207  2.3360496  0.9301844 -0.9531345 -0.5976768],[-0.26732  -0.067941  0.322098]
988,[-2.1093354  1.7208675  2.6977987  2.3359189  0.9303131 -0.9531281 -0.5976734],[-0.266766 -0.069202  0.322131]
989,[-2.0837502  1.7208503  2.697706   2.3360763  0.9302225 -0.9531291 -0.5977088],[-0.263483 -0.075557  0.322234]
990,[-2.0780571  1.7208255  2.6977646  2.3359821  0.9300876 -0.9530779 -0.5976409],[-0.262836 -0.076827  0.322257]
991,[-2.0719378  1.720774   2.697679   2.3360009  0.9301925 -0.9530424 -0.5976684],[-0.262178 -0.078104  0.322273]
992,[-2.0530314  1.7208617  2.6977708  2.3360176  0.9300189 -0.9531093 -0.5977761],[-0.259368 -0.083132  0.322341]
993,[-2.0466666  1.7208141  2.697614   2.3361225  0.9301858 -0.9530553 -0.59771  ],[-0.25866  -0.084382  0.322347]
994,[-2.0404127  1.7208656  2.6977105  2.3360181  0.9300752 -0.9531456 -0.5977803],[-0.257845 -0.085634  0.322316]
995,[-2.0208602  1.7207778  2.6977124  2.3359888  0.9301038 -0.9531268 -0.5976706],[-0.254799 -0.090579  0.322357]
996,[-2.0152626  1.7208446  2.6976974  2.3360083  0.9301353 -0.9530728 -0.5976077],[-0.254066 -0.091822  0.322393]
997,[-1.989695   1.7208484  2.6977003  2.3359706  0.9300203 -0.9531053 -0.5976799],[-0.249985 -0.098007  0.322419]
998,[-1.9826285  1.7208942  2.6977489  2.3359618  0.9301176 -0.9530731 -0.5977142],[-0.249216 -0.099234  0.322468]
999,[-1.9769235  1.7207778  2.6977189  2.3360772  0.9300504 -0.953132  -0.5976228],[-0.248314 -0.100457  0.322459]
1000,[-1.9575163  1.7208694  2.6977119  2.3359864  0.930006  -0.9531161 -0.5976425],[-0.245006 -0.105231  0.322461]
1001,[-1.9517245  1.7208083  2.6976333  2.3359761  0.9300351 -0.9530896 -0.5977259],[-0.244046 -0.106397  0.322772]
1002,[-1.9269097  1.7207702  2.6976836  2.3359773  0.9300704 -0.9530625 -0.5977483],[-0.239844 -0.112197  0.322845]
1003,[-1.9210089  1.720795   2.6976697  2.3360572  0.9299965 -0.953057  -0.597656 ],[-0.238952 -0.113331  0.322837]
1004,[-1.8952876  1.7207969  2.6976235  2.3359792  0.9300027 -0.953094  -0.5976473],[-0.234498 -0.118899  0.322918]
1005,[-1.8897363  1.7207511  2.6976902  2.3360517  0.9300137 -0.9531238 -0.5976707],[-0.233672 -0.119981  0.322951]
1006,[-1.8648551  1.7207435  2.6976693  2.3360059  0.9300375 -0.9530706 -0.5977501],[-0.229073 -0.125468  0.322971]
1007,[-1.858579   1.7208102  2.6976411  2.3358974  0.9300151 -0.9530665 -0.5976821],[-0.228092 -0.126547  0.322949]
1008,[-1.8329667  1.720816   2.6976976  2.3361125  0.9299226 -0.9530389 -0.5977035],[-0.223269 -0.131876  0.322965]
1009,[-1.8274487  1.7207626  2.6977479  2.3359172  0.9300442 -0.9530243 -0.5977198],[-0.222258 -0.132936  0.322977]
1010,[-1.8213191  1.7208522  2.6976948  2.3359475  0.9298935 -0.9531134 -0.5977022],[-0.221324 -0.133955  0.322988]
1011,[-1.7960221  1.7207797  2.6977055  2.3359773  0.9299426 -0.9530387 -0.5977055],[-0.21638  -0.139104  0.323068]
1012,[-1.7711077  1.7207874  2.6975665  2.3359687  0.9299731 -0.9530882 -0.5976472],[-0.211247 -0.144034  0.323068]
1013,[-1.7647984  1.7207854  2.6976409  2.336066   0.9299302 -0.953086  -0.5977054],[-0.210297 -0.145     0.323084]
1014,[-1.7467196  1.7207778  2.6976771  2.3359513  0.929852  -0.9530743 -0.5976464],[-0.206277 -0.14878   0.323129]
1015,[-1.7407538  1.7208408  2.6976004  2.33604    0.929883  -0.9530784 -0.5975896],[-0.205257 -0.149686  0.323138]
1016,[-1.7348531  1.7208465  2.6975627  2.3360257  0.9298277 -0.9530421 -0.5976875],[-0.204222 -0.150607  0.323152]
1017,[-1.7102963  1.7207721  2.6976047  2.3359952  0.9298911 -0.9530767 -0.597634 ],[-0.19918  -0.154999  0.323112]
1018,[-1.7051264  1.7207854  2.6976297  2.3359907  0.9298987 -0.9530845 -0.597697 ],[-0.198153 -0.155872  0.32314 ]
1019,[-1.6823756  1.7207397  2.697669   2.3359838  0.9297748 -0.9531091 -0.5976833],[-0.193015 -0.160046  0.323126]
1020,[-1.6763149  1.7208388  2.697685   2.335927   0.929884  -0.9530375 -0.5977352],[-0.191969 -0.160858  0.323139]
1021,[-1.6537224  1.720774   2.6975908  2.3359308  0.9297338 -0.9531102 -0.5977659],[-0.186855 -0.164804  0.323151]
1022,[-1.6482877  1.7208064  2.6976478  2.3359993  0.9296718 -0.9530751 -0.5976411],[-0.185818 -0.165567  0.323159]
1023,[-1.6261154  1.7207492  2.6976285  2.3360152  0.9297833 -0.9530364 -0.5977066],[-0.180912 -0.169182  0.323215]
1024,[-1.6206491  1.7207816  2.6977203  2.3359463  0.9298072 -0.9530697 -0.5976303],[-0.179868 -0.169896  0.323205]
1025,[-1.5991514  1.7208179  2.6976492  2.3360059  0.9298153 -0.9530686 -0.5976758],[-0.175078 -0.173274  0.323233]
1026,[-1.5943693  1.7208179  2.6976829  2.3359773  0.9298167 -0.9530328 -0.5977186],[-0.174042 -0.17393   0.323205]
1027,[-1.5739436  1.7208331  2.6976907  2.3359497  0.9297366 -0.9530933 -0.59769  ],[-0.169118 -0.177116  0.323195]
1028,[-1.548632   1.7207778  2.6976891  2.3359885  0.9298301 -0.9530768 -0.5976864],[-0.163287 -0.180782  0.323215]
1029,[-1.5437161  1.720816   2.6976423  2.336062   0.929718  -0.9530879 -0.5976209],[-0.162299 -0.181364  0.323205]
1030,[-1.5242184  1.7208026  2.6976383  2.3360527  0.9297056 -0.9530599 -0.5976219],[-0.157463 -0.184179  0.323223]
1031,[-1.5192941  1.7208274  2.6976354  2.3359785  0.929647  -0.9530509 -0.5976938],[-0.1564   -0.184722  0.32321 ]
1032,[-1.5055574  1.7208179  2.6976283  2.3359039  0.9296994 -0.9530607 -0.5977583],[-0.152698 -0.186787  0.32321 ]
1033,[-1.5010619  1.7208522  2.6976428  2.3360515  0.9295931 -0.9530105 -0.5976756],[-0.151751 -0.187297  0.323236]
1034,[-1.4965481  1.7208331  2.6975648  2.3360054  0.9296861 -0.9529857 -0.5977111],[-0.150912 -0.18778   0.32324 ]
1035,[-1.4922143  1.7208388  2.6976366  2.3359931  0.9295754 -0.9530058 -0.5976768],[-0.14992  -0.188269  0.323225]
1036,[-1.4836506  1.7207244  2.6975615  2.3359487  0.9295688 -0.9529938 -0.5977561],[-0.147243 -0.189644  0.323201]
1037,[-1.4795225  1.7208045  2.6975493  2.336024   0.9296637 -0.9530559 -0.5976518],[-0.146408 -0.190083  0.323211]
1038,[-1.4753556  1.7207988  2.6975315  2.3360746  0.9295425 -0.9530078 -0.5977283],[-0.145583 -0.19053   0.323211]
1039,[-1.4588504  1.7208293  2.6976819  2.3359122  0.9294524 -0.9530379 -0.597708 ],[-0.141096 -0.192646  0.323365]
1040,[-1.4551823  1.7207359  2.6976678  2.3359408  0.929666  -0.9530662 -0.5976573],[-0.140578 -0.19296   0.3232  ]
1041,[-1.4514058  1.7209056  2.697583   2.3359642  0.9295225 -0.9529997 -0.5976854],[-0.139775 -0.193368  0.323192]
1042,[-1.4397713  1.7207835  2.6975911  2.335979   0.9294639 -0.9530228 -0.5976969],[-0.136333 -0.194927  0.32335 ]
1043,[-1.4358554  1.7207835  2.697603   2.3360577  0.9295387 -0.9530208 -0.5977494],[-0.135546 -0.195253  0.323351]
1044,[-1.4212555  1.7207721  2.6976721  2.3360298  0.9295464 -0.9530178 -0.5977068],[-0.131742 -0.196964  0.323326]
1045,[-1.417833   1.7208045  2.6976368  2.3359778  0.9294381 -0.9529923 -0.597684 ],[-0.130985 -0.197304  0.323328]
1046,[-1.4073988  1.7207683  2.6975935  2.3360341  0.9295039 -0.9530697 -0.5976253],[-0.128006 -0.198561  0.323329]
1047,[-1.4038534  1.720835   2.6976266  2.3361187  0.9294653 -0.9530204 -0.5977319],[-0.127287 -0.198855  0.323341]
1048,[-1.4005238  1.7208026  2.6977274  2.3359594  0.929358  -0.9530324 -0.5976488],[-0.126528 -0.199158  0.32333 ]
1049,[-1.3873688  1.7208198  2.6976182  2.3360999  0.9294729 -0.9530489 -0.5976754],[-0.12302  -0.200595  0.323339]
1050,[-1.3841938  1.7207359  2.6975937  2.3360341  0.9294367 -0.9530231 -0.5976574],[-0.122327 -0.200875  0.323328]
1051,[-1.3811059  1.7207549  2.6975727  2.3359892  0.9294233 -0.9530559 -0.5976681],[-0.121678 -0.201149  0.323319]
1052,[-1.3750552  1.720856   2.697577   2.3359275  0.9295368 -0.9530206 -0.5976452],[-0.119697 -0.20191   0.323314]
1053,[-1.3722491  1.720795   2.6976044  2.3359461  0.9294305 -0.9530578 -0.5976797],[-0.119006 -0.20216   0.323294]
1054,[-1.3695008  1.7207454  2.6975358  2.3360803  0.9293671 -0.953     -0.5976413],[-0.11839  -0.20237   0.323297]
1055,[-1.3587385  1.7208293  2.6975741  2.3359811  0.9294481 -0.9530191 -0.5976744],[-0.115512 -0.203455  0.323292]
1056,[-1.3562533  1.7208121  2.6976593  2.3359871  0.9294143 -0.9529971 -0.5976881],[-0.114963 -0.203645  0.323286]
1057,[-1.3467488  1.7207549  2.6976302  2.3359439  0.9293642 -0.9530666 -0.5977239],[-0.112497 -0.204547  0.323279]
1058,[-1.3445139  1.7207683  2.697619   2.3359075  0.9293084 -0.9530462 -0.5976593],[-0.111972 -0.204716  0.323261]
1059,[-1.3362997  1.7207149  2.6975868  2.335954   0.9293027 -0.9530202 -0.5977135],[-0.10971  -0.205465  0.323246]
1060,[-1.3344228  1.7208064  2.6976252  2.3360298  0.9292731 -0.9530522 -0.5977193],[-0.109271 -0.205617  0.323247]
1061,[-1.3259966  1.7207835  2.6976554  2.3359356  0.9292707 -0.9530176 -0.5977198],[-0.106998 -0.206371  0.323222]
1062,[-1.3205727  1.7207988  2.6976211  2.3359599  0.9293671 -0.9529619 -0.5976642],[-0.105467 -0.206883  0.32324 ]
1063,[-1.319416   1.7207835  2.6976588  2.3359315  0.9294181 -0.9530086 -0.5976472],[-0.105221 -0.206965  0.323245]
1064,[-1.3151463  1.7207759  2.6977012  2.3360293  0.9293122 -0.9530048 -0.5977298],[-0.104037 -0.207341  0.323236]
1065,[-1.3144026  1.7207091  2.697629   2.335969   0.929296  -0.9530597 -0.5977047],[-0.103814 -0.207396  0.323229]
1066,[-1.3135974  1.720713   2.697542   2.3360014  0.9293141 -0.9530571 -0.5976241],[-0.103571 -0.207475  0.323206]
1067,[-1.3113706  1.7207988  2.6976912  2.3360238  0.9292722 -0.9530075 -0.5976163],[-0.102908 -0.207673  0.323214]
1068,[-1.3107874  1.7208255  2.6976418  2.3360248  0.9293656 -0.9530222 -0.5977029],[-0.102784 -0.207713  0.323216]
1069,[-1.3091466  1.7208369  2.69765    2.3360305  0.9293265 -0.9529886 -0.5976962],[-0.102216 -0.207886  0.323218]
1070,[-1.308782   1.7207645  2.6976144  2.3360009  0.9293957 -0.9530265 -0.5976843],[-0.102135 -0.207915  0.323218]
1071,[-1.3085716  1.7209056  2.6976907  2.3360479  0.9293623 -0.9530464 -0.5976602],[-0.102081 -0.207934  0.323222]
